trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_mean_473,mean,473,4920234,2.4379643166814397e-08,0,410,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_474,mean,474,4920234,9.272055774813051e-10,30,37552,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_475,mean,475,4920234,3.933449755547462e-09,3,58,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_476,mean,476,4920234,3.274011297282758e-09,2,7,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_477,mean,477,4920234,2.134678783441868e-10,33,903,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_478,mean,478,4920234,3.904737560386253e-07,0,0,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_479,mean,479,4920234,9.064714681113544e-08,0,0,15,454.9581543880049,14.217442324625154,3169884,1.5773447861183564e-08
embedding_mean_480,mean,480,4920234,6.69264676108336e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_481,mean,481,4920234,1.4309072556613559e-10,13,83,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_482,mean,482,4920234,4.0948976491511915e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_483,mean,483,4920234,1.6508442809876924e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_484,mean,484,4920234,1.3852604798344426e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_485,mean,485,4920234,6.718160016658272e-09,2,3,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_486,mean,486,4920234,1.860513486880872e-10,1,10,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_487,mean,487,4920234,3.775526714254102e-09,1,109,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_488,mean,488,4920234,5.3224164303078996e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_489,mean,489,4920234,1.740556547080264e-08,0,4,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_490,mean,490,4920234,3.283531116507103e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_491,mean,491,4920234,9.118610548003507e-10,1,1,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_492,mean,492,4920234,2.3433703879687835e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_493,mean,493,4920234,1.117523836766289e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_494,mean,494,4920234,1.4647531384605248e-08,2,134,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_495,mean,495,4920234,3.348171869209944e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_496,mean,496,4920234,9.641112805226554e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_497,mean,497,4920234,1.8541536429844213e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_498,mean,498,4920234,5.143434718500267e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_499,mean,499,4920234,5.93941728861196e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_500,mean,500,4920234,1.712396117398439e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_501,mean,501,4920234,1.385722867632894e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_502,mean,502,4920234,1.0078627931043155e-09,14,819,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_503,mean,503,4920234,2.4174716591411774e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_504,mean,504,4920234,2.0802581788855588e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_505,mean,505,4920234,3.001758496025105e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_506,mean,506,4920234,4.1347894023178646e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_507,mean,507,4920234,2.0666083361431984e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_508,mean,508,4920234,9.8569388488384e-09,1,1,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_509,mean,509,4920234,5.529138376021641e-07,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_510,mean,510,4920234,6.625053084026465e-09,1,1,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_511,mean,511,4920234,9.373224050823233e-08,0,0,16,440.3102718070149,13.759695993969215,3169884,1.5773447861183564e-08
embedding_mean_512,mean,512,4920234,4.7540312811701204e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_513,mean,513,4920234,1.5837740665497498e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_514,mean,514,4920234,7.737023458882038e-11,10,17033,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_515,mean,515,4920234,2.486367727258728e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_516,mean,516,4920234,4.697348175091078e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_517,mean,517,4920234,3.051358324878333e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_518,mean,518,4920234,2.6609480660343565e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_519,mean,519,4920234,5.6689459716450414e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_520,mean,520,4920234,6.184890092919819e-11,34,488,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_521,mean,521,4920234,1.918552590155978e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_522,mean,522,4920234,7.637359884928751e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_523,mean,523,4920234,3.7284898932140925e-09,1,1,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_524,mean,524,4920234,1.9470226023432265e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_525,mean,525,4920234,1.3108711214274204e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_526,mean,526,4920234,8.750629964877834e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_527,mean,527,4920234,5.81721325437781e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_528,mean,528,4920234,1.4363428144260357e-08,1,3,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_529,mean,529,4920234,3.7026266840403883e-09,2,16,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_530,mean,530,4920234,1.2858434072978054e-11,265,1502,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_531,mean,531,4920234,3.08837512039101e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_532,mean,532,4920234,3.073497641497565e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_533,mean,533,4920234,2.00065369506945e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_534,mean,534,4920234,2.1179195792273686e-07,0,13603,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_535,mean,535,4920234,1.19441382986811e-09,5,668,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_536,mean,536,4920234,4.669342329991647e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_537,mean,537,4920234,7.442360566715132e-09,1,62,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_538,mean,538,4920234,1.9008234220900945e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_539,mean,539,4920234,5.2207195533528754e-08,0,1035,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_540,mean,540,4920234,6.472417273427381e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_541,mean,541,4920234,2.994106298479024e-08,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_542,mean,542,4920234,6.665762344099772e-10,1,1,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_543,mean,543,4920234,2.0152438844735855e-07,0,0,17,464.1618426421192,14.505057582566224,3169884,1.5773447861183564e-08
embedding_mean_544,mean,544,4920234,1.15977206243413e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_545,mean,545,4920234,3.4750124370434746e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_546,mean,546,4920234,7.890884104695339e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_547,mean,547,4920234,1.6806400846754174e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_548,mean,548,4920234,1.2058080968839104e-08,1,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_549,mean,549,4920234,1.397085341651543e-09,2,3,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_550,mean,550,4920234,1.455487685668239e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_551,mean,551,4920234,4.350902708540855e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_552,mean,552,4920234,5.6204898048178e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_553,mean,553,4920234,1.5275588923204183e-08,1,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_554,mean,554,4920234,2.6139468468227226e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_555,mean,555,4920234,2.2746638496475745e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_556,mean,556,4920234,7.777718802618771e-09,1,2,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_557,mean,557,4920234,9.661242880943005e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_558,mean,558,4920234,3.115625965189138e-09,12,509,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_559,mean,559,4920234,8.184847734488946e-09,3,3,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_560,mean,560,4920234,6.482665873818341e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_561,mean,561,4920234,2.1023838846545832e-08,0,18,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_562,mean,562,4920234,2.7481023162439494e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_563,mean,563,4920234,1.2170022227690973e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_564,mean,564,4920234,3.7905664259357375e-09,1,1,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_565,mean,565,4920234,6.111965138776443e-09,7,82,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_566,mean,566,4920234,6.426715833987322e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_567,mean,567,4920234,3.08072847362938e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_568,mean,568,4920234,1.0356845601446017e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_569,mean,569,4920234,9.220958491832255e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_570,mean,570,4920234,1.5647182156449437e-08,1,53,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_571,mean,571,4920234,3.089367059409984e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_572,mean,572,4920234,3.8646920828316096e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_573,mean,573,4920234,2.279102712890716e-07,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_574,mean,574,4920234,1.4726091516705154e-08,1,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_575,mean,575,4920234,8.415735658930816e-08,0,0,18,440.87450797180645,13.777328374118952,3169884,1.5773447861183564e-08
embedding_mean_576,mean,576,4920234,4.951272386033366e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_577,mean,577,4920234,2.271294075764593e-09,1,33,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_578,mean,578,4920234,5.725137460511223e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_579,mean,579,4920234,1.0023313549907157e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_580,mean,580,4920234,7.429621871498996e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_581,mean,581,4920234,2.1088753199872656e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_582,mean,582,4920234,1.8302441061583005e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_583,mean,583,4920234,2.708823793903052e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_584,mean,584,4920234,6.361331321622603e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_585,mean,585,4920234,5.968937207200218e-12,294,2336,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_586,mean,586,4920234,2.656004500966575e-09,4,7,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_587,mean,587,4920234,7.305101152155834e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_588,mean,588,4920234,8.302491767408906e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_589,mean,589,4920234,5.8149938185179575e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_590,mean,590,4920234,1.403229206580939e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_591,mean,591,4920234,5.8504079461373275e-09,1,1,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_592,mean,592,4920234,3.2543066622902646e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_593,mean,593,4920234,4.780948581101187e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_594,mean,594,4920234,4.176492485367572e-09,3,16,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_595,mean,595,4920234,5.300199903321448e-09,2,1564,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_596,mean,596,4920234,8.294857303390823e-10,5,27,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_597,mean,597,4920234,7.731510776478392e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_598,mean,598,4920234,1.0765867891482281e-08,1,18,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_599,mean,599,4920234,1.8971503535420307e-09,8,29,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_600,mean,600,4920234,9.574153135931875e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_601,mean,601,4920234,6.45378557270012e-08,0,14071,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_602,mean,602,4920234,1.7262274670020934e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_603,mean,603,4920234,4.448144478104505e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_604,mean,604,4920234,1.254652100239514e-08,1,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_605,mean,605,4920234,5.3083318062468007e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_606,mean,606,4920234,1.5674108962030726e-07,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_607,mean,607,4920234,6.609625825550952e-08,0,0,19,442.9972238740884,13.843663246065262,3169884,1.5773447861183564e-08
embedding_mean_608,mean,608,4920234,9.769631634615153e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_609,mean,609,4920234,5.43415027135461e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_610,mean,610,4920234,1.057373541529145e-08,6,339,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_611,mean,611,4920234,8.359183510821434e-10,6,24,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_612,mean,612,4920234,1.0197693884414225e-07,0,417,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_613,mean,613,4920234,2.6754012342579583e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_614,mean,614,4920234,1.6105592939664266e-08,0,108,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_615,mean,615,4920234,3.1421505548199074e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_616,mean,616,4920234,3.201128925862883e-09,2,27687,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_617,mean,617,4920234,1.1847736803345217e-07,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_618,mean,618,4920234,4.0071259654794825e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_619,mean,619,4920234,3.403525131053135e-09,5,25782,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_620,mean,620,4920234,7.983273823680325e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_621,mean,621,4920234,1.8649071644586653e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_622,mean,622,4920234,7.212693779430209e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_623,mean,623,4920234,4.1533664775851454e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_624,mean,624,4920234,1.2127192870254691e-11,241,3758,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_625,mean,625,4920234,2.6720763218261884e-08,0,187,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_626,mean,626,4920234,9.604134100980627e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_627,mean,627,4920234,8.526714195899842e-10,7,10,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_628,mean,628,4920234,1.6799302875759319e-07,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_629,mean,629,4920234,6.345315467989777e-10,1,1,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_630,mean,630,4920234,8.272597974049289e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_631,mean,631,4920234,1.1213107183407606e-08,3,618,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_632,mean,632,4920234,1.498790204858031e-07,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_633,mean,633,4920234,1.544200132907627e-09,2,5,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_634,mean,634,4920234,3.2419810923448225e-07,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_635,mean,635,4920234,2.9920972904802134e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_636,mean,636,4920234,1.3885430468364614e-11,1112,42633,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_637,mean,637,4920234,6.04121535772896e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_638,mean,638,4920234,5.8269104141243654e-08,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_639,mean,639,4920234,1.942996098574468e-07,0,0,20,477.8901703038719,14.934067821995995,3169884,1.5773447861183564e-08
embedding_mean_640,mean,640,4920234,1.1282364977058592e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_641,mean,641,4920234,7.747879224687953e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_642,mean,642,4920234,2.651706272276656e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_643,mean,643,4920234,2.8887304489921964e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_644,mean,644,4920234,2.7286394780987423e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_645,mean,645,4920234,8.052357434996425e-14,953,4715,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_646,mean,646,4920234,1.1991659058074416e-08,1,428,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_647,mean,647,4920234,2.8386038544880882e-08,0,497,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_648,mean,648,4920234,8.736604451450417e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_649,mean,649,4920234,9.166368119252969e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_650,mean,650,4920234,1.556854570045634e-08,1,181,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_651,mean,651,4920234,8.502743298336646e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_652,mean,652,4920234,2.4539991725504793e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_653,mean,653,4920234,5.67336383067448e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_654,mean,654,4920234,1.4742053636120414e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_655,mean,655,4920234,7.324071747671999e-09,1,1,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_656,mean,656,4920234,2.228297497276817e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_657,mean,657,4920234,1.4260646483028861e-09,4,13244,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_658,mean,658,4920234,2.0850111134381237e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_659,mean,659,4920234,1.9009434640604374e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_660,mean,660,4920234,6.8230784204243395e-09,1,1382,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_661,mean,661,4920234,4.2835499390844146e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_662,mean,662,4920234,3.1092841030835694e-07,0,16284,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_663,mean,663,4920234,4.1927563974095916e-08,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_664,mean,664,4920234,1.3541697406317856e-09,16,494,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_665,mean,665,4920234,3.741965694816766e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_666,mean,666,4920234,1.2059706007406142e-08,2,33,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_667,mean,667,4920234,2.675591935328928e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_668,mean,668,4920234,4.924380551076323e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_669,mean,669,4920234,1.25195087576729e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_670,mean,670,4920234,2.9041746332241156e-09,3,10,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_671,mean,671,4920234,3.742616916564119e-07,0,0,21,488.31004835898057,15.259689011218144,3169884,1.5773447861183564e-08
embedding_mean_672,mean,672,4920234,2.371750318073276e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_673,mean,673,4920234,1.945938558894162e-07,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_674,mean,674,4920234,2.7839122565485577e-10,71,234,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_675,mean,675,4920234,8.660597592508804e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_676,mean,676,4920234,4.7571918954253856e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
embedding_mean_677,mean,677,4920234,2.9220190892646374e-08,0,0,22,478.3101607291028,14.947192522784462,3169884,1.5773447861183564e-08
