trait,embedding_stat,embedding_index,n_markers_tested,min_p,n_significant_effective_bonferroni,n_q_lt_0_05_within_trait,chunk,chunk_elapsed_seconds,chunk_elapsed_seconds_per_trait,effective_markers,effective_bonferroni_threshold
embedding_mean_205,mean,205,4920234,1.4535157071992201e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_206,mean,206,4920234,3.4615728623872525e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_207,mean,207,4920234,2.1192448207649764e-09,4,12,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_208,mean,208,4920234,7.500968712512848e-08,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_209,mean,209,4920234,1.3658687080397121e-08,1,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_210,mean,210,4920234,4.594036305171255e-09,3,572,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_211,mean,211,4920234,2.390741423578861e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_212,mean,212,4920234,7.113230290783202e-08,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_213,mean,213,4920234,1.6846310905150988e-08,0,30,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_214,mean,214,4920234,1.0062815188618823e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_215,mean,215,4920234,1.7870832920453955e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_216,mean,216,4920234,2.2370716074819076e-08,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_217,mean,217,4920234,1.9704568584166794e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_218,mean,218,4920234,7.796340545616629e-08,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_219,mean,219,4920234,4.643968896212983e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_220,mean,220,4920234,2.591158603726386e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_221,mean,221,4920234,1.0302905059236393e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_222,mean,222,4920234,4.2850792174216804e-07,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_223,mean,223,4920234,2.2994212507716103e-08,0,0,7,403.21825185907073,12.60057037059596,3169884,1.5773447861183564e-08
embedding_mean_224,mean,224,4920234,1.3356610272803593e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_225,mean,225,4920234,1.983480588214165e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_226,mean,226,4920234,1.1220943422218113e-10,120,1183,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_227,mean,227,4920234,2.74879704044004e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_228,mean,228,4920234,1.8568013744459861e-09,9,249,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_229,mean,229,4920234,3.461810284628892e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_230,mean,230,4920234,8.467384814377885e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_231,mean,231,4920234,3.189555688974964e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_232,mean,232,4920234,1.703909934887139e-09,13,27,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_233,mean,233,4920234,3.331007743315688e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_234,mean,234,4920234,1.390518243630514e-08,1,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_235,mean,235,4920234,3.232181606739169e-08,0,228,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_236,mean,236,4920234,1.980927341594306e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_237,mean,237,4920234,1.1312412210931191e-08,1,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_238,mean,238,4920234,7.94721759276038e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_239,mean,239,4920234,5.068050548756883e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_240,mean,240,4920234,2.074363317825642e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_241,mean,241,4920234,1.4555853822959142e-12,386,1787,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_242,mean,242,4920234,2.167953783878481e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_243,mean,243,4920234,1.850840337129874e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_244,mean,244,4920234,7.714852363075479e-09,5,602,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_245,mean,245,4920234,1.7122153720398138e-10,58,265,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_246,mean,246,4920234,1.5909023682335094e-10,10,1070,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_247,mean,247,4920234,9.143752940529007e-09,1,1,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_248,mean,248,4920234,4.936905459941936e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_249,mean,249,4920234,1.5845057214496852e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_250,mean,250,4920234,4.47665524838659e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_251,mean,251,4920234,8.07444568825386e-07,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_252,mean,252,4920234,1.9356794282575783e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_253,mean,253,4920234,3.609322536140735e-08,0,26,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_254,mean,254,4920234,8.126532322250944e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_255,mean,255,4920234,2.4953472938436425e-08,0,0,8,447.2302827129606,13.97594633478002,3169884,1.5773447861183564e-08
embedding_mean_256,mean,256,4920234,2.4524221950985e-08,0,4,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_257,mean,257,4920234,2.84994810156038e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_258,mean,258,4920234,5.9093072256097065e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_259,mean,259,4920234,3.300930833102615e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_260,mean,260,4920234,2.7317963607206108e-08,0,5,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_261,mean,261,4920234,3.975415923128937e-09,19,93,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_262,mean,262,4920234,6.111880037792413e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_263,mean,263,4920234,9.834225930583668e-09,2,261,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_264,mean,264,4920234,2.776324767798145e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_265,mean,265,4920234,5.7028384276132724e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_266,mean,266,4920234,4.7963921310922415e-09,2,4,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_267,mean,267,4920234,3.8003616837023774e-10,14,599,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_268,mean,268,4920234,1.515147545461004e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_269,mean,269,4920234,2.7949269565480035e-10,95,966,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_270,mean,270,4920234,9.465661005196362e-09,3,12,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_271,mean,271,4920234,4.8740521492185755e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_272,mean,272,4920234,6.63986527124286e-09,1,1,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_273,mean,273,4920234,5.408752633859153e-09,8,32152,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_274,mean,274,4920234,1.5624630151647126e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_275,mean,275,4920234,1.3432727590315657e-08,1,13,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_276,mean,276,4920234,6.082804559569484e-09,2,2,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_277,mean,277,4920234,7.341187800466892e-09,2,23,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_278,mean,278,4920234,7.05410541664922e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_279,mean,279,4920234,1.8313470398215925e-08,0,4222,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_280,mean,280,4920234,5.4049365156689307e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_281,mean,281,4920234,8.238521630420228e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_282,mean,282,4920234,2.5766217861628523e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_283,mean,283,4920234,3.086886405009977e-07,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_284,mean,284,4920234,6.6872971180223e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_285,mean,285,4920234,6.227421545819997e-09,3,4,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_286,mean,286,4920234,4.1412550735099843e-08,0,0,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_287,mean,287,4920234,3.745706402203121e-08,0,2129,9,450.8030526321381,14.087595394754317,3169884,1.5773447861183564e-08
embedding_mean_288,mean,288,4920234,1.6518838388158332e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_289,mean,289,4920234,1.475276184384931e-08,1,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_290,mean,290,4920234,7.588134284564527e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_291,mean,291,4920234,1.6752021218142181e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_292,mean,292,4920234,2.03413051555902e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_293,mean,293,4920234,7.893888935992767e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_294,mean,294,4920234,3.300337541025234e-10,26,595,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_295,mean,295,4920234,1.7619183920864514e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_296,mean,296,4920234,1.5887428957026595e-09,1,273,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_297,mean,297,4920234,1.8970282676316764e-09,1,1,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_298,mean,298,4920234,8.71789258653343e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_299,mean,299,4920234,2.5642039589477242e-08,0,41,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_300,mean,300,4920234,8.152999635725981e-11,140,44048,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_301,mean,301,4920234,1.975289176997459e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_302,mean,302,4920234,5.2869146497315174e-11,31,604,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_303,mean,303,4920234,9.980671833724721e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_304,mean,304,4920234,9.816163881082881e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_305,mean,305,4920234,4.0874372674259473e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_306,mean,306,4920234,1.349162739863411e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_307,mean,307,4920234,2.231485559704713e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_308,mean,308,4920234,1.0307421499131556e-10,42,496,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_309,mean,309,4920234,2.2628756947579125e-08,0,4,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_310,mean,310,4920234,1.222736547248321e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_311,mean,311,4920234,5.302147412974826e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_312,mean,312,4920234,2.6348432218640523e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_313,mean,313,4920234,2.3520208508151602e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_314,mean,314,4920234,5.552578529842473e-09,2,4,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_315,mean,315,4920234,1.195935136978435e-08,1,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_316,mean,316,4920234,1.0822231765559684e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_317,mean,317,4920234,8.543771521800582e-07,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_318,mean,318,4920234,3.2923074969990474e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_319,mean,319,4920234,5.5811987814028516e-08,0,0,10,463.5338311230298,14.485432222594682,3169884,1.5773447861183564e-08
embedding_mean_320,mean,320,4920234,1.2861777845585876e-08,2,3,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_321,mean,321,4920234,1.6316546013228274e-07,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_322,mean,322,4920234,7.472907835925093e-08,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_323,mean,323,4920234,2.6637575655591473e-09,1,1,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_324,mean,324,4920234,3.965192625148468e-09,2,6,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_325,mean,325,4920234,2.8597436218110375e-07,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_326,mean,326,4920234,1.34809630641676e-08,1,334,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_327,mean,327,4920234,1.3923431267776944e-08,1,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_328,mean,328,4920234,3.2369536412720946e-07,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_329,mean,329,4920234,9.673809059990576e-09,1,569,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_330,mean,330,4920234,6.492594467190202e-08,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_331,mean,331,4920234,1.6520748315200675e-08,0,75,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_332,mean,332,4920234,3.9294109998273915e-10,39,393,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_333,mean,333,4920234,2.6141021484971992e-08,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_334,mean,334,4920234,2.3371999553100973e-08,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_335,mean,335,4920234,1.0855323940908512e-11,307,2671,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_336,mean,336,4920234,1.5779804366954364e-07,0,0,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
embedding_mean_337,mean,337,4920234,7.834209907388569e-09,1,17,11,461.446999746142,14.420218742066936,3169884,1.5773447861183564e-08
