image_path,location,image_id,plotNumber,device,range,row,experiment,block,percentUnhealthy,segmentation_method,excluded,poundsOfNitrogenPerAcre,population,genotype,score_A,score_B,comment_A,comment_B
data/fvsu2025/images/250522_LeafPhotoA_2025-10-03 08_54_36.256-05_00.jpg,GA,250522_LeafPhotoA_2025-10-03 08_54_36.256,250522,NA,35,17,NA,NA,0.12,CV2,FALSE,NA,SAP,PI597950,2,1.5,NA,NA
data/fvsu2025/images/250522_LeafPhotoA_2025-10-03 08_54_59.685-05_00.jpg,GA,250522_LeafPhotoA_2025-10-03 08_54_59.685,250522,NA,35,17,NA,NA,2.08,CV2,FALSE,NA,SAP,PI597950,NA,NA,NA,NA
data/fvsu2025/images/250522_LeafPhotoA_2025-10-03 08_55_14.286-05_00.jpg,GA,250522_LeafPhotoA_2025-10-03 08_55_14.286,250522,NA,35,17,NA,NA,12.52,CV2,FALSE,NA,SAP,PI597950,NA,NA,NA,NA
data/fvsu2025/images/250523_LeafPhotoA_2025-10-03 08_53_32.156-05_00.jpg,GA,250523_LeafPhotoA_2025-10-03 08_53_32.156,250523,NA,35,18,NA,NA,0.02,CV2,FALSE,NA,SAP,PI576435,2,1,Insect damage,mechanical damage
data/fvsu2025/images/250523_LeafPhotoA_2025-10-03 08_53_45.478-05_00.jpg,GA,250523_LeafPhotoA_2025-10-03 08_53_45.478,250523,NA,35,18,NA,NA,4.88,CV2,FALSE,NA,SAP,PI576435,NA,NA,NA,NA
data/fvsu2025/images/250523_LeafPhotoA_2025-10-03 08_54_17.771-05_00.jpg,GA,250523_LeafPhotoA_2025-10-03 08_54_17.771,250523,NA,35,18,NA,NA,0.17,CV2,FALSE,NA,SAP,PI576435,NA,NA,NA,NA
data/fvsu2025/images/250524_LeafPhotoA_2025-10-03 09_12_51.420-05_00.jpg,GA,250524_LeafPhotoA_2025-10-03 09_12_51.420,250524,NA,36,3,NA,NA,14.06,CV2,FALSE,NA,SAP,PI656042,NA,NA,NA,NA
data/fvsu2025/images/250524_LeafPhotoA_2025-10-03 09_13_04.391-05_00.jpg,GA,250524_LeafPhotoA_2025-10-03 09_13_04.391,250524,NA,36,3,NA,NA,27.57,CV2,FALSE,NA,SAP,PI656042,NA,NA,NA,NA
data/fvsu2025/images/250524_LeafPhotoA_2025-10-03 09_13_12.345-05_00.jpg,GA,250524_LeafPhotoA_2025-10-03 09_13_12.345,250524,NA,36,3,NA,NA,33.67,CV2,FALSE,NA,SAP,PI656042,NA,NA,NA,NA
data/fvsu2025/images/250525_LeafPhotoA_2025-10-03 09_13_56.421-05_00.jpg,GA,250525_LeafPhotoA_2025-10-03 09_13_56.421,250525,NA,36,4,NA,NA,1.48,CV2,FALSE,NA,SAP,PI534101,NA,NA,NA,NA
data/fvsu2025/images/250525_LeafPhotoA_2025-10-03 09_14_07.335-05_00.jpg,GA,250525_LeafPhotoA_2025-10-03 09_14_07.335,250525,NA,36,4,NA,NA,5.76,CV2,FALSE,NA,SAP,PI534101,NA,NA,NA,NA
data/fvsu2025/images/250526_LeafPhotoA_2025-10-03 09_14_40.321-05_00.jpg,GA,250526_LeafPhotoA_2025-10-03 09_14_40.321,250526,NA,36,5,NA,NA,8.96,CV2,FALSE,NA,SAP,PI656050,NA,NA,NA,NA
data/fvsu2025/images/250526_LeafPhotoA_2025-10-03 09_14_56.583-05_00.jpg,GA,250526_LeafPhotoA_2025-10-03 09_14_56.583,250526,NA,36,5,NA,NA,2.09,CV2,FALSE,NA,SAP,PI656050,NA,NA,NA,NA
data/fvsu2025/images/250526_LeafPhotoA_2025-10-03 09_15_41.150-05_00.jpg,GA,250526_LeafPhotoA_2025-10-03 09_15_41.150,250526,NA,36,5,NA,NA,0.09,CV2,FALSE,NA,SAP,PI656050,NA,NA,NA,NA
data/fvsu2025/images/250529_LeafPhotoA_2025-10-03 09_17_32.700-05_00.jpg,GA,250529_LeafPhotoA_2025-10-03 09_17_32.700,250529,NA,36,8,NA,NA,0.98,CV2,FALSE,NA,SAP,PI656082,1.5,2,NA,NA
data/fvsu2025/images/250529_LeafPhotoA_2025-10-03 09_17_43.731-05_00.jpg,GA,250529_LeafPhotoA_2025-10-03 09_17_43.731,250529,NA,36,8,NA,NA,1,CV2,FALSE,NA,SAP,PI656082,NA,NA,NA,NA
data/fvsu2025/images/250529_LeafPhotoA_2025-10-03 09_17_58.683-05_00.jpg,GA,250529_LeafPhotoA_2025-10-03 09_17_58.683,250529,NA,36,8,NA,NA,2.39,CV2,FALSE,NA,SAP,PI656082,NA,NA,NA,NA
data/fvsu2025/images/250530_LeafPhotoA_2025-10-03 09_18_17.312-05_00.jpg,GA,250530_LeafPhotoA_2025-10-03 09_18_17.312,250530,NA,36,9,NA,NA,0.77,CV2,TRUE,NA,SAP,PI655999,NA,NA,NA,NA
data/fvsu2025/images/250530_LeafPhotoA_2025-10-03 09_18_29.521-05_00.jpg,GA,250530_LeafPhotoA_2025-10-03 09_18_29.521,250530,NA,36,9,NA,NA,0.17,CV2,FALSE,NA,SAP,PI655999,NA,NA,NA,NA
data/fvsu2025/images/250530_LeafPhotoA_2025-10-03 09_18_40.732-05_00.jpg,GA,250530_LeafPhotoA_2025-10-03 09_18_40.732,250530,NA,36,9,NA,NA,7.27,CV2,FALSE,NA,SAP,PI655999,NA,NA,NA,NA
data/fvsu2025/images/250531_LeafPhotoA_2025-10-03 09_19_33.981-05_00.jpg,GA,250531_LeafPhotoA_2025-10-03 09_19_33.981,250531,NA,36,10,NA,NA,0.38,CV2,FALSE,NA,SAP,PI534009,NA,NA,NA,NA
data/fvsu2025/images/250531_LeafPhotoA_2025-10-03 09_20_02.197-05_00.jpg,GA,250531_LeafPhotoA_2025-10-03 09_20_02.197,250531,NA,36,10,NA,NA,1.35,CV2,FALSE,NA,SAP,PI534009,NA,NA,NA,NA
data/fvsu2025/images/250531_LeafPhotoA_2025-10-03 09_20_17.891-05_00.jpg,GA,250531_LeafPhotoA_2025-10-03 09_20_17.891,250531,NA,36,10,NA,NA,7.37,CV2,FALSE,NA,SAP,PI534009,NA,NA,NA,NA
data/fvsu2025/images/250532_LeafPhotoA_2025-10-03 09_20_36.791-05_00.jpg,GA,250532_LeafPhotoA_2025-10-03 09_20_36.791,250532,NA,36,11,NA,NA,5.8,CV2,FALSE,NA,SAP,PI534124,NA,NA,NA,NA
data/fvsu2025/images/250532_LeafPhotoA_2025-10-03 09_20_47.374-05_00.jpg,GA,250532_LeafPhotoA_2025-10-03 09_20_47.374,250532,NA,36,11,NA,NA,5.32,CV2,FALSE,NA,SAP,PI534124,NA,NA,NA,NA
data/fvsu2025/images/250532_LeafPhotoA_2025-10-03 09_21_00.488-05_00.jpg,GA,250532_LeafPhotoA_2025-10-03 09_21_00.488,250532,NA,36,11,NA,NA,0.31,CV2,FALSE,NA,SAP,PI534124,NA,NA,NA,NA
data/fvsu2025/images/250533_LeafPhotoA_2025-10-03 09_22_03.385-05_00.jpg,GA,250533_LeafPhotoA_2025-10-03 09_22_03.385,250533,NA,36,12,NA,NA,1.21,CV2,FALSE,NA,SAP,PI655970,NA,NA,NA,NA
data/fvsu2025/images/250533_LeafPhotoA_2025-10-03 09_22_18.941-05_00.jpg,GA,250533_LeafPhotoA_2025-10-03 09_22_18.941,250533,NA,36,12,NA,NA,1.84,CV2,FALSE,NA,SAP,PI655970,NA,NA,NA,NA
data/fvsu2025/images/250533_LeafPhotoA_2025-10-03 09_22_39.376-05_00.jpg,GA,250533_LeafPhotoA_2025-10-03 09_22_39.376,250533,NA,36,12,NA,NA,2.29,CV2,FALSE,NA,SAP,PI655970,NA,NA,NA,NA
data/fvsu2025/images/250536_LeafPhotoA_2025-10-03 09_23_44.422-05_00.jpg,GA,250536_LeafPhotoA_2025-10-03 09_23_44.422,250536,NA,36,15,NA,NA,9.02,CV2,FALSE,NA,SAP,PI534135,NA,NA,NA,NA
data/fvsu2025/images/250536_LeafPhotoA_2025-10-03 09_24_00.660-05_00.jpg,GA,250536_LeafPhotoA_2025-10-03 09_24_00.660,250536,NA,36,15,NA,NA,0,CV2,FALSE,NA,SAP,PI534135,NA,NA,NA,NA
data/fvsu2025/images/250536_LeafPhotoA_2025-10-03 09_24_18.197-05_00.jpg,GA,250536_LeafPhotoA_2025-10-03 09_24_18.197,250536,NA,36,15,NA,NA,0.86,CV2,FALSE,NA,SAP,PI534135,NA,NA,NA,NA
data/fvsu2025/images/250537_LeafPhotoA_2025-10-03 09_24_39.591-05_00.jpg,GA,250537_LeafPhotoA_2025-10-03 09_24_39.591,250537,NA,36,16,NA,NA,0.39,CV2,FALSE,NA,SAP,PI656058,NA,NA,NA,NA
data/fvsu2025/images/250537_LeafPhotoA_2025-10-03 09_25_04.295-05_00.jpg,GA,250537_LeafPhotoA_2025-10-03 09_25_04.295,250537,NA,36,16,NA,NA,0.74,CV2,FALSE,NA,SAP,PI656058,NA,NA,NA,NA
data/fvsu2025/images/250537_LeafPhotoA_2025-10-03 09_25_26.505-05_00.jpg,GA,250537_LeafPhotoA_2025-10-03 09_25_26.505,250537,NA,36,16,NA,NA,0.9,CV2,FALSE,NA,SAP,PI656058,NA,NA,NA,NA
data/fvsu2025/images/250538_LeafPhotoA_2025-10-03 09_25_54.236-05_00.jpg,GA,250538_LeafPhotoA_2025-10-03 09_25_54.236,250538,NA,36,17,NA,NA,1.16,CV2,FALSE,NA,SAP,PI656089,NA,NA,NA,NA
data/fvsu2025/images/250538_LeafPhotoA_2025-10-03 09_26_15.283-05_00.jpg,GA,250538_LeafPhotoA_2025-10-03 09_26_15.283,250538,NA,36,17,NA,NA,0.12,CV2,FALSE,NA,SAP,PI656089,NA,NA,NA,NA
data/fvsu2025/images/250538_LeafPhotoA_2025-10-03 09_26_36.389-05_00.jpg,GA,250538_LeafPhotoA_2025-10-03 09_26_36.389,250538,NA,36,17,NA,NA,0.06,CV2,FALSE,NA,SAP,PI656089,NA,NA,NA,NA
data/fvsu2025/images/250539_LeafPhotoA_2025-10-03 09_27_21.698-05_00.jpg,GA,250539_LeafPhotoA_2025-10-03 09_27_21.698,250539,NA,36,18,NA,NA,3.05,CV2,FALSE,NA,SAP,PI576422,NA,NA,NA,NA
data/fvsu2025/images/250539_LeafPhotoA_2025-10-03 09_27_46.416-05_00.jpg,GA,250539_LeafPhotoA_2025-10-03 09_27_46.416,250539,NA,36,18,NA,NA,9.06,CV2,FALSE,NA,SAP,PI576422,NA,NA,NA,NA
data/fvsu2025/images/250539_LeafPhotoA_2025-10-03 09_28_02.039-05_00.jpg,GA,250539_LeafPhotoA_2025-10-03 09_28_02.039,250539,NA,36,18,NA,NA,1.32,CV2,FALSE,NA,SAP,PI576422,NA,NA,NA,NA
data/fvsu2025/images/250540_LeafPhotoA_2025-10-03 09_47_36.126-05_00.jpg,GA,250540_LeafPhotoA_2025-10-03 09_47_36.126,250540,NA,37,3,NA,NA,0.63,CV2,FALSE,NA,SAP,PI534148,NA,NA,NA,NA
data/fvsu2025/images/250540_LeafPhotoA_2025-10-03 09_47_53.059-05_00.jpg,GA,250540_LeafPhotoA_2025-10-03 09_47_53.059,250540,NA,37,3,NA,NA,2.57,CV2,FALSE,NA,SAP,PI534148,NA,NA,NA,NA
data/fvsu2025/images/250540_LeafPhotoA_2025-10-03 09_48_10.005-05_00.jpg,GA,250540_LeafPhotoA_2025-10-03 09_48_10.005,250540,NA,37,3,NA,NA,5.03,CV2,FALSE,NA,SAP,PI534148,NA,NA,NA,NA
data/fvsu2025/images/250541_LeafPhotoA_2025-10-03 09_46_44.415-05_00.jpg,GA,250541_LeafPhotoA_2025-10-03 09_46_44.415,250541,NA,37,4,NA,NA,5.05,CV2,FALSE,NA,SAP,PI656011,NA,NA,NA,NA
data/fvsu2025/images/250541_LeafPhotoA_2025-10-03 09_46_56.997-05_00.jpg,GA,250541_LeafPhotoA_2025-10-03 09_46_56.997,250541,NA,37,4,NA,NA,2.51,CV2,FALSE,NA,SAP,PI656011,NA,NA,NA,NA
data/fvsu2025/images/250541_LeafPhotoA_2025-10-03 09_47_09.488-05_00.jpg,GA,250541_LeafPhotoA_2025-10-03 09_47_09.488,250541,NA,37,4,NA,NA,2.06,CV2,FALSE,NA,SAP,PI656011,1.5,1.5,NA,NA
data/fvsu2025/images/250542_LeafPhotoA_2025-10-03 09_45_38.810-05_00.jpg,GA,250542_LeafPhotoA_2025-10-03 09_45_38.810,250542,NA,37,5,NA,NA,0.04,CV2,FALSE,NA,SAP,PI656096,NA,NA,NA,NA
data/fvsu2025/images/250542_LeafPhotoA_2025-10-03 09_45_51.385-05_00.jpg,GA,250542_LeafPhotoA_2025-10-03 09_45_51.385,250542,NA,37,5,NA,NA,1.92,CV2,FALSE,NA,SAP,PI656096,NA,NA,NA,NA
data/fvsu2025/images/250542_LeafPhotoA_2025-10-03 09_46_10.127-05_00.jpg,GA,250542_LeafPhotoA_2025-10-03 09_46_10.127,250542,NA,37,5,NA,NA,2.72,CV2,FALSE,NA,SAP,PI656096,NA,NA,NA,NA
data/fvsu2025/images/250543_LeafPhotoA_2025-10-03 09_44_35.066-05_00.jpg,GA,250543_LeafPhotoA_2025-10-03 09_44_35.066,250543,NA,37,6,NA,NA,13.5,CV2,FALSE,NA,SAP,PI655984,NA,NA,NA,NA
data/fvsu2025/images/250543_LeafPhotoA_2025-10-03 09_44_46.085-05_00.jpg,GA,250543_LeafPhotoA_2025-10-03 09_44_46.085,250543,NA,37,6,NA,NA,12.3,CV2,FALSE,NA,SAP,PI655984,NA,NA,NA,NA
data/fvsu2025/images/250543_LeafPhotoA_2025-10-03 09_45_04.472-05_00.jpg,GA,250543_LeafPhotoA_2025-10-03 09_45_04.472,250543,NA,37,6,NA,NA,0.84,CV2,FALSE,NA,SAP,PI655984,2.5,2,NA,NA
data/fvsu2025/images/250544_LeafPhotoA_2025-10-03 09_43_09.952-05_00.jpg,GA,250544_LeafPhotoA_2025-10-03 09_43_09.952,250544,NA,37,7,NA,NA,2.74,CV2,FALSE,NA,SAP,PI576337,NA,NA,NA,NA
data/fvsu2025/images/250544_LeafPhotoA_2025-10-03 09_43_51.743-05_00.jpg,GA,250544_LeafPhotoA_2025-10-03 09_43_51.743,250544,NA,37,7,NA,NA,0.08,CV2,FALSE,NA,SAP,PI576337,NA,NA,NA,NA
data/fvsu2025/images/250544_LeafPhotoA_2025-10-03 09_44_12.555-05_00.jpg,GA,250544_LeafPhotoA_2025-10-03 09_44_12.555,250544,NA,37,7,NA,NA,2.95,CV2,FALSE,NA,SAP,PI576337,NA,NA,NA,NA
data/fvsu2025/images/250545_LeafPhotoA_2025-10-03 09_42_02.860-05_00.jpg,GA,250545_LeafPhotoA_2025-10-03 09_42_02.860,250545,NA,37,8,NA,NA,1.46,CV2,FALSE,NA,SAP,PI656100,NA,NA,NA,NA
data/fvsu2025/images/250545_LeafPhotoA_2025-10-03 09_42_15.947-05_00.jpg,GA,250545_LeafPhotoA_2025-10-03 09_42_15.947,250545,NA,37,8,NA,NA,1.96,CV2,FALSE,NA,SAP,PI656100,2,2,NA,NA
data/fvsu2025/images/250545_LeafPhotoA_2025-10-03 09_42_31.634-05_00.jpg,GA,250545_LeafPhotoA_2025-10-03 09_42_31.634,250545,NA,37,8,NA,NA,2.01,CV2,FALSE,NA,SAP,PI656100,NA,NA,NA,NA
data/fvsu2025/images/250546_LeafPhotoA_2025-10-03 09_39_07.073-05_00.jpg,GA,250546_LeafPhotoA_2025-10-03 09_39_07.073,250546,NA,37,9,NA,NA,0.84,CV2,FALSE,NA,SAP,PI629034,NA,NA,NA,NA
data/fvsu2025/images/250546_LeafPhotoA_2025-10-03 09_39_28.462-05_00.jpg,GA,250546_LeafPhotoA_2025-10-03 09_39_28.462,250546,NA,37,9,NA,NA,13.35,CV2,FALSE,NA,SAP,PI629034,NA,NA,NA,NA
data/fvsu2025/images/250546_LeafPhotoA_2025-10-03 09_40_00.991-05_00.jpg,GA,250546_LeafPhotoA_2025-10-03 09_40_00.991,250546,NA,37,9,NA,NA,0.06,CV2,FALSE,NA,SAP,PI629034,2,2,NA,NA
data/fvsu2025/images/250547_LeafPhotoA_2025-10-03 09_38_07.695-05_00.jpg,GA,250547_LeafPhotoA_2025-10-03 09_38_07.695,250547,NA,37,10,NA,NA,1.65,CV2,FALSE,NA,SAP,PI656067,NA,NA,NA,NA
data/fvsu2025/images/250547_LeafPhotoA_2025-10-03 09_38_20.936-05_00.jpg,GA,250547_LeafPhotoA_2025-10-03 09_38_20.936,250547,NA,37,10,NA,NA,0.6,CV2,FALSE,NA,SAP,PI656067,NA,NA,NA,NA
data/fvsu2025/images/250547_LeafPhotoA_2025-10-03 09_38_35.347-05_00.jpg,GA,250547_LeafPhotoA_2025-10-03 09_38_35.347,250547,NA,37,10,NA,NA,1.34,CV2,FALSE,NA,SAP,PI656067,NA,NA,NA,NA
data/fvsu2025/images/250549_LeafPhotoA_2025-10-03 09_36_50.367-05_00.jpg,GA,250549_LeafPhotoA_2025-10-03 09_36_50.367,250549,NA,37,12,NA,NA,9.28,CV2,FALSE,NA,SAP,PI656098,NA,NA,NA,NA
data/fvsu2025/images/250549_LeafPhotoA_2025-10-03 09_37_13.796-05_00.jpg,GA,250549_LeafPhotoA_2025-10-03 09_37_13.796,250549,NA,37,12,NA,NA,2.93,CV2,FALSE,NA,SAP,PI656098,NA,NA,NA,NA
data/fvsu2025/images/250549_LeafPhotoA_2025-10-03 09_37_27.758-05_00.jpg,GA,250549_LeafPhotoA_2025-10-03 09_37_27.758,250549,NA,37,12,NA,NA,0.86,CV2,FALSE,NA,SAP,PI656098,NA,NA,NA,NA
data/fvsu2025/images/250551_LeafPhotoA_2025-10-03 09_35_08.372-05_00.jpg,GA,250551_LeafPhotoA_2025-10-03 09_35_08.372,250551,NA,37,14,NA,NA,3.37,CV2,FALSE,NA,SAP,PI533810,NA,NA,NA,NA
data/fvsu2025/images/250551_LeafPhotoA_2025-10-03 09_35_24.619-05_00.jpg,GA,250551_LeafPhotoA_2025-10-03 09_35_24.619,250551,NA,37,14,NA,NA,0.2,CV2,FALSE,NA,SAP,PI533810,NA,NA,NA,NA
data/fvsu2025/images/250551_LeafPhotoA_2025-10-03 09_35_49.826-05_00.jpg,GA,250551_LeafPhotoA_2025-10-03 09_35_49.826,250551,NA,37,14,NA,NA,0.24,CV2,FALSE,NA,SAP,PI533810,NA,NA,NA,NA
data/fvsu2025/images/250552_LeafPhotoA_2025-10-03 09_34_09.730-05_00.jpg,GA,250552_LeafPhotoA_2025-10-03 09_34_09.730,250552,NA,37,15,NA,NA,5.42,CV2,FALSE,NA,SAP,PI533843,NA,NA,NA,NA
data/fvsu2025/images/250552_LeafPhotoA_2025-10-03 09_34_27.990-05_00.jpg,GA,250552_LeafPhotoA_2025-10-03 09_34_27.990,250552,NA,37,15,NA,NA,0.84,CV2,FALSE,NA,SAP,PI533843,NA,NA,NA,NA
data/fvsu2025/images/250552_LeafPhotoA_2025-10-03 09_34_43.569-05_00.jpg,GA,250552_LeafPhotoA_2025-10-03 09_34_43.569,250552,NA,37,15,NA,NA,3.24,CV2,FALSE,NA,SAP,PI533843,NA,NA,NA,NA
