feature_index,avg_fi,stat,embedding_num,trait
1664,0.00019781186480975998,std,640,embedding_std_640
1062,0.00019741307875244,std,38,embedding_std_38
376,0.00019662474437952003,mean,376,embedding_mean_376
252,0.00019636339313021996,mean,252,embedding_mean_252
1532,0.00019602502073237999,std,508,embedding_std_508
547,0.0001959288949527,mean,547,embedding_mean_547
1872,0.00019569830469478,std,848,embedding_std_848
740,0.00019504372844664,mean,740,embedding_mean_740
97,0.00019466535785456,mean,97,embedding_mean_97
1707,0.00019457177610632,std,683,embedding_std_683
1295,0.00019448531262864,std,271,embedding_std_271
671,0.00019444142636256,mean,671,embedding_mean_671
1734,0.0001944158988325,std,710,embedding_std_710
278,0.0001943759433469,mean,278,embedding_mean_278
1157,0.00019428116851919998,std,133,embedding_std_133
1337,0.00019420456841054,std,313,embedding_std_313
1420,0.00019406408450472,std,396,embedding_std_396
387,0.00019348762273402,mean,387,embedding_mean_387
1309,0.0001933659505496,std,285,embedding_std_285
398,0.00019330737109698,mean,398,embedding_mean_398
1174,0.0001930949180667,std,150,embedding_std_150
762,0.00019270913140834,mean,762,embedding_mean_762
113,0.00019247639619936,mean,113,embedding_mean_113
415,0.00019244825572437517,mean,415,embedding_mean_415
530,0.00019232195046194923,mean,530,embedding_mean_530
824,0.00019224532946156,mean,824,embedding_mean_824
780,0.00019222179120981998,mean,780,embedding_mean_780
83,0.00019154266511636,mean,83,embedding_mean_83
1906,0.00019133576929888,std,882,embedding_std_882
286,0.00019128931843086003,mean,286,embedding_mean_286
284,0.0001906345165150406,mean,284,embedding_mean_284
1747,0.00019029049194554,std,723,embedding_std_723
482,0.00019013935851162003,mean,482,embedding_mean_482
553,0.00018988127260902,mean,553,embedding_mean_553
463,0.0001898409269157,mean,463,embedding_mean_463
188,0.00018978940138816,mean,188,embedding_mean_188
1575,0.00018970669419628,std,551,embedding_std_551
920,0.00018964116741006,mean,920,embedding_mean_920
372,0.00018963816547186,mean,372,embedding_mean_372
231,0.00018924216432007998,mean,231,embedding_mean_231
282,0.00018922843199341998,mean,282,embedding_mean_282
1459,0.00018909278609817998,std,435,embedding_std_435
71,0.00018908254532448,mean,71,embedding_mean_71
926,0.00018858931551848,mean,926,embedding_mean_926
588,0.00018831068179254003,mean,588,embedding_mean_588
422,0.00018810741989923902,mean,422,embedding_mean_422
359,0.0001880579463253009,mean,359,embedding_mean_359
226,0.00018793425315724,mean,226,embedding_mean_226
647,0.000187723098574,mean,647,embedding_mean_647
277,0.0001876745008775,mean,277,embedding_mean_277
27,0.0001876129857331,mean,27,embedding_mean_27
867,0.00018747997195628,mean,867,embedding_mean_867
2015,0.00018702593961344,std,991,embedding_std_991
1340,0.00018695173582887998,std,316,embedding_std_316
1784,0.00018659794632194,std,760,embedding_std_760
659,0.00018655715371664,mean,659,embedding_mean_659
1529,0.00018628449203474,std,505,embedding_std_505
1963,0.00018584872866285774,std,939,embedding_std_939
1767,0.00018543306623616,std,743,embedding_std_743
1192,0.00018523787983076,std,168,embedding_std_168
716,0.00018499179257066,mean,716,embedding_mean_716
411,0.00018479283069267998,mean,411,embedding_mean_411
196,0.00018472783864808,mean,196,embedding_mean_196
876,0.0001846637292711,mean,876,embedding_mean_876
967,0.00018444720962346002,mean,967,embedding_mean_967
1681,0.00018428928057721998,std,657,embedding_std_657
1037,0.00018420851102814002,std,13,embedding_std_13
1561,0.00018408238660424,std,537,embedding_std_537
1785,0.00018391918258284,std,761,embedding_std_761
235,0.00018369105517710002,mean,235,embedding_mean_235
1367,0.0001832726900198,std,343,embedding_std_343
1917,0.00018312405171553998,std,893,embedding_std_893
1510,0.00018306876749052,std,486,embedding_std_486
143,0.0001829090146852,mean,143,embedding_mean_143
374,0.0001810133791379,mean,374,embedding_mean_374
506,0.00018095345141572002,mean,506,embedding_mean_506
787,0.00018083839774389997,mean,787,embedding_mean_787
946,0.00018075421133596,mean,946,embedding_mean_946
410,0.000180681952593,mean,410,embedding_mean_410
1073,0.00018054855090611998,std,49,embedding_std_49
467,0.00018047691214611474,mean,467,embedding_mean_467
1206,0.0001803352996813,std,182,embedding_std_182
718,0.00018023147038136,mean,718,embedding_mean_718
1783,0.0001801489972338,std,759,embedding_std_759
604,0.00018008794511922003,mean,604,embedding_mean_604
708,0.00018004798394923998,mean,708,embedding_mean_708
167,0.00017983759551264258,mean,167,embedding_mean_167
853,0.0001797563518464,mean,853,embedding_mean_853
504,0.00017958515540354348,mean,504,embedding_mean_504
171,0.00017935083613070002,mean,171,embedding_mean_171
1076,0.00017928439151619998,std,52,embedding_std_52
529,0.00017908212610274002,mean,529,embedding_mean_529
1698,0.0001789162261643,std,674,embedding_std_674
34,0.00017886465599072,mean,34,embedding_mean_34
1467,0.00017858257245913998,std,443,embedding_std_443
418,0.00017843033734607998,mean,418,embedding_mean_418
221,0.00017798210609572,mean,221,embedding_mean_221
764,0.00017774095321454,mean,764,embedding_mean_764
1804,0.00017747307266216002,std,780,embedding_std_780
1377,0.00017744464520568423,std,353,embedding_std_353
1926,0.00017729695442352003,std,902,embedding_std_902
1398,0.00017727402035454,std,374,embedding_std_374
443,0.00017715823824432,mean,443,embedding_mean_443
1677,0.00017708167764880002,std,653,embedding_std_653
1328,0.00017699329951422,std,304,embedding_std_304
247,0.00017650744361072,mean,247,embedding_mean_247
349,0.00017625131160369997,mean,349,embedding_mean_349
1201,0.00017623810832536002,std,177,embedding_std_177
172,0.00017623255382105235,mean,172,embedding_mean_172
1712,0.00017619967173137998,std,688,embedding_std_688
1639,0.00017618461707702,std,615,embedding_std_615
1435,0.00017581523971446002,std,411,embedding_std_411
1584,0.00017576033214059997,std,560,embedding_std_560
1583,0.00017574867662204,std,559,embedding_std_559
85,0.00017568770030364,mean,85,embedding_mean_85
610,0.00017551256572154,mean,610,embedding_mean_610
294,0.00017538164640038,mean,294,embedding_mean_294
1520,0.00017524309148724,std,496,embedding_std_496
329,0.00017514751791653999,mean,329,embedding_mean_329
658,0.00017511854765009998,mean,658,embedding_mean_658
1684,0.0001750482907640286,std,660,embedding_std_660
524,0.00017494468862838,mean,524,embedding_mean_524
1478,0.00017460098913098,std,454,embedding_std_454
851,0.00017449178848918,mean,851,embedding_mean_851
1551,0.0001742860658276,std,527,embedding_std_527
1130,0.00017424779203654002,std,106,embedding_std_106
915,0.00017411831195476,mean,915,embedding_mean_915
681,0.00017403692406406002,mean,681,embedding_mean_681
1710,0.0001739096865694,std,686,embedding_std_686
1811,0.00017379504336144,std,787,embedding_std_787
1177,0.0001737191590198,std,153,embedding_std_153
605,0.00017366227041098,mean,605,embedding_mean_605
662,0.0001734848886594718,mean,662,embedding_mean_662
1307,0.00017346573019424001,std,283,embedding_std_283
689,0.00017303182602917418,mean,689,embedding_mean_689
1031,0.00017299753970104003,std,7,embedding_std_7
992,0.00017279790387372,mean,992,embedding_mean_992
741,0.00017277432041382,mean,741,embedding_mean_741
1685,0.00017268868516745998,std,661,embedding_std_661
731,0.0001720703751892,mean,731,embedding_mean_731
1608,0.00017189672574642,std,584,embedding_std_584
1814,0.00017179207031808,std,790,embedding_std_790
1306,0.00017177682286766385,std,282,embedding_std_282
603,0.00017169217035142,mean,603,embedding_mean_603
918,0.00017147295613232,mean,918,embedding_mean_918
733,0.00017144146132059998,mean,733,embedding_mean_733
1285,0.00017134766844512003,std,261,embedding_std_261
272,0.00017128112972565997,mean,272,embedding_mean_272
40,0.00017101255025370795,mean,40,embedding_mean_40
870,0.00017054665298432,mean,870,embedding_mean_870
2013,0.00017052017135558,std,989,embedding_std_989
1446,0.00017029450342394,std,422,embedding_std_422
1911,0.00017012669498344,std,887,embedding_std_887
481,0.00016966086533551998,mean,481,embedding_mean_481
1336,0.00016965455070645487,std,312,embedding_std_312
825,0.00016945409264815998,mean,825,embedding_mean_825
246,0.0001693471912871,mean,246,embedding_mean_246
485,0.00016929628378276003,mean,485,embedding_mean_485
1269,0.0001689851234819,std,245,embedding_std_245
342,0.00016898098187338,mean,342,embedding_mean_342
1789,0.00016891824064084,std,765,embedding_std_765
2017,0.00016874073445223984,std,993,embedding_std_993
1098,0.00016841116580346,std,74,embedding_std_74
1586,0.00016793949897521998,std,562,embedding_std_562
1669,0.00016789110847036806,std,645,embedding_std_645
990,0.00016784725270982,mean,990,embedding_mean_990
168,0.00016775148606757998,mean,168,embedding_mean_168
478,0.00016772700721604,mean,478,embedding_mean_478
1124,0.00016760142267014001,std,100,embedding_std_100
1508,0.00016758871193798001,std,484,embedding_std_484
184,0.00016754725134978,mean,184,embedding_mean_184
312,0.00016748283502037998,mean,312,embedding_mean_312
173,0.0001674610133886496,mean,173,embedding_mean_173
781,0.00016741920339168,mean,781,embedding_mean_781
648,0.00016713194579308992,mean,648,embedding_mean_648
1348,0.0001668915946598717,std,324,embedding_std_324
492,0.00016676000876748002,mean,492,embedding_mean_492
1284,0.0001666989970232,std,260,embedding_std_260
798,0.00016659144282288,mean,798,embedding_mean_798
700,0.00016648254945738,mean,700,embedding_mean_700
929,0.00016634911546538,mean,929,embedding_mean_929
1013,0.00016599462874376,mean,1013,embedding_mean_1013
1879,0.00016593810607208,std,855,embedding_std_855
361,0.00016582548739858,mean,361,embedding_mean_361
2008,0.00016580277776412,std,984,embedding_std_984
1288,0.00016579066490026,std,264,embedding_std_264
1598,0.00016524436858888,std,574,embedding_std_574
1881,0.00016501889974798002,std,857,embedding_std_857
29,0.00016500205416232667,mean,29,embedding_mean_29
1897,0.00016492997441486002,std,873,embedding_std_873
538,0.00016491815797814,mean,538,embedding_mean_538
112,0.00016484497642142,mean,112,embedding_mean_112
1432,0.00016481128531877499,std,408,embedding_std_408
1064,0.00016468375781502,std,40,embedding_std_40
1199,0.00016453471478862386,std,175,embedding_std_175
1322,0.00016429990064806,std,298,embedding_std_298
130,0.00016369947263148002,mean,130,embedding_mean_130
243,0.00016336471414124,mean,243,embedding_mean_243
1402,0.00016318793602608,std,378,embedding_std_378
974,0.00016308847766974,mean,974,embedding_mean_974
366,0.00016285079736308,mean,366,embedding_mean_366
591,0.00016263117670802,mean,591,embedding_mean_591
388,0.0001624710558744316,mean,388,embedding_mean_388
1001,0.00016222618922063999,mean,1001,embedding_mean_1001
833,0.0001621391222824,mean,833,embedding_mean_833
1570,0.00016212286800406002,std,546,embedding_std_546
1147,0.00016208808689162002,std,123,embedding_std_123
1043,0.00016207078850386,std,19,embedding_std_19
2026,0.0001613926230552687,std,1002,embedding_std_1002
1922,0.00016138833503698,std,898,embedding_std_898
1708,0.00016121319761008,std,684,embedding_std_684
70,0.00016113358290505996,mean,70,embedding_mean_70
1320,0.00016074531273502,std,296,embedding_std_296
1154,0.0001606857067865742,std,130,embedding_std_130
1153,0.00016066743658806,std,129,embedding_std_129
1252,0.0001605780158347,std,228,embedding_std_228
782,0.00016048808431138,mean,782,embedding_mean_782
62,0.00016048001498926,mean,62,embedding_mean_62
1416,0.00016043377770325997,std,392,embedding_std_392
33,0.0001604130844419,mean,33,embedding_mean_33
77,0.00016037340765422,mean,77,embedding_mean_77
1394,0.00016035866353487997,std,370,embedding_std_370
1296,0.00016015843461198,std,272,embedding_std_272
1365,0.00016010366827249998,std,341,embedding_std_341
434,0.00015978219683696003,mean,434,embedding_mean_434
80,0.00015961134247214002,mean,80,embedding_mean_80
1450,0.00015952028290606,std,426,embedding_std_426
1315,0.00015937694503032003,std,291,embedding_std_291
910,0.00015934543272738,mean,910,embedding_mean_910
1431,0.00015914665554608002,std,407,embedding_std_407
1750,0.0001590980272397,std,726,embedding_std_726
1357,0.00015906552150561951,std,333,embedding_std_333
217,0.00015902197032556,mean,217,embedding_mean_217
820,0.0001589859246681284,mean,820,embedding_mean_820
1195,0.00015896054242596,std,171,embedding_std_171
1916,0.00015891795333324,std,892,embedding_std_892
1247,0.00015885996263822,std,223,embedding_std_223
491,0.000158855883254,mean,491,embedding_mean_491
981,0.00015869843879483213,mean,981,embedding_mean_981
777,0.00015862739924362001,mean,777,embedding_mean_777
1254,0.00015834844825289235,std,230,embedding_std_230
182,0.0001582361244821588,mean,182,embedding_mean_182
1058,0.00015821624536364,std,34,embedding_std_34
472,0.00015818423675977863,mean,472,embedding_mean_472
1724,0.00015803523330097947,std,700,embedding_std_700
423,0.00015791649909624632,mean,423,embedding_mean_423
1447,0.00015786887620907684,std,423,embedding_std_423
202,0.00015757785364583165,mean,202,embedding_mean_202
1223,0.00015754163227718,std,199,embedding_std_199
979,0.00015740873542993998,mean,979,embedding_mean_979
1665,0.00015737640593494,std,641,embedding_std_641
224,0.00015736326388146,mean,224,embedding_mean_224
623,0.00015735677361522,mean,623,embedding_mean_623
124,0.00015733999763792,mean,124,embedding_mean_124
880,0.00015733860477461998,mean,880,embedding_mean_880
46,0.00015727859481901192,mean,46,embedding_mean_46
1483,0.00015716314188966,std,459,embedding_std_459
1670,0.00015707844483917998,std,646,embedding_std_646
1033,0.00015694671809842,std,9,embedding_std_9
1266,0.0001569011467895571,std,242,embedding_std_242
1801,0.0001568768056408248,std,777,embedding_std_777
313,0.00015673256127932733,mean,313,embedding_mean_313
169,0.00015658427425596248,mean,169,embedding_mean_169
1172,0.00015645564781006002,std,148,embedding_std_148
720,0.00015616531063798,mean,720,embedding_mean_720
1375,0.00015609532830476,std,351,embedding_std_351
566,0.00015589426517103997,mean,566,embedding_mean_566
1376,0.00015577933778664,std,352,embedding_std_352
2044,0.00015570364070648,std,1020,embedding_std_1020
2009,0.00015551335852884,std,985,embedding_std_985
863,0.0001553121158124,mean,863,embedding_mean_863
1733,0.00015518359687328,std,709,embedding_std_709
790,0.00015501965570096,mean,790,embedding_mean_790
1213,0.00015496281595944758,std,189,embedding_std_189
1415,0.00015471156155772003,std,391,embedding_std_391
747,0.00015463493289869998,mean,747,embedding_mean_747
1287,0.00015437029861611998,std,263,embedding_std_263
1491,0.00015418837782218,std,467,embedding_std_467
1007,0.00015406819846806,mean,1007,embedding_mean_1007
1595,0.00015406485010947905,std,571,embedding_std_571
539,0.00015392251752899998,mean,539,embedding_mean_539
559,0.00015383600916306,mean,559,embedding_mean_559
1582,0.00015362043327828,std,558,embedding_std_558
147,0.00015348724546484003,mean,147,embedding_mean_147
1482,0.00015341771112072,std,458,embedding_std_458
1972,0.000153003179026,std,948,embedding_std_948
1732,0.0001529603695409214,std,708,embedding_std_708
1899,0.00015288645849396,std,875,embedding_std_875
460,0.00015268947291514,mean,460,embedding_mean_460
