"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"454","250847","PI570371","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250847_LeafPhotoA_2025-10-08%2009_30_47.582-05_00.jpg","2025-10-08 09:30:49.060-05:00"," ","","3","SM-A166U1"
"127","250848","PI329511","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250848_LeafPhotoA_2025-10-08%2009_31_09.033-05_00.jpg","2025-10-08 09:31:10.509-05:00"," ","","1","SM-A166U1"
"127","250848","PI329511","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250848_LeafPhotoA_2025-10-08%2009_31_32.311-05_00.jpg","2025-10-08 09:31:33.790-05:00"," ","","2","SM-A166U1"
"127","250848","PI329511","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250848_LeafPhotoA_2025-10-08%2009_31_43.065-05_00.jpg","2025-10-08 09:31:44.611-05:00"," ","","3","SM-A166U1"
"569","250849","PI641850","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250849_LeafPhotoA_2025-10-08%2009_32_14.775-05_00.jpg","2025-10-08 09:32:16.227-05:00"," ","","1","SM-A166U1"
"569","250849","PI641850","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250849_LeafPhotoA_2025-10-08%2009_32_27.205-05_00.jpg","2025-10-08 09:32:28.734-05:00"," ","","2","SM-A166U1"
"569","250849","PI641850","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250849_LeafPhotoA_2025-10-08%2009_32_38.873-05_00.jpg","2025-10-08 09:32:40.478-05:00"," ","","3","SM-A166U1"
"171","250850","PI330803","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250850_LeafPhotoA_2025-10-08%2009_32_55.746-05_00.jpg","2025-10-08 09:32:57.391-05:00"," ","","1","SM-A166U1"
"171","250850","PI330803","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250850_LeafPhotoA_2025-10-08%2009_33_06.885-05_00.jpg","2025-10-08 09:33:08.412-05:00"," ","","2","SM-A166U1"
"171","250850","PI330803","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250850_LeafPhotoA_2025-10-08%2009_33_23.430-05_00.jpg","2025-10-08 09:33:24.942-05:00"," ","","3","SM-A166U1"
"425","250851","PI569457","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250851_LeafPhotoA_2025-10-08%2009_34_05.635-05_00.jpg","2025-10-08 09:34:07.210-05:00"," ","","1","SM-A166U1"
"425","250851","PI569457","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250851_LeafPhotoA_2025-10-08%2009_34_30.351-05_00.jpg","2025-10-08 09:34:31.787-05:00"," ","","2","SM-A166U1"
"425","250851","PI569457","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250851_LeafPhotoA_2025-10-08%2009_34_41.561-05_00.jpg","2025-10-08 09:34:42.984-05:00"," ","","3","SM-A166U1"
"37","250852","PI154750","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250852_LeafPhotoA_2025-10-08%2009_35_20.542-05_00.jpg","2025-10-08 09:35:22.224-05:00"," ","","1","SM-A166U1"
"37","250852","PI154750","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250852_LeafPhotoA_2025-10-08%2009_35_34.292-05_00.jpg","2025-10-08 09:35:35.842-05:00"," ","","2","SM-A166U1"
"37","250852","PI154750","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250852_LeafPhotoA_2025-10-08%2009_35_47.761-05_00.jpg","2025-10-08 09:35:49.220-05:00"," ","","3","SM-A166U1"
"63","250853","PI170787","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250853_LeafPhotoA_2025-10-08%2009_36_13.908-05_00.jpg","2025-10-08 09:36:15.409-05:00"," ","","1","SM-A166U1"
"63","250853","PI170787","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250853_LeafPhotoA_2025-10-08%2009_36_26.908-05_00.jpg","2025-10-08 09:36:28.319-05:00"," ","","2","SM-A166U1"
"63","250853","PI170787","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250853_LeafPhotoA_2025-10-08%2009_36_43.597-05_00.jpg","2025-10-08 09:36:45.298-05:00"," ","","3","SM-A166U1"
"63","250853","PI170787","Rep 1","BAP","LeafPhotoNotesA","from single plant ","2025-10-08 09:37:03.547-05:00"," ","","1","SM-A166U1"
"3","250854","PI22913","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250854_LeafPhotoA_2025-10-08%2009_37_38.711-05_00.jpg","2025-10-08 09:37:40.483-05:00"," ","","1","SM-A166U1"
"3","250854","PI22913","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250854_LeafPhotoA_2025-10-08%2009_37_56.390-05_00.jpg","2025-10-08 09:37:57.841-05:00"," ","","2","SM-A166U1"
"3","250854","PI22913","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250854_LeafPhotoA_2025-10-08%2009_38_13.386-05_00.jpg","2025-10-08 09:38:14.889-05:00"," ","","3","SM-A166U1"
"61","250870","PI157804","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-08 09:53:58.357-05:00"," ","","1","SM-A166U1"
"457","250869","PI570393","Rep 1","BAP","LeafPhotoNotesA","no plants ","2025-10-08 09:54:23.347-05:00"," ","","1","SM-A166U1"
"188","250868","PI455301","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250868_LeafPhotoA_2025-10-08%2009_54_55.504-05_00.jpg","2025-10-08 09:54:57.172-05:00"," ","","1","SM-A166U1"
"188","250868","PI455301","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250868_LeafPhotoA_2025-10-08%2009_55_22.781-05_00.jpg","2025-10-08 09:55:24.211-05:00"," ","","2","SM-A166U1"
"188","250868","PI455301","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250868_LeafPhotoA_2025-10-08%2009_55_40.967-05_00.jpg","2025-10-08 09:55:42.528-05:00"," ","","3","SM-A166U1"
"103","250867","PI303658","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250867_LeafPhotoA_2025-10-08%2009_56_05.903-05_00.jpg","2025-10-08 09:56:07.391-05:00"," ","","1","SM-A166U1"
"103","250867","PI303658","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250867_LeafPhotoA_2025-10-08%2009_56_19.146-05_00.jpg","2025-10-08 09:56:20.605-05:00"," ","","2","SM-A166U1"
"103","250867","PI303658","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250867_LeafPhotoA_2025-10-08%2009_56_32.980-05_00.jpg","2025-10-08 09:56:34.561-05:00"," ","","3","SM-A166U1"
"562","250866","PI641824","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250866_LeafPhotoA_2025-10-08%2009_56_59.364-05_00.jpg","2025-10-08 09:57:00.989-05:00"," ","","1","SM-A166U1"
"562","250866","PI641824","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250866_LeafPhotoA_2025-10-08%2009_57_28.165-05_00.jpg","2025-10-08 09:57:29.766-05:00"," ","","2","SM-A166U1"
"562","250866","PI641824","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250866_LeafPhotoA_2025-10-08%2009_57_40.199-05_00.jpg","2025-10-08 09:57:41.609-05:00"," ","","3","SM-A166U1"
"52","250865","PI156330","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250865_LeafPhotoA_2025-10-08%2009_58_20.445-05_00.jpg","2025-10-08 09:58:22.018-05:00"," ","","1","SM-A166U1"
"52","250865","PI156330","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250865_LeafPhotoA_2025-10-08%2009_58_43.742-05_00.jpg","2025-10-08 09:58:45.259-05:00"," ","","2","SM-A166U1"
"52","250865","PI156330","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250865_LeafPhotoA_2025-10-08%2009_59_02.594-05_00.jpg","2025-10-08 09:59:04.160-05:00"," ","","3","SM-A166U1"
"343","250864","PI542718","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250864_LeafPhotoA_2025-10-08%2009_59_54.234-05_00.jpg","2025-10-08 09:59:55.686-05:00"," ","","1","SM-A166U1"
"343","250864","PI542718","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250864_LeafPhotoA_2025-10-08%2010_00_08.359-05_00.jpg","2025-10-08 10:00:09.871-05:00"," ","","2","SM-A166U1"
"343","250864","PI542718","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250864_LeafPhotoA_2025-10-08%2010_00_27.966-05_00.jpg","2025-10-08 10:00:29.474-05:00"," ","","3","SM-A166U1"
"343","250864","PI542718","Rep 1","BAP","LeafPhotoNotesA","all leaves are dried ","2025-10-08 10:00:46.488-05:00"," ","","1","SM-A166U1"
"28","250863","PI152862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250863_LeafPhotoA_2025-10-08%2010_01_22.785-05_00.jpg","2025-10-08 10:01:24.437-05:00"," ","","1","SM-A166U1"
"28","250863","PI152862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250863_LeafPhotoA_2025-10-08%2010_01_38.669-05_00.jpg","2025-10-08 10:01:40.167-05:00"," ","","2","SM-A166U1"
"28","250863","PI152862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250863_LeafPhotoA_2025-10-08%2010_01_57.326-05_00.jpg","2025-10-08 10:01:58.773-05:00"," ","","3","SM-A166U1"
"28","250863","PI152862","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250863_LeafPhotoA_2025-10-08%2010_02_06.443-05_00.jpg","2025-10-08 10:02:07.869-05:00"," ","","4","SM-A166U1"
"427","250862","PI569459","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250862_LeafPhotoA_2025-10-08%2010_02_49.162-05_00.jpg","2025-10-08 10:02:50.649-05:00"," ","","1","SM-A166U1"
"427","250862","PI569459","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250862_LeafPhotoA_2025-10-08%2010_03_06.707-05_00.jpg","2025-10-08 10:03:08.173-05:00"," ","","2","SM-A166U1"
"427","250862","PI569459","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250862_LeafPhotoA_2025-10-08%2010_03_17.394-05_00.jpg","2025-10-08 10:03:18.846-05:00"," ","","3","SM-A166U1"
"27","250861","PI152860","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250861_LeafPhotoA_2025-10-08%2010_03_50.075-05_00.jpg","2025-10-08 10:03:51.719-05:00"," ","","1","SM-A166U1"
"27","250861","PI152860","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250861_LeafPhotoA_2025-10-08%2010_04_19.684-05_00.jpg","2025-10-08 10:04:21.305-05:00"," ","","2","SM-A166U1"
"27","250861","PI152860","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250861_LeafPhotoA_2025-10-08%2010_04_36.002-05_00.jpg","2025-10-08 10:04:37.569-05:00"," ","","3","SM-A166U1"
"24","250860","PI152751","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250860_LeafPhotoA_2025-10-08%2010_05_14.123-05_00.jpg","2025-10-08 10:05:15.753-05:00"," ","","1","SM-A166U1"
"24","250860","PI152751","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250860_LeafPhotoA_2025-10-08%2010_05_27.887-05_00.jpg","2025-10-08 10:05:29.601-05:00"," ","","2","SM-A166U1"
"24","250860","PI152751","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250860_LeafPhotoA_2025-10-08%2010_05_39.458-05_00.jpg","2025-10-08 10:05:41.093-05:00"," ","","3","SM-A166U1"
"205","250859","PI521281","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250859_LeafPhotoA_2025-10-08%2010_06_08.392-05_00.jpg","2025-10-08 10:06:10.157-05:00"," ","","1","SM-A166U1"
"205","250859","PI521281","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250859_LeafPhotoA_2025-10-08%2010_06_24.118-05_00.jpg","2025-10-08 10:06:25.743-05:00"," ","","2","SM-A166U1"
"205","250859","PI521281","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250859_LeafPhotoA_2025-10-08%2010_06_40.873-05_00.jpg","2025-10-08 10:06:42.496-05:00"," ","","3","SM-A166U1"
"178","250858","PI452542","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250858_LeafPhotoA_2025-10-08%2010_07_04.775-05_00.jpg","2025-10-08 10:07:06.386-05:00"," ","","1","SM-A166U1"
"178","250858","PI452542","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250858_LeafPhotoA_2025-10-08%2010_07_29.654-05_00.jpg","2025-10-08 10:07:31.438-05:00"," ","","2","SM-A166U1"
"178","250858","PI452542","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250858_LeafPhotoA_2025-10-08%2010_07_46.423-05_00.jpg","2025-10-08 10:07:48.148-05:00"," ","","3","SM-A166U1"
"371","250857","PI562982","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250857_LeafPhotoA_2025-10-08%2010_08_32.125-05_00.jpg","2025-10-08 10:08:34.002-05:00"," ","","1","SM-A166U1"
"371","250857","PI562982","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250857_LeafPhotoA_2025-10-08%2010_08_43.984-05_00.jpg","2025-10-08 10:08:45.707-05:00"," ","","2","SM-A166U1"
"371","250857","PI562982","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250857_LeafPhotoA_2025-10-08%2010_08_57.582-05_00.jpg","2025-10-08 10:08:59.243-05:00"," ","","3","SM-A166U1"
"552","250856","PI619807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250856_LeafPhotoA_2025-10-08%2010_09_40.288-05_00.jpg","2025-10-08 10:09:41.926-05:00"," ","","1","SM-A166U1"
"552","250856","PI619807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250856_LeafPhotoA_2025-10-08%2010_09_52.742-05_00.jpg","2025-10-08 10:09:54.523-05:00"," ","","2","SM-A166U1"
"552","250856","PI619807","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250856_LeafPhotoA_2025-10-08%2010_10_11.121-05_00.jpg","2025-10-08 10:10:12.889-05:00"," ","","3","SM-A166U1"
"14","250855","PI145632","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250855_LeafPhotoA_2025-10-08%2010_10_51.459-05_00.jpg","2025-10-08 10:10:53.064-05:00"," ","","1","SM-A166U1"
"14","250855","PI145632","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250855_LeafPhotoA_2025-10-08%2010_11_03.400-05_00.jpg","2025-10-08 10:11:05.136-05:00"," ","","2","SM-A166U1"
