image_path,pctd,plotNumber
2828_LeafPhotoA_2025-09-09 10_44_34.263-05_00_leaf.png,0.06,2828
2828_LeafPhotoA_2025-09-09 10_44_50.138-05_00_leaf.png,0.01,2828
2828_LeafPhotoA_2025-09-09 10_45_10.386-05_00_leaf.png,0,2828
2829_LeafPhotoA_2025-09-09 10_45_35.882-05_00_leaf.png,0.01,2829
2829_LeafPhotoA_2025-09-09 10_45_51.800-05_00_leaf.png,0.11,2829
2829_LeafPhotoA_2025-09-09 10_46_21.438-05_00_leaf.png,0.15,2829
2830_LeafPhotoA_2025-09-09 10_46_44.993-05_00_leaf.png,0.02,2830
2830_LeafPhotoA_2025-09-09 10_46_57.219-05_00_leaf.png,0.16,2830
2830_LeafPhotoA_2025-09-09 10_47_11.599-05_00_leaf.png,1.03,2830
2831_LeafPhotoA_2025-09-09 10_47_36.937-05_00_leaf.png,0.53,2831
2831_LeafPhotoA_2025-09-09 10_48_02.713-05_00_leaf.png,0.11,2831
2831_LeafPhotoA_2025-09-09 10_48_28.918-05_00_leaf.png,0.15,2831
2832_LeafPhotoA_2025-09-09 10_48_51.187-05_00_leaf.png,4.32,2832
2832_LeafPhotoA_2025-09-09 10_49_08.753-05_00_leaf.png,1.45,2832
2832_LeafPhotoA_2025-09-09 10_49_50.291-05_00_leaf.png,2.61,2832
2833_LeafPhotoA_2025-09-09 10_50_33.812-05_00_leaf.png,0.22,2833
2833_LeafPhotoA_2025-09-09 10_51_02.314-05_00_leaf.png,0.08,2833
2833_LeafPhotoA_2025-09-09 10_52_46.491-05_00_masked.png,1.87,2833
2833_LeafPhotoA_2025-09-09 10_55_45.835-05_00_leaf.png,0.07,2833
2833_LeafPhotoA_2025-09-09 10_55_47.381-05_00_leaf.png,0.07,2833
2834_LeafPhotoA_2025-09-09 10_57_48.809-05_00_leaf.png,4.6,2834
2834_LeafPhotoA_2025-09-09 10_58_05.266-05_00_leaf.png,0.58,2834
2834_LeafPhotoA_2025-09-09 10_58_21.581-05_00_leaf.png,9.09,2834
2835_LeafPhotoA_2025-09-09 10_58_38.330-05_00_leaf.png,1.05,2835
2835_LeafPhotoA_2025-09-09 10_58_57.226-05_00_leaf.png,0.76,2835
2835_LeafPhotoA_2025-09-09 10_59_12.275-05_00_leaf.png,2.46,2835
2836_LeafPhotoA_2025-09-09 10_59_32.833-05_00_leaf.png,4.53,2836
2836_LeafPhotoA_2025-09-09 10_59_48.765-05_00_leaf.png,14.81,2836
2836_LeafPhotoA_2025-09-09 11_00_18.130-05_00_leaf.png,14.3,2836
2837_LeafPhotoA_2025-09-09 11_00_43.918-05_00_leaf.png,0.03,2837
2837_LeafPhotoA_2025-09-09 11_00_45.073-05_00_leaf.png,0.03,2837
2837_LeafPhotoA_2025-09-09 11_01_03.664-05_00_leaf.png,0.51,2837
2837_LeafPhotoA_2025-09-09 11_01_19.106-05_00_leaf.png,0.32,2837
2838_LeafPhotoA_2025-09-09 11_01_42.500-05_00_leaf.png,0.23,2838
2838_LeafPhotoA_2025-09-09 11_02_19.761-05_00_leaf.png,0.78,2838
2838_LeafPhotoA_2025-09-09 11_02_35.747-05_00_leaf.png,0.49,2838
2839_LeafPhotoA_2025-09-09 11_03_04.637-05_00_leaf.png,0.11,2839
2839_LeafPhotoA_2025-09-09 11_03_31.822-05_00_leaf.png,0.11,2839
2839_LeafPhotoA_2025-09-09 11_03_57.990-05_00_leaf.png,0.27,2839
2840_LeafPhotoA_2025-09-09 11_04_30.965-05_00_leaf.png,0.25,2840
2840_LeafPhotoA_2025-09-09 11_04_51.346-05_00_leaf.png,0.02,2840
2840_LeafPhotoA_2025-09-09 11_05_14.333-05_00_leaf.png,0.14,2840
2841_LeafPhotoA_2025-09-09 11_05_42.082-05_00_leaf.png,0.18,2841
2841_LeafPhotoA_2025-09-09 11_06_07.430-05_00_leaf.png,0.62,2841
2841_LeafPhotoA_2025-09-09 11_06_19.779-05_00_leaf.png,0.23,2841
2842_LeafPhotoA_2025-09-09 11_06_43.650-05_00_leaf.png,0.4,2842
2842_LeafPhotoA_2025-09-09 11_06_58.814-05_00_leaf.png,0.23,2842
2842_LeafPhotoA_2025-09-09 11_07_18.943-05_00_leaf.png,0.47,2842
2843_LeafPhotoA_2025-09-09 11_07_54.202-05_00_leaf.png,1.01,2843
2843_LeafPhotoA_2025-09-09 11_08_14.433-05_00_leaf.png,7.59,2843
2843_LeafPhotoA_2025-09-09 11_08_30.175-05_00_leaf.png,0.07,2843
2844_LeafPhotoA_2025-09-09 11_13_04.531-05_00_leaf.png,0.05,2844
2844_LeafPhotoA_2025-09-09 11_13_34.394-05_00_leaf.png,0.06,2844
2844_LeafPhotoA_2025-09-09 11_13_51.387-05_00_leaf.png,0.08,2844
2845_LeafPhotoA_2025-09-09 11_14_17.685-05_00_leaf.png,0.06,2845
2845_LeafPhotoA_2025-09-09 11_15_22.989-05_00_masked.png,0.02,2845
2845_LeafPhotoA_2025-09-09 11_15_58.910-05_00_leaf.png,0.06,2845
2846_LeafPhotoA_2025-09-09 11_16_29.461-05_00_leaf.png,0.12,2846
2846_LeafPhotoA_2025-09-09 11_16_30.193-05_00_leaf.png,0.12,2846
2846_LeafPhotoA_2025-09-09 11_16_50.935-05_00_leaf.png,0,2846
2846_LeafPhotoA_2025-09-09 11_16_52.182-05_00_leaf.png,0,2846
2846_LeafPhotoA_2025-09-09 11_17_12.295-05_00_leaf.png,0.23,2846
2847_LeafPhotoA_2025-09-09 11_17_36.980-05_00_leaf.png,0.57,2847
2847_LeafPhotoA_2025-09-09 11_18_26.579-05_00_leaf.png,0.46,2847
2848_LeafPhotoA_2025-09-09 11_18_47.375-05_00_leaf.png,0.17,2848
2848_LeafPhotoA_2025-09-09 11_18_50.031-05_00_leaf.png,0.16,2848
2848_LeafPhotoA_2025-09-09 11_19_03.958-05_00_leaf.png,0.05,2848
2848_LeafPhotoA_2025-09-09 11_19_25.339-05_00_leaf.png,0.08,2848
2849_LeafPhotoA_2025-09-09 11_20_03.180-05_00_leaf.png,0.09,2849
2849_LeafPhotoA_2025-09-09 11_20_05.317-05_00_leaf.png,0.09,2849
2849_LeafPhotoA_2025-09-09 11_20_32.210-05_00_leaf.png,0.02,2849
2850_LeafPhotoA_2025-09-09 11_20_57.594-05_00_leaf.png,5.8,2850
2850_LeafPhotoA_2025-09-09 11_21_12.569-05_00_leaf.png,1.45,2850
2850_LeafPhotoA_2025-09-09 11_21_37.450-05_00_leaf.png,6.2,2850
2852_LeafPhotoA_2025-09-09 15_03_30.678-05_00_leaf.png,0.01,2852
2852_LeafPhotoA_2025-09-09 15_03_44.065-05_00_leaf.png,0.1,2852
2852_LeafPhotoA_2025-09-09 15_03_56.830-05_00_leaf.png,0,2852
2853_LeafPhotoA_2025-09-09 15_02_42.867-05_00_leaf.png,0.04,2853
2853_LeafPhotoA_2025-09-09 15_02_56.940-05_00_leaf.png,0.05,2853
2853_LeafPhotoA_2025-09-09 15_03_12.660-05_00_leaf.png,0.14,2853
2854_LeafPhotoA_2025-09-09 15_01_54.120-05_00_leaf.png,0.21,2854
2854_LeafPhotoA_2025-09-09 15_02_12.395-05_00_leaf.png,0.06,2854
2854_LeafPhotoA_2025-09-09 15_02_28.031-05_00_leaf.png,2,2854
2855_LeafPhotoA_2025-09-09 15_00_51.775-05_00_leaf.png,0.01,2855
2855_LeafPhotoA_2025-09-09 15_01_16.505-05_00_leaf.png,0.04,2855
2855_LeafPhotoA_2025-09-09 15_01_32.569-05_00_leaf.png,0.04,2855
2858_LeafPhotoA_2025-09-09 14_57_55.895-05_00_leaf.png,0,2858
2858_LeafPhotoA_2025-09-09 14_58_17.179-05_00_leaf.png,0,2858
2858_LeafPhotoA_2025-09-09 15_00_14.634-05_00_leaf.png,0.01,2858
2860_LeafPhotoA_2025-09-09 14_56_33.247-05_00_leaf.png,0.14,2860
2860_LeafPhotoA_2025-09-09 14_56_58.266-05_00_leaf.png,0.83,2860
2860_LeafPhotoA_2025-09-09 14_57_27.737-05_00_leaf.png,0,2860
2861_LeafPhotoA_2025-09-09 14_55_15.426-05_00_leaf.png,0.01,2861
2861_LeafPhotoA_2025-09-09 14_55_29.768-05_00_leaf.png,0.01,2861
2861_LeafPhotoA_2025-09-09 14_56_05.273-05_00_leaf.png,0,2861
2862_LeafPhotoA_2025-09-09 14_54_22.638-05_00_leaf.png,0.02,2862
2862_LeafPhotoA_2025-09-09 14_54_36.677-05_00_leaf.png,0.01,2862
2862_LeafPhotoA_2025-09-09 14_54_57.602-05_00_leaf.png,0.04,2862
2863_LeafPhotoA_2025-09-09 14_53_23.187-05_00_leaf.png,1.57,2863
2863_LeafPhotoA_2025-09-09 14_53_39.925-05_00_leaf.png,0.24,2863
2863_LeafPhotoA_2025-09-09 14_53_58.289-05_00_leaf.png,0.88,2863
2864_LeafPhotoA_2025-09-09 14_52_22.635-05_00_leaf.png,0.05,2864
2864_LeafPhotoA_2025-09-09 14_52_43.386-05_00_leaf.png,0.25,2864
2864_LeafPhotoA_2025-09-09 14_53_07.855-05_00_leaf.png,0.01,2864
2866_LeafPhotoA_2025-09-09 14_51_12.802-05_00_leaf.png,0.08,2866
2866_LeafPhotoA_2025-09-09 14_51_30.250-05_00_leaf.png,0.24,2866
2866_LeafPhotoA_2025-09-09 14_51_42.101-05_00_leaf.png,0.03,2866
2867_LeafPhotoA_2025-09-09 14_50_15.954-05_00_leaf.png,0.03,2867
2867_LeafPhotoA_2025-09-09 14_50_34.297-05_00_leaf.png,0.01,2867
2867_LeafPhotoA_2025-09-09 14_50_50.648-05_00_leaf.png,0.37,2867
2868_LeafPhotoA_2025-09-09 14_49_22.419-05_00_leaf.png,0.01,2868
2868_LeafPhotoA_2025-09-09 14_49_37.155-05_00_leaf.png,0.01,2868
2868_LeafPhotoA_2025-09-09 14_49_55.962-05_00_leaf.png,0,2868
2869_LeafPhotoA_2025-09-09 14_48_30.620-05_00_leaf.png,0.03,2869
2869_LeafPhotoA_2025-09-09 14_48_44.251-05_00_leaf.png,0.17,2869
2869_LeafPhotoA_2025-09-09 14_48_58.455-05_00_leaf.png,0.38,2869
2870_LeafPhotoA_2025-09-09 14_47_41.484-05_00_leaf.png,0.13,2870
2870_LeafPhotoA_2025-09-09 14_47_54.163-05_00_leaf.png,0.17,2870
2870_LeafPhotoA_2025-09-09 14_48_08.275-05_00_leaf.png,1.72,2870
2871_LeafPhotoA_2025-09-09 14_46_47.592-05_00_leaf.png,12.89,2871
2871_LeafPhotoA_2025-09-09 14_47_06.075-05_00_leaf.png,1.5,2871
2871_LeafPhotoA_2025-09-09 14_47_23.331-05_00_leaf.png,0.62,2871
2872_LeafPhotoA_2025-09-09 14_45_34.832-05_00_leaf.png,0,2872
2872_LeafPhotoA_2025-09-09 14_46_07.324-05_00_leaf.png,0,2872
2872_LeafPhotoA_2025-09-09 14_46_31.841-05_00_leaf.png,0,2872
2873_LeafPhotoA_2025-09-09 14_44_40.818-05_00_leaf.png,0,2873
2873_LeafPhotoA_2025-09-09 14_44_59.997-05_00_leaf.png,0,2873
2873_LeafPhotoA_2025-09-09 14_45_14.174-05_00_leaf.png,0.01,2873
2876_LeafPhotoA_2025-09-09 14_43_15.675-05_00_leaf.png,0.46,2876
2876_LeafPhotoA_2025-09-09 14_43_31.946-05_00_leaf.png,0.2,2876
2876_LeafPhotoA_2025-09-09 14_43_48.364-05_00_leaf.png,0.13,2876
2877_LeafPhotoA_2025-09-09 14_42_21.535-05_00_leaf.png,0.05,2877
2877_LeafPhotoA_2025-09-09 14_42_42.800-05_00_leaf.png,0.15,2877
2877_LeafPhotoA_2025-09-09 14_42_55.104-05_00_leaf.png,0.04,2877
2878_LeafPhotoA_2025-09-09 14_41_14.790-05_00_leaf.png,0.09,2878
2878_LeafPhotoA_2025-09-09 14_41_26.142-05_00_leaf.png,1.48,2878
2878_LeafPhotoA_2025-09-09 14_41_56.851-05_00_leaf.png,0.51,2878
2879_LeafPhotoA_2025-09-09 14_38_38.388-05_00_leaf.png,0.03,2879
2879_LeafPhotoA_2025-09-09 14_38_53.940-05_00_leaf.png,0,2879
2879_LeafPhotoA_2025-09-09 14_40_51.022-05_00_leaf.png,0.04,2879
2882_LeafPhotoA_2025-09-09 14_08_42.942-05_00_leaf.png,0,2882
2882_LeafPhotoA_2025-09-09 14_09_03.698-05_00_leaf.png,0.69,2882
2882_LeafPhotoA_2025-09-09 14_09_31.481-05_00_leaf.png,1.52,2882
2883_LeafPhotoA_2025-09-09 14_07_57.385-05_00_leaf.png,0.06,2883
2883_LeafPhotoA_2025-09-09 14_08_10.558-05_00_leaf.png,0.08,2883
2883_LeafPhotoA_2025-09-09 14_08_23.684-05_00_leaf.png,0.4,2883
2884_LeafPhotoA_2025-09-09 14_07_17.861-05_00_leaf.png,0.54,2884
2884_LeafPhotoA_2025-09-09 14_07_29.398-05_00_leaf.png,0.74,2884
2884_LeafPhotoA_2025-09-09 14_07_40.879-05_00_leaf.png,0.07,2884
2885_LeafPhotoA_2025-09-09 14_06_34.264-05_00_leaf.png,0.01,2885
2885_LeafPhotoA_2025-09-09 14_06_49.236-05_00_leaf.png,0.01,2885
2885_LeafPhotoA_2025-09-09 14_06_59.905-05_00_leaf.png,0,2885
2886_LeafPhotoA_2025-09-09 14_04_21.298-05_00_leaf.png,0.03,2886
2886_LeafPhotoA_2025-09-09 14_04_40.696-05_00_leaf.png,0.27,2886
2886_LeafPhotoA_2025-09-09 14_04_59.993-05_00_leaf.png,0.33,2886
2887_LeafPhotoA_2025-09-09 14_02_57.914-05_00_leaf.png,0.06,2887
2887_LeafPhotoA_2025-09-09 14_03_16.714-05_00_leaf.png,0.01,2887
2887_LeafPhotoA_2025-09-09 14_03_46.022-05_00_leaf.png,1.54,2887
2891_LeafPhotoA_2025-09-09 14_01_28.259-05_00_leaf.png,0.08,2891
2891_LeafPhotoA_2025-09-09 14_01_42.403-05_00_leaf.png,0.02,2891
2891_LeafPhotoA_2025-09-09 14_01_54.403-05_00_leaf.png,0,2891
2892_LeafPhotoA_2025-09-09 14_00_39.299-05_00_leaf.png,0.14,2892
2892_LeafPhotoA_2025-09-09 14_00_52.477-05_00_leaf.png,0,2892
2892_LeafPhotoA_2025-09-09 14_01_08.419-05_00_leaf.png,0.05,2892
2893_LeafPhotoA_2025-09-09 13_59_49.093-05_00_leaf.png,0.54,2893
2893_LeafPhotoA_2025-09-09 14_00_04.504-05_00_leaf.png,0.33,2893
2894_LeafPhotoA_2025-09-09 13_57_50.386-05_00_leaf.png,0.21,2894
2894_LeafPhotoA_2025-09-09 13_58_11.834-05_00_leaf.png,0.13,2894
2894_LeafPhotoA_2025-09-09 13_58_25.011-05_00_leaf.png,0.24,2894
2896_LeafPhotoA_2025-09-09 13_57_11.270-05_00_leaf.png,0,2896
2897_LeafPhotoA_2025-09-09 13_55_49.813-05_00_leaf.png,0.03,2897
2897_LeafPhotoA_2025-09-09 13_56_14.252-05_00_leaf.png,0.09,2897
2897_LeafPhotoA_2025-09-09 13_56_47.306-05_00_leaf.png,0.04,2897
2898_LeafPhotoA_2025-09-09 13_54_48.485-05_00_leaf.png,0,2898
2898_LeafPhotoA_2025-09-09 13_55_01.926-05_00_leaf.png,0.01,2898
2898_LeafPhotoA_2025-09-09 13_55_23.491-05_00_leaf.png,0,2898
2900_LeafPhotoA_2025-09-09 13_53_40.957-05_00_leaf.png,0.23,2900
2900_LeafPhotoA_2025-09-09 13_54_06.492-05_00_leaf.png,0,2900
2900_LeafPhotoA_2025-09-09 13_54_18.858-05_00_leaf.png,0,2900
2901_LeafPhotoA_2025-09-09 16_12_49.325-05_00_leaf.png,2.49,2901
2901_LeafPhotoA_2025-09-09 16_13_10.131-05_00_leaf.png,0.36,2901
2901_LeafPhotoA_2025-09-09 16_13_31.116-05_00_leaf.png,0.08,2901
2902_LeafPhotoA_2025-09-09 16_13_57.638-05_00_leaf.png,0.01,2902
2902_LeafPhotoA_2025-09-09 16_14_17.420-05_00_leaf.png,0.02,2902
2902_LeafPhotoA_2025-09-09 16_15_16.673-05_00_leaf.png,0.01,2902
2903_LeafPhotoA_2025-09-09 16_19_58.490-05_00_leaf.png,5.26,2903
2903_LeafPhotoA_2025-09-09 16_20_23.657-05_00_leaf.png,0.11,2903
2903_LeafPhotoA_2025-09-09 16_20_50.020-05_00_leaf.png,0.15,2903
2904_LeafPhotoA_2025-09-09 16_21_17.468-05_00_leaf.png,0.14,2904
2904_LeafPhotoA_2025-09-09 16_22_22.034-05_00_leaf.png,0.03,2904
2905_LeafPhotoA_2025-09-09 16_22_51.700-05_00_leaf.png,0.32,2905
2905_LeafPhotoA_2025-09-09 16_23_07.677-05_00_leaf.png,0.26,2905
2905_LeafPhotoA_2025-09-09 16_23_24.410-05_00_leaf.png,5.82,2905
2906_LeafPhotoA_2025-09-09 16_23_53.771-05_00_leaf.png,0.65,2906
2906_LeafPhotoA_2025-09-09 16_24_18.555-05_00_leaf.png,0.25,2906
2906_LeafPhotoA_2025-09-09 16_24_40.953-05_00_leaf.png,7.72,2906
2907_LeafPhotoA_2025-09-09 16_25_30.178-05_00_leaf.png,0.06,2907
2907_LeafPhotoA_2025-09-09 16_25_56.942-05_00_leaf.png,0.05,2907
2907_LeafPhotoA_2025-09-09 16_26_24.193-05_00_leaf.png,1.53,2907
2908_LeafPhotoA_2025-09-09 16_26_44.978-05_00_leaf.png,0.44,2908
2908_LeafPhotoA_2025-09-09 16_27_08.906-05_00_leaf.png,0.97,2908
2908_LeafPhotoA_2025-09-09 16_27_32.937-05_00_leaf.png,0.09,2908
2910_LeafPhotoA_2025-09-09 16_28_46.516-05_00_leaf.png,0.07,2910
2910_LeafPhotoA_2025-09-09 16_29_06.349-05_00_leaf.png,11.19,2910
2910_LeafPhotoA_2025-09-09 16_29_52.886-05_00_leaf.png,4.74,2910
2911_LeafPhotoA_2025-09-09 16_30_21.225-05_00_leaf.png,0.11,2911
2911_LeafPhotoA_2025-09-09 16_30_45.841-05_00_leaf.png,2.55,2911
2911_LeafPhotoA_2025-09-09 16_31_06.317-05_00_leaf.png,1.38,2911
2912_LeafPhotoA_2025-09-09 16_32_02.377-05_00_leaf.png,0.51,2912
2912_LeafPhotoA_2025-09-09 16_32_34.809-05_00_leaf.png,0.01,2912
2912_LeafPhotoA_2025-09-09 16_32_54.751-05_00_leaf.png,0,2912
2914_LeafPhotoA_2025-09-09 16_33_56.135-05_00_leaf.png,23.05,2914
2914_LeafPhotoA_2025-09-09 16_34_30.069-05_00_leaf.png,12.24,2914
2914_LeafPhotoA_2025-09-09 16_34_44.640-05_00_leaf.png,18.39,2914
2915_LeafPhotoA_2025-09-09 16_35_12.361-05_00_leaf.png,0.11,2915
2915_LeafPhotoA_2025-09-09 16_35_42.182-05_00_leaf.png,0.24,2915
2915_LeafPhotoA_2025-09-09 16_35_59.021-05_00_leaf.png,0.07,2915
2916_LeafPhotoA_2025-09-09 16_36_27.915-05_00_leaf.png,1.64,2916
2916_LeafPhotoA_2025-09-09 16_36_45.008-05_00_leaf.png,0.24,2916
2916_LeafPhotoA_2025-09-09 16_37_06.863-05_00_leaf.png,0.24,2916
2917_LeafPhotoA_2025-09-09 16_37_43.830-05_00_leaf.png,1.25,2917
2917_LeafPhotoA_2025-09-09 16_38_04.615-05_00_leaf.png,5.88,2917
2917_LeafPhotoA_2025-09-09 16_38_36.775-05_00_leaf.png,4.93,2917
2918_LeafPhotoA_2025-09-09 16_39_22.605-05_00_leaf.png,0.15,2918
2919_LeafPhotoA_2025-09-09 16_43_20.270-05_00_leaf.png,0.18,2919
2919_LeafPhotoA_2025-09-09 16_43_36.577-05_00_leaf.png,0.1,2919
2919_LeafPhotoA_2025-09-09 16_43_55.086-05_00_leaf.png,1.56,2919
2920_LeafPhotoA_2025-09-09 16_44_18.640-05_00_leaf.png,6.23,2920
2920_LeafPhotoA_2025-09-09 16_44_34.502-05_00_leaf.png,3.98,2920
2920_LeafPhotoA_2025-09-09 16_44_53.862-05_00_leaf.png,4.28,2920
2921_LeafPhotoA_2025-09-09 16_45_28.965-05_00_leaf.png,6.66,2921
2921_LeafPhotoA_2025-09-09 16_45_30.784-05_00_leaf.png,4.63,2921
2921_LeafPhotoA_2025-09-09 16_45_48.220-05_00_leaf.png,2.45,2921
2921_LeafPhotoA_2025-09-09 16_46_07.607-05_00_leaf.png,0.57,2921
2922_LeafPhotoA_2025-09-09 16_47_07.203-05_00_leaf.png,4.65,2922
2922_LeafPhotoA_2025-09-09 16_48_00.490-05_00_leaf.png,5.31,2922
2922_LeafPhotoA_2025-09-09 16_48_28.303-05_00_leaf.png,1.13,2922
2923_LeafPhotoA_2025-09-09 16_48_21.302-05_00_leaf.png,0.28,2923
2923_LeafPhotoA_2025-09-09 16_48_42.436-05_00_leaf.png,0.25,2923
2923_LeafPhotoA_2025-09-09 16_49_16.333-05_00_leaf.png,4.45,2923
2924_LeafPhotoA_2025-09-09 16_47_26.716-05_00_leaf.png,0,2924
2924_LeafPhotoA_2025-09-09 16_47_41.111-05_00_leaf.png,0.09,2924
2924_LeafPhotoA_2025-09-09 16_47_53.684-05_00_leaf.png,0.01,2924
2925_LeafPhotoA_2025-09-09 16_46_08.157-05_00_leaf.png,0.02,2925
2925_LeafPhotoA_2025-09-09 16_46_25.796-05_00_leaf.png,0.01,2925
2925_LeafPhotoA_2025-09-09 16_46_45.681-05_00_leaf.png,0.21,2925
2926_LeafPhotoA_2025-09-09 16_44_50.981-05_00_leaf.png,4.51,2926
2926_LeafPhotoA_2025-09-09 16_45_06.330-05_00_leaf.png,3.62,2926
2926_LeafPhotoA_2025-09-09 16_45_28.527-05_00_leaf.png,2.06,2926
2927_LeafPhotoA_2025-09-09 16_43_37.393-05_00_leaf.png,0.14,2927
2927_LeafPhotoA_2025-09-09 16_43_50.624-05_00_leaf.png,4.6,2927
2927_LeafPhotoA_2025-09-09 16_44_20.130-05_00_leaf.png,0.75,2927
2928_LeafPhotoA_2025-09-09 16_42_37.897-05_00_leaf.png,0.05,2928
2928_LeafPhotoA_2025-09-09 16_42_58.362-05_00_leaf.png,0.03,2928
2928_LeafPhotoA_2025-09-09 16_43_19.406-05_00_leaf.png,0.02,2928
2929_LeafPhotoA_2025-09-09 16_40_00.443-05_00_leaf.png,0.14,2929
2929_LeafPhotoA_2025-09-09 16_40_12.575-05_00_leaf.png,0.02,2929
2929_LeafPhotoA_2025-09-09 16_41_26.129-05_00_leaf.png,0.03,2929
2930_LeafPhotoA_2025-09-09 16_38_52.735-05_00_leaf.png,0.84,2930
2930_LeafPhotoA_2025-09-09 16_39_06.657-05_00_leaf.png,0.13,2930
2930_LeafPhotoA_2025-09-09 16_39_31.864-05_00_leaf.png,1.29,2930
2931_LeafPhotoA_2025-09-09 16_37_41.914-05_00_leaf.png,0.23,2931
2931_LeafPhotoA_2025-09-09 16_37_54.160-05_00_leaf.png,0.12,2931
2931_LeafPhotoA_2025-09-09 16_38_16.363-05_00_leaf.png,2.63,2931
2932_LeafPhotoA_2025-09-09 16_36_44.096-05_00_leaf.png,0.07,2932
2932_LeafPhotoA_2025-09-09 16_37_01.603-05_00_leaf.png,0.44,2932
2932_LeafPhotoA_2025-09-09 16_37_19.747-05_00_leaf.png,2.27,2932
2933_LeafPhotoA_2025-09-09 16_35_09.095-05_00_leaf.png,0.01,2933
2933_LeafPhotoA_2025-09-09 16_35_43.009-05_00_leaf.png,0,2933
2933_LeafPhotoA_2025-09-09 16_35_56.335-05_00_leaf.png,0.02,2933
2934_LeafPhotoA_2025-09-09 16_34_19.842-05_00_leaf.png,0.04,2934
2934_LeafPhotoA_2025-09-09 16_34_35.076-05_00_leaf.png,0.26,2934
2934_LeafPhotoA_2025-09-09 16_34_47.888-05_00_leaf.png,0.14,2934
2935_LeafPhotoA_2025-09-09 16_33_20.557-05_00_leaf.png,0.02,2935
2935_LeafPhotoA_2025-09-09 16_33_34.724-05_00_leaf.png,0.01,2935
2935_LeafPhotoA_2025-09-09 16_33_59.373-05_00_leaf.png,0.01,2935
2937_LeafPhotoA_2025-09-09 16_32_19.810-05_00_leaf.png,0.23,2937
2937_LeafPhotoA_2025-09-09 16_32_32.846-05_00_leaf.png,0.03,2937
2937_LeafPhotoA_2025-09-09 16_32_48.737-05_00_leaf.png,0.04,2937
2938_LeafPhotoA_2025-09-09 16_31_33.993-05_00_leaf.png,6.54,2938
2938_LeafPhotoA_2025-09-09 16_31_49.085-05_00_leaf.png,6.69,2938
2938_LeafPhotoA_2025-09-09 16_32_02.951-05_00_leaf.png,6.11,2938
2939_LeafPhotoA_2025-09-09 16_30_52.388-05_00_leaf.png,0.03,2939
2939_LeafPhotoA_2025-09-09 16_31_04.280-05_00_leaf.png,0.01,2939
2939_LeafPhotoA_2025-09-09 16_31_18.809-05_00_leaf.png,0.85,2939
2940_LeafPhotoA_2025-09-09 16_29_47.690-05_00_leaf.png,0.34,2940
2940_LeafPhotoA_2025-09-09 16_30_13.533-05_00_leaf.png,0.08,2940
2940_LeafPhotoA_2025-09-09 16_30_26.327-05_00_leaf.png,0.12,2940
2941_LeafPhotoA_2025-09-09 16_28_44.280-05_00_leaf.png,0,2941
2941_LeafPhotoA_2025-09-09 16_28_59.691-05_00_leaf.png,0.22,2941
2941_LeafPhotoA_2025-09-09 16_29_21.629-05_00_leaf.png,0.08,2941
2942_LeafPhotoA_2025-09-09 16_27_26.746-05_00_leaf.png,6.47,2942
2942_LeafPhotoA_2025-09-09 16_27_44.669-05_00_leaf.png,0.21,2942
2942_LeafPhotoA_2025-09-09 16_28_15.119-05_00_leaf.png,2.92,2942
2944_LeafPhotoA_2025-09-09 16_26_04.577-05_00_leaf.png,0.03,2944
2944_LeafPhotoA_2025-09-09 16_26_32.815-05_00_leaf.png,0.15,2944
2944_LeafPhotoA_2025-09-09 16_26_45.347-05_00_leaf.png,0.23,2944
2945_LeafPhotoA_2025-09-09 16_25_09.044-05_00_leaf.png,0.81,2945
2945_LeafPhotoA_2025-09-09 16_25_28.384-05_00_leaf.png,0.36,2945
2945_LeafPhotoA_2025-09-09 16_25_42.400-05_00_leaf.png,2.89,2945
2946_LeafPhotoA_2025-09-09 16_24_18.391-05_00_leaf.png,0.09,2946
2946_LeafPhotoA_2025-09-09 16_24_34.125-05_00_leaf.png,0.13,2946
2946_LeafPhotoA_2025-09-09 16_24_45.870-05_00_leaf.png,0.12,2946
2947_LeafPhotoA_2025-09-09 16_23_20.019-05_00_leaf.png,0.3,2947
2947_LeafPhotoA_2025-09-09 16_23_43.498-05_00_leaf.png,0.07,2947
2947_LeafPhotoA_2025-09-09 16_23_57.838-05_00_leaf.png,0.38,2947
2948_LeafPhotoA_2025-09-09 16_22_18.781-05_00_leaf.png,0.02,2948
2948_LeafPhotoA_2025-09-09 16_22_43.434-05_00_leaf.png,0.12,2948
2948_LeafPhotoA_2025-09-09 16_22_53.859-05_00_leaf.png,0.03,2948
2949_LeafPhotoA_2025-09-09 16_21_26.314-05_00_leaf.png,0.09,2949
2949_LeafPhotoA_2025-09-09 16_21_45.401-05_00_leaf.png,0.08,2949
2949_LeafPhotoA_2025-09-09 16_22_01.225-05_00_leaf.png,0.03,2949
2950_LeafPhotoA_2025-09-09 16_20_26.713-05_00_leaf.png,0,2950
2950_LeafPhotoA_2025-09-09 16_20_43.306-05_00_leaf.png,0.59,2950
2950_LeafPhotoA_2025-09-09 16_20_58.442-05_00_leaf.png,0.48,2950
2951_LeafPhotoA_2025-09-09 15_53_42.031-05_00_leaf.png,0.24,2951
2951_LeafPhotoA_2025-09-09 15_54_00.848-05_00_leaf.png,0.14,2951
2951_LeafPhotoA_2025-09-09 15_54_19.559-05_00_leaf.png,0.34,2951
2952_LeafPhotoA_2025-09-09 15_55_24.127-05_00_leaf.png,0.52,2952
