image_path,pctd,plotNumber
1327_LeafPhotoA_2025-09-08 09_50_58.746-05_00_leaf.png,0.49,1327
1329_LeafPhotoA_2025-09-08 09_55_55.841-05_00_leaf.png,0.06,1329
1329_LeafPhotoA_2025-09-08 09_56_25.680-05_00_leaf.png,0,1329
1329_LeafPhotoA_2025-09-08 09_56_53.667-05_00_leaf.png,0,1329
1330_LeafPhotoA_2025-09-08 09_57_17.816-05_00_leaf.png,0.39,1330
1330_LeafPhotoA_2025-09-08 09_57_37.119-05_00_leaf.png,0.01,1330
1330_LeafPhotoA_2025-09-08 09_58_06.898-05_00_leaf.png,0.32,1330
1331_LeafPhotoA_2025-09-08 09_58_31.257-05_00_leaf.png,3.87,1331
1331_LeafPhotoA_2025-09-08 09_58_53.544-05_00_leaf.png,0.04,1331
1331_LeafPhotoA_2025-09-08 09_59_08.980-05_00_leaf.png,0.14,1331
1332_LeafPhotoA_2025-09-08 09_59_44.447-05_00_leaf.png,0.09,1332
1332_LeafPhotoA_2025-09-08 09_59_58.906-05_00_leaf.png,0.08,1332
1332_LeafPhotoA_2025-09-08 10_00_19.909-05_00_leaf.png,0.04,1332
1333_LeafPhotoA_2025-09-08 10_01_03.626-05_00_leaf.png,6.48,1333
1333_LeafPhotoA_2025-09-08 10_01_18.955-05_00_leaf.png,1.35,1333
1334_LeafPhotoA_2025-09-08 10_01_43.028-05_00_leaf.png,0.01,1334
1334_LeafPhotoA_2025-09-08 10_01_58.407-05_00_masked.png,0.6,1334
1334_LeafPhotoA_2025-09-08 10_02_17.468-05_00_leaf.png,0.68,1334
1335_LeafPhotoA_2025-09-08 10_03_20.694-05_00_leaf.png,2.33,1335
1335_LeafPhotoA_2025-09-08 10_03_33.177-05_00_leaf.png,2.34,1335
1335_LeafPhotoA_2025-09-08 10_03_48.168-05_00_leaf.png,0.64,1335
1336_LeafPhotoA_2025-09-08 10_04_22.990-05_00_leaf.png,0.07,1336
1336_LeafPhotoA_2025-09-08 10_04_39.227-05_00_leaf.png,0.05,1336
1336_LeafPhotoA_2025-09-08 10_04_55.016-05_00_leaf.png,0.01,1336
1337_LeafPhotoA_2025-09-08 10_05_13.215-05_00_leaf.png,0.76,1337
1337_LeafPhotoA_2025-09-08 10_05_28.154-05_00_leaf.png,0.94,1337
1337_LeafPhotoA_2025-09-08 10_05_50.848-05_00_leaf.png,1.26,1337
1338_LeafPhotoA_2025-09-08 10_06_33.224-05_00_leaf.png,55.34,1338
1338_LeafPhotoA_2025-09-08 10_06_47.896-05_00_leaf.png,6.99,1338
1338_LeafPhotoA_2025-09-08 10_07_02.814-05_00_leaf.png,42.53,1338
1339_LeafPhotoA_2025-09-08 10_07_26.017-05_00_leaf.png,0.09,1339
1339_LeafPhotoA_2025-09-08 10_07_42.468-05_00_leaf.png,0.36,1339
1339_LeafPhotoA_2025-09-08 10_08_06.144-05_00_leaf.png,0.05,1339
1340_LeafPhotoA_2025-09-08 10_08_37.990-05_00_leaf.png,0.09,1340
1340_LeafPhotoA_2025-09-08 10_08_50.867-05_00_leaf.png,0.07,1340
1340_LeafPhotoA_2025-09-08 10_09_03.293-05_00_leaf.png,0.05,1340
1341_LeafPhotoA_2025-09-08 10_09_22.231-05_00_leaf.png,0.45,1341
1341_LeafPhotoA_2025-09-08 10_09_38.844-05_00_leaf.png,0.02,1341
1341_LeafPhotoA_2025-09-08 10_09_53.998-05_00_leaf.png,0.03,1341
1342_LeafPhotoA_2025-09-08 10_10_13.170-05_00_leaf.png,0.07,1342
1342_LeafPhotoA_2025-09-08 10_10_25.775-05_00_leaf.png,0.77,1342
1342_LeafPhotoA_2025-09-08 10_10_41.383-05_00_leaf.png,3.43,1342
1343_LeafPhotoA_2025-09-08 10_11_04.420-05_00_leaf.png,0,1343
1343_LeafPhotoA_2025-09-08 10_11_19.080-05_00_leaf.png,10.09,1343
1343_LeafPhotoA_2025-09-08 10_11_32.270-05_00_leaf.png,1.1,1343
1344_LeafPhotoA_2025-09-08 10_11_55.418-05_00_leaf.png,0.02,1344
1344_LeafPhotoA_2025-09-08 10_12_17.747-05_00_leaf.png,0,1344
1344_LeafPhotoA_2025-09-08 10_12_38.569-05_00_leaf.png,0.11,1344
1345_LeafPhotoA_2025-09-08 10_12_57.558-05_00_leaf.png,0.05,1345
1345_LeafPhotoA_2025-09-08 10_13_26.383-05_00_leaf.png,0.45,1345
1345_LeafPhotoA_2025-09-08 10_13_40.409-05_00_leaf.png,3.07,1345
1346_LeafPhotoA_2025-09-08 10_14_27.977-05_00_leaf.png,0.74,1346
1346_LeafPhotoA_2025-09-08 10_14_44.618-05_00_leaf.png,7.69,1346
1346_LeafPhotoA_2025-09-08 10_15_00.579-05_00_leaf.png,2.79,1346
1347_LeafPhotoA_2025-09-08 10_15_29.541-05_00_leaf.png,0.74,1347
1347_LeafPhotoA_2025-09-08 10_15_42.901-05_00_leaf.png,0.01,1347
1347_LeafPhotoA_2025-09-08 10_15_59.647-05_00_leaf.png,0.19,1347
1348_LeafPhotoA_2025-09-08 10_16_33.542-05_00_leaf.png,0.02,1348
1348_LeafPhotoA_2025-09-08 10_17_01.061-05_00_leaf.png,0.77,1348
1348_LeafPhotoA_2025-09-08 10_17_17.769-05_00_leaf.png,0,1348
1349_LeafPhotoA_2025-09-08 10_17_45.282-05_00_leaf.png,0.02,1349
1349_LeafPhotoA_2025-09-08 10_18_02.619-05_00_leaf.png,0.03,1349
1349_LeafPhotoA_2025-09-08 10_18_15.798-05_00_leaf.png,0.01,1349
1350_LeafPhotoA_2025-09-08 10_18_59.648-05_00_leaf.png,0.01,1350
1350_LeafPhotoA_2025-09-08 10_19_15.288-05_00_leaf.png,0,1350
1350_LeafPhotoA_2025-09-08 10_19_29.932-05_00_leaf.png,0.43,1350
1351_LeafPhotoA_2025-09-08 12_27_34.347-05_00_leaf.png,18.45,1351
1351_LeafPhotoA_2025-09-08 12_28_03.896-05_00_leaf.png,0.09,1351
1351_LeafPhotoA_2025-09-08 12_28_16.380-05_00_leaf.png,0.59,1351
1352_LeafPhotoA_2025-09-08 12_28_41.375-05_00_leaf.png,1.2,1352
1352_LeafPhotoA_2025-09-08 12_28_53.645-05_00_leaf.png,1.52,1352
1352_LeafPhotoA_2025-09-08 12_29_11.662-05_00_leaf.png,2.41,1352
1353_LeafPhotoA_2025-09-08 12_29_28.708-05_00_leaf.png,0.11,1353
1353_LeafPhotoA_2025-09-08 12_29_30.408-05_00_leaf.png,0.11,1353
1353_LeafPhotoA_2025-09-08 12_29_44.786-05_00_leaf.png,0.04,1353
1353_LeafPhotoA_2025-09-08 12_30_21.320-05_00_leaf.png,0.31,1353
1354_LeafPhotoA_2025-09-08 12_30_47.135-05_00_leaf.png,4.26,1354
1354_LeafPhotoA_2025-09-08 12_31_07.094-05_00_leaf.png,3.44,1354
1354_LeafPhotoA_2025-09-08 12_31_23.618-05_00_leaf.png,2.7,1354
1355_LeafPhotoA_2025-09-08 12_32_00.615-05_00_leaf.png,4.1,1355
1355_LeafPhotoA_2025-09-08 12_32_02.036-05_00_leaf.png,4.17,1355
1355_LeafPhotoA_2025-09-08 12_32_16.167-05_00_leaf.png,4.35,1355
1355_LeafPhotoA_2025-09-08 12_32_34.587-05_00_leaf.png,0.38,1355
1356_LeafPhotoA_2025-09-08 12_32_58.983-05_00_leaf.png,0.56,1356
1356_LeafPhotoA_2025-09-08 12_33_10.815-05_00_leaf.png,4.82,1356
1356_LeafPhotoA_2025-09-08 12_33_26.204-05_00_leaf.png,5.88,1356
1357_LeafPhotoA_2025-09-08 12_34_05.972-05_00_leaf.png,50.04,1357
1357_LeafPhotoA_2025-09-08 12_34_20.142-05_00_leaf.png,1.3,1357
1357_LeafPhotoA_2025-09-08 12_34_33.310-05_00_leaf.png,31.56,1357
1358_LeafPhotoA_2025-09-08 12_35_05.753-05_00_leaf.png,10.31,1358
1358_LeafPhotoA_2025-09-08 12_35_26.225-05_00_leaf.png,3.62,1358
1358_LeafPhotoA_2025-09-08 12_35_55.394-05_00_leaf.png,14.44,1358
1359_LeafPhotoA_2025-09-08 12_38_47.936-05_00_leaf.png,1.25,1359
1359_LeafPhotoA_2025-09-08 12_39_06.490-05_00_leaf.png,0.85,1359
1359_LeafPhotoA_2025-09-08 12_39_25.385-05_00_leaf.png,3.02,1359
1360_LeafPhotoA_2025-09-08 12_39_53.486-05_00_leaf.png,3.65,1360
1360_LeafPhotoA_2025-09-08 12_40_03.936-05_00_leaf.png,0.21,1360
1360_LeafPhotoA_2025-09-08 12_40_13.454-05_00_leaf.png,0.22,1360
1360_LeafPhotoA_2025-09-08 12_40_30.592-05_00_leaf.png,7.88,1360
1361_LeafPhotoA_2025-09-08 12_40_52.684-05_00_leaf.png,3.91,1361
1361_LeafPhotoA_2025-09-08 12_41_14.140-05_00_leaf.png,0.8,1361
1361_LeafPhotoA_2025-09-08 12_41_32.487-05_00_leaf.png,3.73,1361
1362_LeafPhotoA_2025-09-08 12_41_57.130-05_00_leaf.png,0.04,1362
1362_LeafPhotoA_2025-09-08 12_42_10.210-05_00_leaf.png,0.2,1362
1362_LeafPhotoA_2025-09-08 12_42_13.789-05_00_leaf.png,0.21,1362
1362_LeafPhotoA_2025-09-08 12_42_33.264-05_00_leaf.png,0.87,1362
1363_LeafPhotoA_2025-09-08 12_42_56.904-05_00_leaf.png,16.48,1363
1363_LeafPhotoA_2025-09-08 12_43_11.886-05_00_leaf.png,53.68,1363
1363_LeafPhotoA_2025-09-08 12_43_30.304-05_00_leaf.png,26.71,1363
1364_LeafPhotoA_2025-09-08 12_43_52.002-05_00_leaf.png,1.46,1364
1364_LeafPhotoA_2025-09-08 12_44_11.915-05_00_leaf.png,0.19,1364
1364_LeafPhotoA_2025-09-08 12_46_15.472-05_00_leaf.png,2.31,1364
1364_LeafPhotoA_2025-09-08 12_46_20.647-05_00_leaf.png,2.42,1364
1365_LeafPhotoA_2025-09-08 12_46_52.460-05_00_leaf.png,0.39,1365
1365_LeafPhotoA_2025-09-08 12_47_05.614-05_00_leaf.png,0,1365
1365_LeafPhotoA_2025-09-08 12_47_18.027-05_00_leaf.png,0.8,1365
1365_LeafPhotoA_2025-09-08 12_47_27.603-05_00_leaf.png,0.82,1365
1366_LeafPhotoA_2025-09-08 12_47_53.362-05_00_leaf.png,0.11,1366
1366_LeafPhotoA_2025-09-08 12_48_11.705-05_00_leaf.png,0.2,1366
1366_LeafPhotoA_2025-09-08 12_48_32.099-05_00_leaf.png,0.32,1366
1367_LeafPhotoA_2025-09-08 12_49_39.844-05_00_leaf.png,0.11,1367
1367_LeafPhotoA_2025-09-08 12_50_01.418-05_00_leaf.png,1.85,1367
1367_LeafPhotoA_2025-09-08 12_50_27.003-05_00_leaf.png,0.06,1367
1368_LeafPhotoA_2025-09-08 12_50_56.220-05_00_leaf.png,0.39,1368
1368_LeafPhotoA_2025-09-08 12_51_12.579-05_00_leaf.png,0.22,1368
1368_LeafPhotoA_2025-09-08 12_51_27.631-05_00_leaf.png,0.09,1368
1369_LeafPhotoA_2025-09-08 12_51_46.284-05_00_leaf.png,6.8,1369
1369_LeafPhotoA_2025-09-08 12_51_56.930-05_00_leaf.png,3.19,1369
1369_LeafPhotoA_2025-09-08 12_52_09.172-05_00_leaf.png,0.81,1369
1370_LeafPhotoA_2025-09-08 12_52_33.590-05_00_leaf.png,0.99,1370
1370_LeafPhotoA_2025-09-08 12_52_45.620-05_00_leaf.png,0.16,1370
1370_LeafPhotoA_2025-09-08 12_53_00.444-05_00_leaf.png,5.58,1370
1371_LeafPhotoA_2025-09-08 12_53_26.686-05_00_leaf.png,0.69,1371
1371_LeafPhotoA_2025-09-08 12_53_42.124-05_00_leaf.png,8.18,1371
1371_LeafPhotoA_2025-09-08 12_53_58.500-05_00_leaf.png,0.78,1371
1372_LeafPhotoA_2025-09-08 12_54_25.629-05_00_leaf.png,0.19,1372
1372_LeafPhotoA_2025-09-08 12_54_38.657-05_00_leaf.png,0.13,1372
1372_LeafPhotoA_2025-09-08 12_54_49.976-05_00_leaf.png,0.09,1372
1373_LeafPhotoA_2025-09-08 12_55_10.349-05_00_masked.png,0.2,1373
1373_LeafPhotoA_2025-09-08 12_55_26.187-05_00_leaf.png,2.72,1373
1373_LeafPhotoA_2025-09-08 12_55_37.690-05_00_leaf.png,1.88,1373
1374_LeafPhotoA_2025-09-08 12_56_08.244-05_00_leaf.png,0.01,1374
1374_LeafPhotoA_2025-09-08 12_56_33.851-05_00_leaf.png,1.34,1374
1374_LeafPhotoA_2025-09-08 12_56_52.744-05_00_leaf.png,9.23,1374
1375_LeafPhotoA_2025-09-08 12_57_11.327-05_00_leaf.png,0.01,1375
1375_LeafPhotoA_2025-09-08 12_57_28.435-05_00_leaf.png,0.33,1375
1375_LeafPhotoA_2025-09-08 12_57_41.520-05_00_leaf.png,0.31,1375
1376_LeafPhotoA_2025-09-08 12_58_09.814-05_00_leaf.png,0.49,1376
1376_LeafPhotoA_2025-09-08 12_58_22.473-05_00_leaf.png,0.64,1376
1376_LeafPhotoA_2025-09-08 12_58_59.498-05_00_leaf.png,0.18,1376
1376_LeafPhotoA_2025-09-08 12_59_02.378-05_00_leaf.png,0.21,1376
1377_LeafPhotoA_2025-09-08 12_59_16.329-05_00_leaf.png,2.23,1377
1377_LeafPhotoA_2025-09-08 12_59_27.299-05_00_leaf.png,0.62,1377
1377_LeafPhotoA_2025-09-08 12_59_37.518-05_00_leaf.png,0.12,1377
1378_LeafPhotoA_2025-09-08 12_59_53.571-05_00_leaf.png,1.02,1378
1378_LeafPhotoA_2025-09-08 13_00_09.990-05_00_masked.png,0.11,1378
1378_LeafPhotoA_2025-09-08 13_00_28.777-05_00_leaf.png,0,1378
1379_LeafPhotoA_2025-09-08 13_00_47.446-05_00_leaf.png,0.01,1379
1379_LeafPhotoA_2025-09-08 13_00_59.301-05_00_leaf.png,0.05,1379
1379_LeafPhotoA_2025-09-08 13_01_13.542-05_00_leaf.png,0.03,1379
1381_LeafPhotoA_2025-09-08 13_01_59.229-05_00_leaf.png,0.1,1381
1381_LeafPhotoA_2025-09-08 13_02_12.732-05_00_leaf.png,1.03,1381
1381_LeafPhotoA_2025-09-08 13_02_22.354-05_00_leaf.png,1.31,1381
1383_LeafPhotoA_2025-09-08 13_02_56.131-05_00_leaf.png,0.16,1383
1383_LeafPhotoA_2025-09-08 13_03_11.486-05_00_leaf.png,0.07,1383
1383_LeafPhotoA_2025-09-08 13_03_25.117-05_00_leaf.png,0.38,1383
1384_LeafPhotoA_2025-09-08 13_03_40.196-05_00_leaf.png,0.57,1384
1384_LeafPhotoA_2025-09-08 13_03_50.491-05_00_leaf.png,0.47,1384
1384_LeafPhotoA_2025-09-08 13_04_02.007-05_00_masked.png,0.13,1384
1385_LeafPhotoA_2025-09-08 13_04_24.143-05_00_leaf.png,0.32,1385
1385_LeafPhotoA_2025-09-08 13_04_40.954-05_00_leaf.png,8.61,1385
1385_LeafPhotoA_2025-09-08 13_05_07.306-05_00_leaf.png,5.73,1385
1386_LeafPhotoA_2025-09-08 13_05_49.839-05_00_leaf.png,0.03,1386
1386_LeafPhotoA_2025-09-08 13_06_11.904-05_00_leaf.png,0.02,1386
1386_LeafPhotoA_2025-09-08 13_06_28.820-05_00_leaf.png,0.71,1386
1387_LeafPhotoA_2025-09-08 13_06_51.782-05_00_leaf.png,0.01,1387
1387_LeafPhotoA_2025-09-08 13_07_10.555-05_00_leaf.png,0.17,1387
1387_LeafPhotoA_2025-09-08 13_07_31.088-05_00_leaf.png,0.17,1387
1388_LeafPhotoA_2025-09-08 13_07_50.613-05_00_leaf.png,6.57,1388
1388_LeafPhotoA_2025-09-08 13_08_04.955-05_00_leaf.png,2.59,1388
1388_LeafPhotoA_2025-09-08 13_08_20.646-05_00_leaf.png,1.91,1388
1389_LeafPhotoA_2025-09-08 13_08_37.035-05_00_leaf.png,0.88,1389
1389_LeafPhotoA_2025-09-08 13_08_52.456-05_00_leaf.png,2.2,1389
1389_LeafPhotoA_2025-09-08 13_09_09.219-05_00_leaf.png,5.22,1389
1390_LeafPhotoA_2025-09-08 13_09_44.069-05_00_leaf.png,3.31,1390
1390_LeafPhotoA_2025-09-08 13_10_02.976-05_00_leaf.png,3.51,1390
1390_LeafPhotoA_2025-09-08 13_10_18.653-05_00_leaf.png,0.05,1390
1391_LeafPhotoA_2025-09-08 13_10_41.595-05_00_leaf.png,4.83,1391
1391_LeafPhotoA_2025-09-08 13_11_17.073-05_00_leaf.png,8.75,1391
1391_LeafPhotoA_2025-09-08 13_11_35.950-05_00_leaf.png,52.99,1391
1392_LeafPhotoA_2025-09-08 13_12_01.932-05_00_leaf.png,0.33,1392
1392_LeafPhotoA_2025-09-08 13_12_31.182-05_00_leaf.png,1.49,1392
1392_LeafPhotoA_2025-09-08 13_12_43.154-05_00_leaf.png,0.01,1392
1393_LeafPhotoA_2025-09-08 13_13_03.754-05_00_leaf.png,0.14,1393
1393_LeafPhotoA_2025-09-08 13_18_32.825-05_00_leaf.png,0.06,1393
1393_LeafPhotoA_2025-09-08 13_18_52.744-05_00_leaf.png,0.21,1393
1393_LeafPhotoA_2025-09-08 13_19_15.503-05_00_leaf.png,0.03,1393
1394_LeafPhotoA_2025-09-08 13_19_35.204-05_00_leaf.png,1.21,1394
1394_LeafPhotoA_2025-09-08 13_19_49.921-05_00_leaf.png,0.26,1394
1394_LeafPhotoA_2025-09-08 13_20_12.644-05_00_leaf.png,0.62,1394
1394_LeafPhotoA_2025-09-08 13_20_13.438-05_00_leaf.png,0.63,1394
1395_LeafPhotoA_2025-09-08 13_20_31.109-05_00_leaf.png,0.21,1395
1395_LeafPhotoA_2025-09-08 13_22_02.106-05_00_leaf.png,0.04,1395
1395_LeafPhotoA_2025-09-08 13_22_26.470-05_00_leaf.png,0.02,1395
1396_LeafPhotoA_2025-09-08 13_22_43.424-05_00_leaf.png,0.13,1396
1396_LeafPhotoA_2025-09-08 13_22_54.710-05_00_leaf.png,0.02,1396
1396_LeafPhotoA_2025-09-08 13_23_07.766-05_00_leaf.png,1.02,1396
1397_LeafPhotoA_2025-09-08 13_28_16.462-05_00_leaf.png,1.66,1397
1397_LeafPhotoA_2025-09-08 13_28_34.632-05_00_leaf.png,17.21,1397
1397_LeafPhotoA_2025-09-08 13_28_44.630-05_00_leaf.png,0.37,1397
1398_LeafPhotoA_2025-09-08 13_29_01.012-05_00_leaf.png,0.15,1398
1398_LeafPhotoA_2025-09-08 13_29_17.211-05_00_leaf.png,0.83,1398
1398_LeafPhotoA_2025-09-08 13_29_28.589-05_00_leaf.png,4.35,1398
1399_LeafPhotoA_2025-09-08 12_25_23.016-05_00_leaf.png,0.43,1399
1399_LeafPhotoA_2025-09-08 12_25_25.945-05_00_leaf.png,0.41,1399
1399_LeafPhotoA_2025-09-08 12_25_39.723-05_00_leaf.png,8.53,1399
1399_LeafPhotoA_2025-09-08 12_25_54.043-05_00_leaf.png,4.28,1399
1400_LeafPhotoA_2025-09-08 12_26_27.652-05_00_leaf.png,8.6,1400
1400_LeafPhotoA_2025-09-08 12_26_49.996-05_00_leaf.png,0.44,1400
1400_LeafPhotoA_2025-09-08 12_26_53.139-05_00_leaf.png,0.43,1400
1400_LeafPhotoA_2025-09-08 12_27_08.065-05_00_leaf.png,2.15,1400
1402_LeafPhotoB_2025-09-08 10_39_37.458-05_00_leaf.png,2.53,1402
1402_LeafPhotoB_2025-09-08 10_39_51.383-05_00_leaf.png,0.68,1402
1402_LeafPhotoB_2025-09-08 10_40_07.212-05_00_leaf.png,0.52,1402
1403_LeafPhotoA_2025-09-08 09_22_57.928-05_00_leaf.png,0.29,1403
1403_LeafPhotoA_2025-09-08 09_23_29.770-05_00_leaf.png,0.13,1403
1403_LeafPhotoA_2025-09-08 09_23_43.647-05_00_leaf.png,0.68,1403
1403_LeafPhotoB_2025-09-08 09_56_24.150-05_00_leaf.png,0.41,1403
1403_LeafPhotoB_2025-09-08 09_56_43.771-05_00_leaf.png,0.84,1403
1403_LeafPhotoB_2025-09-08 09_57_03.631-05_00_leaf.png,0.61,1403
1404_LeafPhotoA_2025-09-08 09_24_09.579-05_00_leaf.png,0.61,1404
1404_LeafPhotoA_2025-09-08 09_24_59.245-05_00_leaf.png,0.41,1404
1404_LeafPhotoA_2025-09-08 09_25_24.932-05_00_leaf.png,0.98,1404
1404_LeafPhotoB_2025-09-08 09_57_48.172-05_00_leaf.png,0.07,1404
1404_LeafPhotoB_2025-09-08 09_58_06.206-05_00_leaf.png,0.68,1404
1404_LeafPhotoB_2025-09-08 09_58_20.950-05_00_leaf.png,0.08,1404
1405_LeafPhotoA_2025-09-08 09_25_44.126-05_00_leaf.png,0.23,1405
1405_LeafPhotoA_2025-09-08 09_26_00.409-05_00_leaf.png,0.02,1405
1405_LeafPhotoA_2025-09-08 09_26_17.478-05_00_leaf.png,0.15,1405
1405_LeafPhotoB_2025-09-08 09_59_35.657-05_00_leaf.png,0.04,1405
1405_LeafPhotoB_2025-09-08 09_59_46.991-05_00_leaf.png,0.03,1405
1405_LeafPhotoB_2025-09-08 10_00_01.542-05_00_leaf.png,0.2,1405
1406_LeafPhotoA_2025-09-08 09_26_34.458-05_00_leaf.png,0.37,1406
1406_LeafPhotoA_2025-09-08 09_26_44.592-05_00_leaf.png,0.03,1406
1406_LeafPhotoA_2025-09-08 09_27_03.265-05_00_leaf.png,0.07,1406
1406_LeafPhotoB_2025-09-08 10_00_25.514-05_00_leaf.png,0,1406
1406_LeafPhotoB_2025-09-08 10_00_43.533-05_00_leaf.png,0.07,1406
1406_LeafPhotoB_2025-09-08 10_00_56.678-05_00_leaf.png,0.15,1406
1407_LeafPhotoA_2025-09-08 09_28_44.756-05_00_leaf.png,0,1407
1407_LeafPhotoA_2025-09-08 09_28_58.311-05_00_leaf.png,0.01,1407
1407_LeafPhotoA_2025-09-08 09_29_28.229-05_00_leaf.png,0.04,1407
1407_LeafPhotoB_2025-09-08 10_01_14.199-05_00_leaf.png,0.01,1407
1407_LeafPhotoB_2025-09-08 10_01_37.190-05_00_leaf.png,0.02,1407
1407_LeafPhotoB_2025-09-08 10_01_50.917-05_00_leaf.png,0.01,1407
1408_LeafPhotoA_2025-09-08 09_29_57.775-05_00_leaf.png,0.09,1408
1408_LeafPhotoA_2025-09-08 09_30_10.265-05_00_leaf.png,0.02,1408
1408_LeafPhotoA_2025-09-08 09_30_25.659-05_00_leaf.png,0.24,1408
1408_LeafPhotoB_2025-09-08 10_02_06.407-05_00_leaf.png,0.62,1408
1408_LeafPhotoB_2025-09-08 10_02_25.946-05_00_leaf.png,0.01,1408
1408_LeafPhotoB_2025-09-08 10_02_42.702-05_00_leaf.png,0,1408
1409_LeafPhotoA_2025-09-08 09_30_48.724-05_00_leaf.png,0.06,1409
1409_LeafPhotoA_2025-09-08 09_31_03.140-05_00_leaf.png,0.13,1409
1409_LeafPhotoA_2025-09-08 09_31_25.793-05_00_leaf.png,0.24,1409
1409_LeafPhotoB_2025-09-08 10_03_05.456-05_00_leaf.png,0.03,1409
1409_LeafPhotoB_2025-09-08 10_03_16.957-05_00_leaf.png,0.03,1409
1409_LeafPhotoB_2025-09-08 10_03_38.933-05_00_leaf.png,0.08,1409
1410_LeafPhotoB_2025-09-08 10_04_25.839-05_00_leaf.png,0.16,1410
1410_LeafPhotoB_2025-09-08 10_04_41.927-05_00_leaf.png,0.14,1410
1410_LeafPhotoB_2025-09-08 10_04_58.302-05_00_leaf.png,0.31,1410
1411_LeafPhotoA_2025-09-08 09_31_58.433-05_00_leaf.png,0.04,1411
1411_LeafPhotoA_2025-09-08 09_32_12.507-05_00_leaf.png,0.21,1411
1411_LeafPhotoA_2025-09-08 09_32_24.163-05_00_leaf.png,0.09,1411
1411_LeafPhotoB_2025-09-08 10_05_13.598-05_00_leaf.png,0.11,1411
1411_LeafPhotoB_2025-09-08 10_05_27.189-05_00_leaf.png,0.01,1411
1411_LeafPhotoB_2025-09-08 10_05_39.958-05_00_leaf.png,0.09,1411
1412_LeafPhotoA_2025-09-08 09_32_54.115-05_00_leaf.png,0.08,1412
1412_LeafPhotoA_2025-09-08 09_33_07.020-05_00_leaf.png,0.04,1412
1412_LeafPhotoA_2025-09-08 09_33_17.239-05_00_leaf.png,0.01,1412
1412_LeafPhotoB_2025-09-08 10_06_06.715-05_00_leaf.png,0.01,1412
1412_LeafPhotoB_2025-09-08 10_06_24.412-05_00_leaf.png,0.02,1412
1412_LeafPhotoB_2025-09-08 10_06_46.177-05_00_leaf.png,0.05,1412
1413_LeafPhotoA_2025-09-08 09_34_55.801-05_00_leaf.png,0.89,1413
1413_LeafPhotoA_2025-09-08 09_35_09.246-05_00_leaf.png,0.63,1413
1413_LeafPhotoA_2025-09-08 09_35_26.834-05_00_leaf.png,0.15,1413
1413_LeafPhotoB_2025-09-08 10_07_20.287-05_00_leaf.png,0.99,1413
1413_LeafPhotoB_2025-09-08 10_07_33.536-05_00_leaf.png,0.58,1413
1413_LeafPhotoB_2025-09-08 10_07_49.375-05_00_leaf.png,0.06,1413
1414_LeafPhotoA_2025-09-08 09_35_54.943-05_00_leaf.png,1.85,1414
1414_LeafPhotoA_2025-09-08 09_36_11.855-05_00_leaf.png,0.31,1414
1414_LeafPhotoA_2025-09-08 09_36_43.216-05_00_leaf.png,0.08,1414
1414_LeafPhotoB_2025-09-08 10_08_06.102-05_00_leaf.png,0.36,1414
1414_LeafPhotoB_2025-09-08 10_08_19.101-05_00_leaf.png,0.39,1414
1414_LeafPhotoB_2025-09-08 10_08_38.443-05_00_leaf.png,0.31,1414
1415_LeafPhotoA_2025-09-08 09_36_57.692-05_00_leaf.png,0.2,1415
1415_LeafPhotoA_2025-09-08 09_37_10.701-05_00_leaf.png,0.05,1415
1415_LeafPhotoA_2025-09-08 09_37_26.969-05_00_leaf.png,0.54,1415
1415_LeafPhotoB_2025-09-08 10_09_00.442-05_00_leaf.png,0,1415
1415_LeafPhotoB_2025-09-08 10_09_27.941-05_00_leaf.png,0,1415
1415_LeafPhotoB_2025-09-08 10_09_42.773-05_00_leaf.png,0.07,1415
1416_LeafPhotoA_2025-09-08 09_37_47.151-05_00_leaf.png,1.68,1416
1416_LeafPhotoA_2025-09-08 09_38_03.624-05_00_leaf.png,0.79,1416
1416_LeafPhotoA_2025-09-08 09_38_16.317-05_00_leaf.png,17.21,1416
1416_LeafPhotoB_2025-09-08 10_10_04.086-05_00_leaf.png,1.93,1416
1416_LeafPhotoB_2025-09-08 10_10_19.522-05_00_leaf.png,3.43,1416
1416_LeafPhotoB_2025-09-08 10_10_32.046-05_00_leaf.png,0.44,1416
1417_LeafPhotoA_2025-09-08 09_38_35.702-05_00_leaf.png,0.39,1417
1417_LeafPhotoA_2025-09-08 09_38_47.982-05_00_leaf.png,0.75,1417
1417_LeafPhotoA_2025-09-08 09_39_01.207-05_00_leaf.png,0.15,1417
1417_LeafPhotoB_2025-09-08 10_10_54.682-05_00_leaf.png,0.24,1417
1417_LeafPhotoB_2025-09-08 10_11_12.838-05_00_leaf.png,0.14,1417
1417_LeafPhotoB_2025-09-08 10_11_25.439-05_00_leaf.png,0.14,1417
1418_LeafPhotoA_2025-09-08 09_39_17.003-05_00_leaf.png,0.5,1418
1418_LeafPhotoA_2025-09-08 09_39_31.263-05_00_leaf.png,0.25,1418
1418_LeafPhotoA_2025-09-08 09_39_53.374-05_00_leaf.png,0.1,1418
1419_LeafPhotoA_2025-09-08 09_40_12.388-05_00_leaf.png,0.59,1419
1419_LeafPhotoA_2025-09-08 09_40_27.704-05_00_leaf.png,0.85,1419
1419_LeafPhotoA_2025-09-08 09_40_43.829-05_00_leaf.png,1.23,1419
1419_LeafPhotoB_2025-09-08 10_12_08.008-05_00_leaf.png,1.55,1419
