"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"448","251309","PI570106","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251309_LeafPhotoA_2025-10-10%2013_54_10.381-05_00.jpg","2025-10-10 13:54:12.797-05:00"," ","","2","SM-A166U1"
"448","251309","PI570106","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251309_LeafPhotoA_2025-10-10%2013_54_25.010-05_00.jpg","2025-10-10 13:54:27.352-05:00"," ","","3","SM-A166U1"
"2","251310","PI19770","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251310_LeafPhotoA_2025-10-10%2013_54_45.065-05_00.jpg","2025-10-10 13:54:47.560-05:00"," ","","1","SM-A166U1"
"2","251310","PI19770","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251310_LeafPhotoA_2025-10-10%2013_54_55.185-05_00.jpg","2025-10-10 13:54:57.735-05:00"," ","","2","SM-A166U1"
"2","251310","PI19770","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251310_LeafPhotoA_2025-10-10%2013_54_56.875-05_00.jpg","2025-10-10 13:54:59.169-05:00"," ","","2","SM-A166U1"
"2","251310","PI19770","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251310_LeafPhotoA_2025-10-10%2013_55_10.426-05_00.jpg","2025-10-10 13:55:12.553-05:00"," ","","3","SM-A166U1"
"74","251311","PI196586","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251311_LeafPhotoA_2025-10-10%2013_55_27.021-05_00.jpg","2025-10-10 13:55:29.241-05:00"," ","","1","SM-A166U1"
"74","251311","PI196586","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251311_LeafPhotoA_2025-10-10%2013_55_43.509-05_00.jpg","2025-10-10 13:55:45.477-05:00"," ","","2","SM-A166U1"
"74","251311","PI196586","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251311_LeafPhotoA_2025-10-10%2013_55_58.039-05_00.jpg","2025-10-10 13:56:00.516-05:00"," ","","3","SM-A166U1"
"587","251312","PI651493","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251312_LeafPhotoA_2025-10-10%2014_07_32.666-05_00.jpg","2025-10-10 14:07:34.889-05:00"," ","","1","SM-A166U1"
"587","251312","PI651493","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251312_LeafPhotoA_2025-10-10%2014_07_49.278-05_00.jpg","2025-10-10 14:07:51.624-05:00"," ","","2","SM-A166U1"
"587","251312","PI651493","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251312_LeafPhotoA_2025-10-10%2014_08_13.020-05_00.jpg","2025-10-10 14:08:15.380-05:00"," ","","3","SM-A166U1"
"177","251313","PI365512","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251313_LeafPhotoA_2025-10-10%2014_06_35.417-05_00.jpg","2025-10-10 14:06:37.457-05:00"," ","","1","SM-A166U1"
"177","251313","PI365512","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251313_LeafPhotoA_2025-10-10%2014_06_55.505-05_00.jpg","2025-10-10 14:06:57.629-05:00"," ","","2","SM-A166U1"
"177","251313","PI365512","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251313_LeafPhotoA_2025-10-10%2014_07_14.985-05_00.jpg","2025-10-10 14:07:17.117-05:00"," ","","3","SM-A166U1"
"121","251314","PI329471","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251314_LeafPhotoA_2025-10-10%2014_05_50.920-05_00.jpg","2025-10-10 14:05:53.338-05:00"," ","","1","SM-A166U1"
"121","251314","PI329471","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251314_LeafPhotoA_2025-10-10%2014_06_01.068-05_00.jpg","2025-10-10 14:06:03.154-05:00"," ","","2","SM-A166U1"
"121","251314","PI329471","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251314_LeafPhotoA_2025-10-10%2014_06_14.841-05_00.jpg","2025-10-10 14:06:17.263-05:00"," ","","3","SM-A166U1"
"102","251315","PI302252","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251315_LeafPhotoA_2025-10-10%2014_05_04.004-05_00.jpg","2025-10-10 14:05:06.077-05:00"," ","","1","SM-A166U1"
"102","251315","PI302252","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251315_LeafPhotoA_2025-10-10%2014_05_12.415-05_00.jpg","2025-10-10 14:05:14.736-05:00"," ","","2","SM-A166U1"
"102","251315","PI302252","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251315_LeafPhotoA_2025-10-10%2014_05_27.368-05_00.jpg","2025-10-10 14:05:29.890-05:00"," ","","3","SM-A166U1"
"183","251316","PI453177","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251316_LeafPhotoA_2025-10-10%2014_04_31.845-05_00.jpg","2025-10-10 14:04:34.086-05:00"," ","","1","SM-A166U1"
"183","251316","PI453177","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251316_LeafPhotoA_2025-10-10%2014_04_40.065-05_00.jpg","2025-10-10 14:04:42.302-05:00"," ","","2","SM-A166U1"
"183","251316","PI453177","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251316_LeafPhotoA_2025-10-10%2014_04_51.872-05_00.jpg","2025-10-10 14:04:54.362-05:00"," ","","3","SM-A166U1"
"112","251317","PI329326","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251317_LeafPhotoA_2025-10-10%2014_03_46.823-05_00.jpg","2025-10-10 14:03:49.299-05:00"," ","","1","SM-A166U1"
"112","251317","PI329326","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251317_LeafPhotoA_2025-10-10%2014_04_01.984-05_00.jpg","2025-10-10 14:04:04.151-05:00"," ","","2","SM-A166U1"
"112","251317","PI329326","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251317_LeafPhotoA_2025-10-10%2014_04_15.097-05_00.jpg","2025-10-10 14:04:17.519-05:00"," ","","3","SM-A166U1"
"192","251318","PI505735","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251318_LeafPhotoA_2025-10-10%2014_02_43.991-05_00.jpg","2025-10-10 14:02:46.340-05:00"," ","","1","SM-A166U1"
"192","251318","PI505735","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251318_LeafPhotoA_2025-10-10%2014_03_00.215-05_00.jpg","2025-10-10 14:03:02.485-05:00"," ","","2","SM-A166U1"
"192","251318","PI505735","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251318_LeafPhotoA_2025-10-10%2014_03_19.950-05_00.jpg","2025-10-10 14:03:22.101-05:00"," ","","3","SM-A166U1"
"19","251319","PI152694","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251319_LeafPhotoA_2025-10-10%2014_02_01.149-05_00.jpg","2025-10-10 14:02:03.705-05:00"," ","","1","SM-A166U1"
"19","251319","PI152694","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251319_LeafPhotoA_2025-10-10%2014_02_09.911-05_00.jpg","2025-10-10 14:02:11.972-05:00"," ","","2","SM-A166U1"
"19","251319","PI152694","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251319_LeafPhotoA_2025-10-10%2014_02_23.017-05_00.jpg","2025-10-10 14:02:25.153-05:00"," ","","3","SM-A166U1"
"87","251320","PI255239","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251320_LeafPhotoA_2025-10-10%2014_01_16.702-05_00.jpg","2025-10-10 14:01:18.736-05:00"," ","","1","SM-A166U1"
"87","251320","PI255239","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251320_LeafPhotoA_2025-10-10%2014_01_30.002-05_00.jpg","2025-10-10 14:01:31.941-05:00"," ","","2","SM-A166U1"
"87","251320","PI255239","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251320_LeafPhotoA_2025-10-10%2014_01_44.221-05_00.jpg","2025-10-10 14:01:46.346-05:00"," ","","3","SM-A166U1"
"145","251321","PI329618","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251321_LeafPhotoA_2025-10-10%2014_00_28.783-05_00.jpg","2025-10-10 14:00:31.094-05:00"," ","","1","SM-A166U1"
"145","251321","PI329618","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251321_LeafPhotoA_2025-10-10%2014_00_45.709-05_00.jpg","2025-10-10 14:00:47.687-05:00"," ","","2","SM-A166U1"
"145","251321","PI329618","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251321_LeafPhotoA_2025-10-10%2014_00_58.292-05_00.jpg","2025-10-10 14:01:00.284-05:00"," ","","3","SM-A166U1"
"143","251322","PI329615","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251322_LeafPhotoA_2025-10-10%2013_59_49.886-05_00.jpg","2025-10-10 13:59:52.635-05:00"," ","","1","SM-A166U1"
"143","251322","PI329615","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251322_LeafPhotoA_2025-10-10%2014_00_02.133-05_00.jpg","2025-10-10 14:00:04.630-05:00"," ","","2","SM-A166U1"
"143","251322","PI329615","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251322_LeafPhotoA_2025-10-10%2014_00_14.941-05_00.jpg","2025-10-10 14:00:17.407-05:00"," ","","3","SM-A166U1"
"346","251323","PI550604","Rep 2","BAP","LeafPhotoNotesA","damaged","2025-10-10 13:59:29.586-05:00"," ","","1","SM-A166U1"
"186","251324","PI455221","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251324_LeafPhotoA_2025-10-10%2013_58_46.905-05_00.jpg","2025-10-10 13:58:49.652-05:00"," ","","1","SM-A166U1"
"186","251324","PI455221","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251324_LeafPhotoA_2025-10-10%2013_58_54.863-05_00.jpg","2025-10-10 13:58:57.243-05:00"," ","","2","SM-A166U1"
"186","251324","PI455221","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251324_LeafPhotoA_2025-10-10%2013_59_03.887-05_00.jpg","2025-10-10 13:59:06.248-05:00"," ","","3","SM-A166U1"
"116","251325","PI329403","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251325_LeafPhotoA_2025-10-10%2013_57_44.179-05_00.jpg","2025-10-10 13:57:46.624-05:00"," ","","1","SM-A166U1"
"116","251325","PI329403","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251325_LeafPhotoA_2025-10-10%2013_58_05.661-05_00.jpg","2025-10-10 13:58:08.006-05:00"," ","","2","SM-A166U1"
"116","251325","PI329403","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251325_LeafPhotoA_2025-10-10%2013_58_21.939-05_00.jpg","2025-10-10 13:58:24.480-05:00"," ","","3","SM-A166U1"
"142","251326","PI329614","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251326_LeafPhotoA_2025-10-10%2013_57_05.494-05_00.jpg","2025-10-10 13:57:08.016-05:00"," ","","1","SM-A166U1"
"142","251326","PI329614","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251326_LeafPhotoA_2025-10-10%2013_57_16.454-05_00.jpg","2025-10-10 13:57:18.774-05:00"," ","","2","SM-A166U1"
"142","251326","PI329614","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251326_LeafPhotoA_2025-10-10%2013_57_27.673-05_00.jpg","2025-10-10 13:57:30.182-05:00"," ","","3","SM-A166U1"
"334","251327","PI535783","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251327_LeafPhotoA_2025-10-10%2013_56_28.568-05_00.jpg","2025-10-10 13:56:31.366-05:00"," ","","1","SM-A166U1"
"334","251327","PI535783","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251327_LeafPhotoA_2025-10-10%2013_56_35.921-05_00.jpg","2025-10-10 13:56:38.162-05:00"," ","","2","SM-A166U1"
"334","251327","PI535783","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251327_LeafPhotoA_2025-10-10%2013_56_51.239-05_00.jpg","2025-10-10 13:56:53.417-05:00"," ","","3","SM-A166U1"
"209","251328","PI526905","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251328_LeafPhotoA_2025-10-10%2010_29_16.235-05_00.jpg","2025-10-10 10:29:18.455-05:00"," ","","1","SM-A166U1"
"209","251328","PI526905","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251328_LeafPhotoA_2025-10-10%2010_29_32.179-05_00.jpg","2025-10-10 10:29:34.170-05:00"," ","","2","SM-A166U1"
"209","251328","PI526905","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251328_LeafPhotoA_2025-10-10%2010_29_48.988-05_00.jpg","2025-10-10 10:29:51.026-05:00"," ","","3","SM-A166U1"
"24","251329","PI152751","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251329_LeafPhotoA_2025-10-10%2010_30_12.314-05_00.jpg","2025-10-10 10:30:14.316-05:00"," ","","1","SM-A166U1"
"24","251329","PI152751","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251329_LeafPhotoA_2025-10-10%2010_30_28.898-05_00.jpg","2025-10-10 10:30:30.826-05:00"," ","","2","SM-A166U1"
"24","251329","PI152751","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251329_LeafPhotoA_2025-10-10%2010_30_42.717-05_00.jpg","2025-10-10 10:30:45.024-05:00"," ","","3","SM-A166U1"
"506","251330","PI585577","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251330_LeafPhotoA_2025-10-10%2010_31_16.779-05_00.jpg","2025-10-10 10:31:18.843-05:00"," ","","1","SM-A166U1"
"506","251330","PI585577","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251330_LeafPhotoA_2025-10-10%2010_31_26.685-05_00.jpg","2025-10-10 10:31:28.719-05:00"," ","","2","SM-A166U1"
"506","251330","PI585577","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251330_LeafPhotoA_2025-10-10%2010_31_37.215-05_00.jpg","2025-10-10 10:31:39.193-05:00"," ","","3","SM-A166U1"
"44","251331","PI155516","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251331_LeafPhotoA_2025-10-10%2010_31_58.420-05_00.jpg","2025-10-10 10:32:00.693-05:00"," ","","1","SM-A166U1"
"44","251331","PI155516","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251331_LeafPhotoA_2025-10-10%2010_32_10.263-05_00.jpg","2025-10-10 10:32:12.505-05:00"," ","","2","SM-A166U1"
"44","251331","PI155516","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251331_LeafPhotoA_2025-10-10%2010_32_28.342-05_00.jpg","2025-10-10 10:32:30.686-05:00"," ","","3","SM-A166U1"
"338","251332","PI535795","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251332_LeafPhotoA_2025-10-10%2010_32_58.771-05_00.jpg","2025-10-10 10:33:01.166-05:00"," ","","1","SM-A166U1"
"338","251332","PI535795","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251332_LeafPhotoA_2025-10-10%2010_33_13.559-05_00.jpg","2025-10-10 10:33:23.238-05:00"," ","","2","SM-A166U1"
"338","251332","PI535795","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251332_LeafPhotoA_2025-10-10%2010_33_35.498-05_00.jpg","2025-10-10 10:33:38.353-05:00"," ","","3","SM-A166U1"
"18","251333","PI152651","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251333_LeafPhotoA_2025-10-10%2010_34_03.229-05_00.jpg","2025-10-10 10:34:05.612-05:00"," ","","1","SM-A166U1"
"18","251333","PI152651","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251333_LeafPhotoA_2025-10-10%2010_34_16.070-05_00.jpg","2025-10-10 10:34:18.417-05:00"," ","","2","SM-A166U1"
"18","251333","PI152651","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251333_LeafPhotoA_2025-10-10%2010_34_27.647-05_00.jpg","2025-10-10 10:34:29.874-05:00"," ","","3","SM-A166U1"
"32","251334","PI152965","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251334_LeafPhotoA_2025-10-10%2010_34_48.338-05_00.jpg","2025-10-10 10:34:50.381-05:00"," ","","1","SM-A166U1"
"32","251334","PI152965","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251334_LeafPhotoA_2025-10-10%2010_35_02.819-05_00.jpg","2025-10-10 10:35:04.718-05:00"," ","","2","SM-A166U1"
"32","251334","PI152965","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251334_LeafPhotoA_2025-10-10%2010_35_12.051-05_00.jpg","2025-10-10 10:35:14.080-05:00"," ","","3","SM-A166U1"
"31","251335","PI152963","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251335_LeafPhotoA_2025-10-10%2010_35_27.182-05_00.jpg","2025-10-10 10:35:29.180-05:00"," ","","1","SM-A166U1"
"31","251335","PI152963","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251335_LeafPhotoA_2025-10-10%2010_35_37.788-05_00.jpg","2025-10-10 10:35:39.873-05:00"," ","","2","SM-A166U1"
"31","251335","PI152963","Rep 2","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F251335_LeafPhotoA_2025-10-10%2010_36_05.728-05_00.jpg","2025-10-10 10:36:08.228-05:00"," ","","3","SM-A166U1"
