"Variety Name","Plot Number","Block","LeafPhotoA","LeafPhotoNotes"
"BTx642","20809","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20809_LeafPhotoA_2025-10-24%2009_56_30.395-05_00.jpg",
"MACIA","20810","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20810_LeafPhotoA_2025-10-24%2009_57_52.474-05_00.jpg",
"Jonar Tamargundi","20811","2",,
"Kodilib","20812","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20812_LeafPhotoA_2025-10-24%2009_59_07.920-05_00.jpg",
"ICSV 1089BF","20813","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20813_LeafPhotoA_2025-10-24%2010_00_06.659-05_00.jpg",
"Check","20814","2",,
"SAP-137","20815","2",,
"Check","20816","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20816_LeafPhotoA_2025-10-24%2010_02_07.144-05_00.jpg",
"COMBINE 7078","20817","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20817_LeafPhotoA_2025-10-24%2010_06_23.169-05_00.jpg",
"SC 25","20818","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20818_LeafPhotoA_2025-10-24%2010_10_23.707-05_00.jpg",
"BA45 Faria Bonkum","20819","2",,
"Mugbash 56/56","20820","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20820_LeafPhotoA_2025-10-24%2010_12_04.658-05_00.jpg",
"Check","20821","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20821_LeafPhotoA_2025-10-24%2010_13_21.057-05_00.jpg",
"SAP-197","20822","2",,
"SAP-175","20823","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20823_LeafPhotoA_2025-10-24%2010_14_39.267-05_00.jpg",
"Akwu","20824","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20824_LeafPhotoA_2025-10-24%2010_16_40.483-05_00.jpg",
"Check","20825","2",,
"BTx623_(XK: fromBillRooney_TAMU_2024)","20826","2",,
"SC 301","20827","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20827_LeafPhotoA_2025-10-24%2010_18_33.826-05_00.jpg",
"PL 47","20901","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20901_LeafPhotoA_2025-10-24%2010_21_15.641-05_00.jpg",
"KA 15 Yazgar Giwa","20902","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20902_LeafPhotoA_2025-10-24%2010_24_32.101-05_00.jpg",
"Kabutuwa","20903","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20903_LeafPhotoA_2025-10-24%2010_26_02.073-05_00.jpg",
"SAP-336","20904","2",,
"SAN CHI SAN","20905","2",,
"Check","20906","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20906_LeafPhotoA_2025-10-24%2010_28_02.102-05_00.jpg",
"SC 610","20907","2",,
"Check","20908","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20908_LeafPhotoA_2025-10-24%2010_30_20.164-05_00.jpg",
"TX 378 (REDLAN) B LINE","20909","2",,
"Check","20910","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20910_LeafPhotoA_2025-10-24%2010_32_56.395-05_00.jpg",
"EC 18246 (preconverted)","20911","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20911_LeafPhotoA_2025-10-24%2010_35_08.347-05_00.jpg",
"Cholia Talijhari","20912","2",,
"Check","20913","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20913_LeafPhotoA_2025-10-24%2010_37_42.623-05_00.jpg",
"RTX433","20914","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20914_LeafPhotoA_2025-10-24%2010_40_07.284-05_00.jpg",
"SAP-325","20915","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20915_LeafPhotoA_2025-10-24%2010_41_57.823-05_00.jpg",
"ROX ORANGE","20916","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20916_LeafPhotoA_2025-10-24%2010_44_08.214-05_00.jpg",
"SC 145","20917","2",,
"Check","20918","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20918_LeafPhotoA_2025-10-24%2010_46_49.394-05_00.jpg",
"MN 707 (preconverted)","20919","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20919_LeafPhotoA_2025-10-24%2010_48_27.004-05_00.jpg",
"Sorghum Soroti","20920","2",,
"Check","20921","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20921_LeafPhotoA_2025-10-24%2010_50_41.058-05_00.jpg",
"SAP-159","20922","2",,
"Check","20923","2",,
"MARTIN","20924","2",,
"SC 947","20925","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F20925_LeafPhotoA_2025-10-24%2010_55_08.429-05_00.jpg",
"SC 85","20926","2",,
"Check","20927","2",,
"Tuery 11","21001","2",,
"Budy","21002","2",,
"Tambroro 7","21003","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21003_LeafPhotoA_2025-10-24%2010_59_41.466-05_00.jpg",
"Check","21004","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21004_LeafPhotoA_2025-10-24%2011_02_01.194-05_00.jpg",
"SAP-157","21005","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21005_LeafPhotoA_2025-10-24%2011_04_03.331-05_00.jpg",
"TEXAS BLACKHULL KAFIR","21006","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21006_LeafPhotoA_2025-10-24%2011_06_20.861-05_00.jpg",
"TX 3197 (COMB KAFIR 60) B LINE","21007","2",,
"WILEY","21008","2",,
"SC 1484","21009","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21009_LeafPhotoA_2025-10-24%2011_08_13.470-05_00.jpg",
"AS4616 Balangira-Mwanza","21010","2",,
"R1,4","21011","2",,
"Jola Nandyal","21012","2",,
"Check","21013","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21013_LeafPhotoA_2025-10-24%2011_09_51.971-05_00.jpg",
"SAP-141","21014","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21014_LeafPhotoA_2025-10-24%2011_11_23.769-05_00.jpg",
"Rexx","21015","2",,
"BTx2752","21016","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21016_LeafPhotoA_2025-10-24%2011_16_03.621-05_00.jpg",
"Check","21017","2",,
"P9517","21018","2",,
"Hamaisi 38","21019","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21019_LeafPhotoA_2025-10-24%2011_18_15.933-05_00.jpg",
"ZA 71","21020","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21020_LeafPhotoA_2025-10-24%2011_20_19.296-05_00.jpg",
"Kireniga 317","21021","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21021_LeafPhotoA_2025-10-24%2011_22_29.755-05_00.jpg",
"Mashica","21022","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21022_LeafPhotoA_2025-10-24%2011_24_45.989-05_00.jpg",
"IS 3515C","21023","2",,
"Jowar Red Jankinagar","21024","2",,
"SC 1476","21025","2",,
"P-721","21026","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21026_LeafPhotoA_2025-10-24%2011_28_54.451-05_00.jpg",
"Shan Qui Red","21027","2",,
"EC 21360 G29","21101","2",,
"SAP-263","21102","2",,
"Barking 119","21103","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21103_LeafPhotoA_2025-10-24%2011_31_46.267-05_00.jpg",
"SAP-173","21104","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21104_LeafPhotoA_2025-10-24%2011_33_47.037-05_00.jpg",
"SAP-264","21105","2",,
"SAP-135","21106","2",,
"SC 1494","21107","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21107_LeafPhotoA_2025-10-24%2011_35_11.099-05_00.jpg",
"Check","21108","2",,
"SC 695","21109","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21109_LeafPhotoA_2025-10-24%2011_37_03.629-05_00.jpg",
"Monshal","21110","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21110_LeafPhotoA_2025-10-24%2011_38_43.487-05_00.jpg",
"No. 65 Amelsie, Kimbolcha Ethiopia","21111","2",,
"Check","21112","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21112_LeafPhotoA_2025-10-24%2011_40_35.700-05_00.jpg",
"R TX 431","21113","2",,
"SAP-347","21114","2",,
"SAP-124","21115","2",,
"CHILTEX","21116","2",,
"Ramada_(XK: fromTomClemente_UNL_2024)","21117","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21117_LeafPhotoA_2025-10-24%2011_44_08.741-05_00.jpg",
"Pinolero 1","21118","2",,
"No. 4 Hadoui","21119","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21119_LeafPhotoA_2025-10-24%2011_45_37.964-05_00.jpg",
"AS 4055 N Kambwa","21120","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21120_LeafPhotoA_2025-10-24%2011_47_13.423-05_00.jpg",
"SAP-219","21121","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21121_LeafPhotoA_2025-10-24%2011_49_07.853-05_00.jpg",
"SAP-342","21122","2",,
"SAP-280","21123","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21123_LeafPhotoA_2025-10-24%2011_51_29.467-05_00.jpg",
"Check","21124","2",,
"TX2784","21125","2",,
"BTx406","21126","2",,
"RTx2536","21127","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21127_LeafPhotoA_2025-10-24%2011_54_04.189-05_00.jpg",
"RED AMBER","21201","2",,
"Feterita Geshaish","21202","2",,
"Chanan Singoo","21203","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21203_LeafPhotoA_2025-10-24%2011_57_20.999-05_00.jpg",
"Tx2741","21204","2",,
"WACONIA","21205","2",,
"SAP-286","21206","2",,
"Check","21207","2",,
"SAP-380","21208","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21208_LeafPhotoA_2025-10-24%2011_59_35.609-05_00.jpg",
"SUGAR DRIP","21209","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21209_LeafPhotoA_2025-10-24%2012_02_03.905-05_00.jpg",
"Safara, Kordafan","21210","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21210_LeafPhotoA_2025-10-24%2012_05_14.127-05_00.jpg",
"EC 21463 STR 5/1","21211","2",,
"No. 37 Ubi, Abelti Ethiopia","21212","2",,
"WRAY_(XK: fromBIllRooney_TAMU_2024)","21213","2",,
"Tx2911","21214","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21214_LeafPhotoA_2025-10-24%2012_07_23.310-05_00.jpg",
"A/BTxARG-1","21215","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21215_LeafPhotoA_2025-10-24%2012_09_08.783-05_00.jpg",
"IS 12623C","21216","2",,
"SC 480","21217","2",,
"SC 1426","21218","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21218_LeafPhotoA_2025-10-24%2012_11_22.135-05_00.jpg",
"Check","21219","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21219_LeafPhotoA_2025-10-24%2012_12_35.871-05_00.jpg",
"No. 1 Gambela","21220","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21220_LeafPhotoA_2025-10-24%2012_14_00.776-05_00.jpg",
"450 Bori Light Brown","21221","2",,
"DAY MILO","21222","2",,
"SAP-134","21223","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21223_LeafPhotoA_2025-10-24%2012_15_34.326-05_00.jpg",
"SAP-311","21224","2",,
"Check","21225","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21225_LeafPhotoA_2025-10-24%2012_16_56.049-05_00.jpg",
"SC 621","21226","2",,
"KELLER","21227","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21227_LeafPhotoA_2025-10-24%2012_20_12.784-05_00.jpg",
"M 1","21301","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21301_LeafPhotoA_2025-10-24%2014_12_32.104-05_00.jpg",
"Check","21302","2",,
"Check","21303","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21303_LeafPhotoA_2025-10-24%2014_13_51.258-05_00.jpg",
"MN 708 (preconverted)","21304","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21304_LeafPhotoA_2025-10-24%2014_15_02.459-05_00.jpg",
"TAM2566","21305","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21305_LeafPhotoA_2025-10-24%2014_17_49.560-05_00.jpg",
"Check","21306","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21306_LeafPhotoA_2025-10-24%2014_20_07.612-05_00.jpg",
"Check","21307","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21307_LeafPhotoA_2025-10-24%2014_22_20.278-05_00.jpg",
"Check","21308","2",,
"KAT83369","21309","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21309_LeafPhotoA_2025-10-24%2014_24_35.988-05_00.jpg",
"Msumbji SB 117","21310","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21310_LeafPhotoA_2025-10-24%2014_26_24.559-05_00.jpg",
"R4, B1","21311","2",,
"AS4660 Kikuma","21312","2",,
"Check","21313","2",,
"Check","21314","2",,
"TX2783","21315","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21315_LeafPhotoA_2025-10-24%2014_29_41.325-05_00.jpg",
"SC 332","21316","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21316_LeafPhotoA_2025-10-24%2014_31_18.080-05_00.jpg",
"DELLA","21317","2",,
"P850029","21318","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21318_LeafPhotoA_2025-10-24%2014_33_57.267-05_00.jpg",
"Bulfontein White Kafir Corn DL/60/133","21319","2",,
"Wit Lichtenburg DL/59/1530","21320","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21320_LeafPhotoA_2025-10-24%2014_36_33.608-05_00.jpg",
"18NL277 @-01","21321","2",,
"SAP-162","21322","2",,
"Check","21323","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21323_LeafPhotoA_2025-10-24%2014_38_19.182-05_00.jpg",
"A 84","21324","2",,
"SC 49","21325","2",,
"SC 639","21326","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21326_LeafPhotoA_2025-10-24%2014_41_05.368-05_00.jpg",
"SC 1439","21327","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21327_LeafPhotoA_2025-10-24%2014_42_21.141-05_00.jpg",
"2033Z-3","21401","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21401_LeafPhotoA_2025-10-24%2014_45_28.516-05_00.jpg",
"AS 4136 Masaka Luwemba","21402","2",,
"Check","21403","2",,
"BTx623_(XK: fromBIllRooney_TAMU_2024)","21404","2",,
"KS 115","21405","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21405_LeafPhotoA_2025-10-24%2014_46_55.676-05_00.jpg",
"SAP-158","21406","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21406_LeafPhotoA_2025-10-24%2014_48_24.766-05_00.jpg",
"SAP-50","21407","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21407_LeafPhotoA_2025-10-24%2014_49_39.597-05_00.jpg",
"IS 7151C","21408","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21408_LeafPhotoA_2025-10-24%2014_51_12.399-05_00.jpg",
"Tx2785","21409","2",,
"R1, 21","21410","2",,
"Karad 2-7-11","21411","2",,
"194 Kano","21412","2",,
"SAP-125","21413","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21413_LeafPhotoA_2025-10-24%2014_53_18.173-05_00.jpg",
"Ramada_(XK: fromTomClemente_UNL_2024)","21414","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21414_LeafPhotoA_2025-10-24%2014_54_37.308-05_00.jpg",
"RED KAFIR","21415","2",,
"COMBINE HEGARI","21416","2",,
"Check","21417","2",,
"SC 1019","21418","2",,
"290 Feterita Shendi 2","21419","2",,
"Check","21420","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21420_LeafPhotoA_2025-10-24%2014_56_50.190-05_00.jpg",
"1903 AS 4633","21421","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21421_LeafPhotoA_2025-10-24%2014_58_37.625-05_00.jpg",
"KS19","21422","2",,
"Mashica","21423","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21423_LeafPhotoA_2025-10-24%2015_00_30.383-05_00.jpg",
"SAP-138","21424","2",,
"PLAINSMAN","21425","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21425_LeafPhotoA_2025-10-24%2015_02_39.240-05_00.jpg",
"SC 525","21426","2","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F21426_LeafPhotoA_2025-10-24%2015_03_52.144-05_00.jpg",
"Check","21427","2",,
