image_path,segmentation_method
data/fvsu2025/bap2/250574_LeafPhotoA_2025-10-03 10_38_51.864-05_00.jpg,CV2
data/fvsu2025/bap2/250557_LeafPhotoA_2025-10-03 10_09_13.735-05_00.jpg,CV2
data/fvsu2025/bap2/250233_LeafPhotoA_2025-10-01 09_47_39.711-05_00.jpg,CV2
data/fvsu2025/bap2/250523_LeafPhotoA_2025-10-03 08_54_17.771-05_00.jpg,CV2
data/fvsu2025/bap2/250524_LeafPhotoA_2025-10-03 09_13_04.391-05_00.jpg,CV2
data/fvsu2025/bap2/251041_LeafPhotoA_2025-10-08 13_41_37.012-05_00.jpg,CV2
data/fvsu2025/bap2/250245_LeafPhotoA_2025-10-01 10_33_15.562-05_00.jpg,CV2
data/fvsu2025/bap2/251052_LeafPhotoA_2025-10-08 13_55_43.554-05_00.jpg,CV2
data/fvsu2025/bap2/251344_LeafPhotoA_2025-10-10 11_03_23.242-05_00.jpg,CV2
data/fvsu2025/bap2/251359_LeafPhotoA_2025-10-10 10_47_23.480-05_00.jpg,CV2
data/fvsu2025/bap2/251297_LeafPhotoA_2025-10-10 13_43_33.353-05_00.jpg,CV2
data/fvsu2025/bap2/250410_LeafPhotoA_2025-10-02 10_32_50.364-05_00.jpg,CV2
data/fvsu2025/bap2/250079_LeafPhotoA_2025-10-01 08_55_09.260-05_00.jpg,CV2
data/fvsu2025/bap2/251343_LeafPhotoA_2025-10-10 10_45_57.831-05_00.jpg,CV2
data/fvsu2025/bap2/250998_LeafPhotoA_2025-10-08 09_53_10.879-05_00.jpg,CV2
data/fvsu2025/bap2/250301_LeafPhotoA_2025-10-01 14_10_37.370-05_00.jpg,CV2
data/fvsu2025/bap2/250232_LeafPhotoA_2025-10-01 09_46_12.333-05_00.jpg,CV2
data/fvsu2025/bap2/251057_LeafPhotoA_2025-10-08 14_16_31.403-05_00.jpg,CV2
data/fvsu2025/bap2/250533_LeafPhotoA_2025-10-03 09_22_03.385-05_00.jpg,CV2
data/fvsu2025/bap2/250432_LeafPhotoA_2025-10-02 14_05_00.147-05_00.jpg,CV2
data/fvsu2025/bap2/250985_LeafPhotoA_2025-10-08 10_13_40.110-05_00.jpg,CV2
data/fvsu2025/bap2/250978_LeafPhotoA_2025-10-08 09_41_34.049-05_00.jpg,CV2
data/fvsu2025/bap2/250227_LeafPhotoA_2025-10-01 09_38_13.770-05_00.jpg,CV2
