plot,accession,flagleaflength,flagleafwidth,leaf.number,plant.height
8235,PI 576380,34.5,7.5,16,123
8236,PI 656059,37,3.8,13,112
8237,PI 533878,29.2,4.7,13,58
8238,PI 597971,31.5,5.1,10,84
8239,PI 533754,32.7,3.3,11,123
8240,PI 533913,36,5.5,11,73
8241,PI 656069,31.5,5.1,13,70
8242,PI 656053,42.5,5,13,70
8243,PI 597973,43,4.4,14,108
8244,PI 656039,37.7,7.5,15,113
8245,PI 656091,NA,NA,18,76
8246,PI 655977,26,5,15,71
8247,PI 656024,NA,NA,13,146
8248,PI 656028,30.5,6.7,16,290
8249,PI 656010,46,5.7,13,80
8250,PI 533752,44.5,7.3,11,90
8251,PI 561072,34,5.4,14,92
8252,PI 576364,33,5,9,85
8253,PI 533996,32,3.5,11,70
8254,PI 534123,46,5.5,12,95
8255,PI 534063,28.5,4.5,9,122
8256,PI 576339,30,5.4,11,110
8257,PI 597972,46,4.5,13,110
8258,PI 576394,33.5,4.6,13,90
8259,PI 655993,37.6,3.8,12,88
8260,PI 533986,42.5,4.5,12,110
8261,PI 533961,38.5,4.7,12,85
8262,PI 564164,31,5.2,15,91
8263,PI 533955,38,4.6,12,80
8264,PI 564163,36.3,4.5,14,112
8265,PI 597957,36,6.2,12,70
8266,BTx623,30.6,4.6,13,110
8267,BTx623,27,3.6,12,98
8268,PI 656019,41,4.5,10,80
8269,PI 656096,38.2,2.9,11,132
8270,PI 533921,26.3,5.2,15,138
8271,BTx623,30.1,4,14,95
8272,PI 576435,45.8,6.3,10,96
8273,PI 595714,42.5,4.1,15,70
8274,PI 656078,49,5.5,11,72
8275,PI 576390,38.7,5.2,10,96
8276,BTx623,29.5,3.6,12,88
8277,PI 576401,43.8,7,17,120
8278,PI 656120,40.5,6.6,14,78
8279,PI 576337,46.5,3.5,10,115
8280,PI 576385,41.6,4.7,10,140
8281,PI 656021,39.1,5.5,11,82
8282,PI 534139,51,4.1,8,150
8283,PI 597949,24.5,2.8,13,101
8284,PI 656108,39.5,6.2,10,82
8285,BTx623,43.6,6,13,100
8286,PI 576366,36.7,5.5,9,59
8287,PI 533856,42.4,5.8,14,88
8288,PI 534097,39.1,4.2,12,75
8289,PI 533976,35.5,5.5,15,82
8290,PI 534070,35.5,4.5,9,77
8291,PI 533841,44.6,5.6,13,78
8292,PI 533852,32,5.8,10,72
8293,BTx623,35,4,11,105
8294,PI 656099,NA,NA,15,162
8295,PI 597950,21,3.9,11,166
8296,PI 659753,NA,NA,14,150
8297,BTx623,32,4.9,11,100
8298,PI 656089,26.5,3.1,12,120
8299,PI 576425,41.2,4.5,14,80
8300,PI 534137,32.5,5.6,12,120
8301,PI 534132,53,6,12,72
8302,PI 597961,42,6.1,11,77
8303,PI 656046,45.8,7.5,11,105
8304,PI 595741,38,3.7,12,90
8305,PI 656005,44.2,4.8,12,70
8306,PI 656068,34.5,5.9,16,82
8307,PI 656083,x,NA,NA,NA
8308,BTx623,53.2,4.9,12,100
8309,PI 655973,44,7,15,180
8310,PI 533937,22.5,3.5,12,109
8311,PI 655999,31,3.1,10,190
8312,PI 576418,37.8,3.8,13,120
8313,PI 533902,59,7.5,13,79
8314,PI 629059,45.4,4.9,12,95
8315,PI 552861,41,5,12,85
8316,PI 534099,35.8,4.2,14,78
8317,PI 656088,26,4.5,11,168
8318,PI 656025,36.1,7,11,130
8319,BTx623,32.5,5,11,88
8320,PI 533863,43.6,5.6,11,110
8321,PI 534021,41.1,5.1,13,78
8322,PI 597964,37,7,14,100
8323,PI 656077,40.1,3.7,12,160
8324,PI 534155,46,6.6,13,88
8325,PI 534128,31,4.6,12,102
8326,PI 656051,52.4,8.3,15,140
8327,PI 329435,61.8,6.5,13,78
8328,PI 533824,42.4,6.8,16,70
8329,PI 533810,51.9,7.2,13,70
8330,PI 597968,32.1,6.6,11,78
8331,PI 642791,46,5.9,15,88
8332,PI 534116,38.5,4.4,10,72
8333,PI 576340,26,4,14,111
8334,PI 659693,20,4.2,10,58
8335,PI 642998,44.5,6.6,13,313
8336,PI 561073,NA,NA,15,122
8337,PI 656071,43,6.6,15,110
8338,PI 329440,44.6,5,15,73
8339,BTx623,43.5,4.5,9,88
8340,PI 655994,29.5,5.6,12,240
8341,PI 533979,34,3.8,10,98
8342,PI 533919,54,7.7,NA,NA
8343,BTx623,36.1,4.7,12,85
8344,PI 656056,40.1,7.3,13,90
8345,PI 597952,37.9,4.6,14,111
8346,PI 656085,35.6,4,12,65
8347,PI 534054,36,5,11,60
8348,BTx623,30,4.8,13,65
8349,PI 656048,27,5.1,11,140
8350,BTx623,32.7,4.3,15,103
8351,PI 642992,34.6,4.9,12,102
8352,PI 585295,35.4,8.7,13,75
8353,PI 656102,41.2,5.6,12,151
8354,PI 597945,x,NA,NA,NA
8355,PI 533910,43,6.2,12,71
8356,BTx623,33.9,5.4,11,101
8357,PI 659694,37.6,5,15,121
8358,PI 534053,31,3.3,14,75
8359,PI 656086,29,2.7,15,115
8360,PI 595744,20.6,3.5,12,140
8361,PI 656115,31.5,3.3,10,148
8362,PI 656014,43.5,4.5,13,150
8363,PI 597965,30,5.2,15,100
8364,PI 656023,41.2,5,14,150
8365,PI 534138,17.8,3.2,NA,NA
8366,PI 534105,55.9,5.7,14,82
8367,PI 534114,35,5.5,13,75
8368,PI 533750,49.6,5.6,11,70
8369,PI 561472,NA,NA,14,168
8370,PI 576373,29.5,3.3,14,71
8371,PI 595699,31.5,4.3,12,73
8372,PI 533912,26,4,9,97
8373,PI 533972,44.4,6.5,14,105
8374,PI 656061,34,4.1,14,95
8375,PI 534157,31.7,5.3,15,82
8376,PI 534101,42.2,5,14,85
8377,PI 576396,24.2,3.6,12,90
8378,Border,36.5,6.6,11,70
8379,Border,39.1,5.3,13,75
8380,Border,35.4,6.4,15,80
8381,PI 656004,31.6,3.4,16,88
8382,BTx623,39.5,5,12,90
8383,PI 656006,NA,NA,18,81
8384,PI 534135,NA,NA,16,60
8385,Border,32,5.8,12,71
8386,Border,39.6,2.7,11,80
8387,Border,35.5,4.7,13,78
8388,Border,30,4.5,14,89
8389,PI 576387,30,4,12,99
8390,BTx623,34,5.3,12,102
9536,PI 656056,32.4,5.6,12,110
9537,PI 597952,37.7,7.7,14,124
9538,PI 656085,54.1,6.6,11,70
9539,PI 656115,46.3,5.5,16,70
9540,PI 656023,37.1,4.3,13,92
9541,PI 534105,29.5,4.3,11,162
9542,PI 533902,40,4.9,12,80
9543,PI 576373,62.1,7.2,11,75
9544,PI 659693,32.5,5.5,11,72
9637,TX430,26.5,4.2,NA,NA
9638,PI 533878,47,6.9,NA,NA
9639,,34,5.1,NA,NA
9640,,64.5,7.7,NA,NA
9641,,50.2,5.3,NA,NA
9679,PI 656078,38.8,3.8,NA,NA
9736,PI 656023,32.5,5.1,12,109
9737,PI 329435,45,5.5,13,167
9738,PI 576387,60,6.1,13,84
9739,,25,5.4,12,82
9744,PI 656115,51,7.6,12,138
9835,PI 609456,NA,NA,18,252
9836,PI 533830,30,5,13,76
9837,PI 656050,39.2,6.4,12,255
9838,PI 533785,35.6,5.8,12,88
9843,PI 534112,68.5,7.8,12,92
9844,PI 655998,50.1,4.5,11,86
9845,Border,x,NA,NA,NA
