Unique_ID,Range,Row,Plot ID,Genotype,Flowering,Stand Count,Notes
25_2490,11,65,2490,PI 534152,8/12/2025,,
25_2491,11,64,2491,SC0870,8/18/2025,,
25_2492,11,63,2492,PI 656072,9/2/2025,,
25_2493,11,62,2493,SC0263,8/14/2025,,
25_2494,11,61,2494,PI 533905,8/7/2025,,
25_2495,11,60,2495,PI 656034,8/18/2025,,
25_2496,11,59,2496,PI 595706,8/7/2025,,
25_2497,11,58,2497,PI 533827,8/8/2025,,
25_2498,11,57,2498,SC0550,8/6/2025,,
25_2499,11,56,2499,PI 576374,8/19/2025,,
25_2500,11,55,2500,BTx643,8/12/2025,,
25_2501,12,55,2501,PI 576414,8/6/2025,,
25_2502,12,56,2502,Check,8/6/2025,,
25_2503,12,57,2503,PI 533975,8/1/2025,,
25_2504,12,58,2504,PI 533813,8/13/2025,,
25_2505,12,59,2505,PI 656069,8/20/2025,,
25_2506,12,60,2506,PI 533776,8/7/2025,,
25_2507,12,61,2507,PI 534043,8/8/2025,,
25_2508,12,62,2508,SC0436,8/14/2025,,
25_2509,12,63,2509,SC0878,8/5/2025,,
25_2510,12,64,2510,PI 656106,8/11/2025,,
25_2511,12,65,2511,PI 533866,7/30/2025,,
25_2512,12,66,2512,PI 533754,8/8/2025,,
25_2513,12,67,2513,PI 576416,7/29/2025,,
25_2514,12,68,2514,PI 533823,8/1/2025,,
25_2515,12,69,2515,Check,8/4/2025,,
25_2516,12,70,2516,PI 533855,8/8/2025,,
25_2517,12,71,2517,PI 533927,8/15/2025,,
25_2518,12,72,2518,PI 533836,8/18/2025,,
25_2519,12,73,2519,PI 595738,8/12/2025,,
25_2520,12,74,2520,Check,8/10/2025,,
25_2521,12,75,2521,PI 533886,7/27/2025,,
25_2522,12,76,2522,PI 656058,8/12/2025,,
25_2523,12,77,2523,PI 576357,8/8/2025,,
25_2524,12,78,2524,PI 576345,8/10/2025,,
25_2525,12,79,2525,PI 533959,8/7/2025,5,
25_2526,12,80,2526,PI 533971,8/6/2025,,
25_2527,12,81,2527,Check,8/7/2025,,
25_2528,12,82,2528,PI 533785,8/2/2025,,
25_2529,12,83,2529,PI 656073,8/22/2025,,
25_2530,12,84,2530,PI 533885,7/29/2025,,
25_2531,12,85,2531,PI 576387,8/5/2025,,
25_2532,12,86,2532,PI 629059,8/11/2025,,
25_2533,12,87,2533,PI 656005,8/5/2025,,
25_2534,12,88,2534,PI 576436,8/12/2025,,
25_2535,12,89,2535,PI 656000,8/12/2025,,
25_2536,12,90,2536,PI 534010,8/15/2025,,
25_2537,12,91,2537,PI 565121,8/7/2025,,
25_2538,12,92,2538,PI 533950,7/30/2025,,
25_2539,12,93,2539,Check,8/5/2025,,
25_2540,12,94,2540,SC1120,8/7/2025,,root lodging; 15%
25_2541,12,95,2541,PI 534095,8/3/2025,3,
25_2542,12,96,2542,PI 597977,7/29/2025,,
25_2543,12,97,2543,PI 533896,8/1/2025,,
25_2544,12,98,2544,PI 533976,8/10/2025,,
25_2545,12,99,2545,PI 576355,8/6/2025,,
25_2546,12,100,2546,PI 533864,7/25/2025,,
25_2547,12,101,2547,PI 656078,8/9/2025,,
25_2548,12,102,2548,PI 576350,7/29/2025,,
25_2549,12,103,2549,Check,8/6/2025,,
25_2550,12,104,2550,PI 656028,8/14/2025,,
25_9296,12,105,9296,Border,8/5/2025,,
25_9295,12,106,9295,Border,8/6/2025,,
25_9306,13,106,9306,Border,8/7/2025,,
25_9305,13,105,9305,Border,8/7/2025,,
25_2551,13,104,2551,PI 576354,8/13/2025,,
25_2552,13,103,2552,SC1114,7/30/2025,,
25_2553,13,102,2553,PI 656001,8/15/2025,,
25_2554,13,101,2554,PI 534032,8/11/2025,,
25_2555,13,100,2555,PI 534002,8/3/2025,,
25_2556,13,99,2556,PI 656097,8/18/2025,,
25_2557,13,98,2557,Check,8/6/2025,,
25_2558,13,97,2558,PI 566819,NA,,stem snap; 95%
25_2559,13,96,2559,PI 533881,8/3/2025,,
25_2560,13,95,2560,PI 656070,8/15/2025,,
25_2561,13,94,2561,PI 655982,8/8/2025,,
25_2562,13,93,2562,PI 533816,8/3/2025,,
25_2563,13,92,2563,PI 533924,8/15/2025,,
25_2564,13,91,2564,PI 533992,8/16/2025,,dirs
25_2565,13,90,2565,PI 656080,8/13/2025,,
25_2566,13,89,2566,PI 656049,8/17/2025,,
25_2567,13,88,2567,Check,8/5/2025,,
25_2568,13,87,2568,PI 576423,8/15/2025,,
25_2569,13,86,2569,PI 595727,8/7/2025,,
25_2570,13,85,2570,PI 534044,8/1/2025,,
25_2571,13,84,2571,PI 533809,8/7/2025,,
25_2572,13,83,2572,PI 655970,8/17/2025,,
25_2573,13,82,2573,PI 534085,7/30/2025,,
25_2574,13,81,2574,PI 533779,8/3/2025,,
25_2575,13,80,2575,PI 534049,8/12/2025,,
25_2576,13,79,2576,PI 656082,8/16/2025,,
25_2577,13,78,2577,PI 564163,8/5/2025,,
25_2578,13,77,2578,PI 576372,8/16/2025,,dirs
25_2579,13,76,2579,SC0914,8/11/2025,,
25_2580,13,75,2580,SC1082,7/28/2025,,
25_2581,13,74,2581,PI 656029,8/15/2025,,
25_2582,13,73,2582,PI 656107,8/15/2025,,
25_2583,13,72,2583,PI 533799,8/15/2025,5,
25_2584,13,71,2584,PI 656043,8/15/2025,,
25_2585,13,70,2585,PI 656091,8/18/2025,,
25_2586,13,69,2586,PI 534025,8/18/2025,,
25_2587,13,68,2587,PI 329435,8/16/2025,,
25_2588,13,67,2588,PI 534087,8/1/2025,,
25_2589,13,66,2589,PI 656074,8/10/2025,,
25_2590,13,65,2590,PI 534159,8/16/2025,,
25_2591,13,64,2591,PI 533761,8/14/2025,,
25_2592,13,63,2592,Check,8/5/2025,,
25_2593,13,62,2593,PI 576396,8/15/2025,,
25_2594,13,61,2594,PI 533977,8/14/2025,,
25_2595,13,60,2595,PI 533940,8/5/2025,,
25_2596,13,59,2596,PI 533773,8/5/2025,,
25_2597,13,58,2597,PI 533983,8/15/2025,,dirs
25_2598,13,57,2598,SC0438,8/4/2025,,
25_2599,13,56,2599,PI 534068,8/18/2025,,
25_2600,13,55,2600,PI 533786,8/20/2025,,
25_2601,14,55,2601,PI 656018,8/20/2025,,
25_2602,14,56,2602,SC0823,8/12/2025,,
25_2603,14,57,2603,PI 656036,8/20/2025,,dirs
25_2604,14,58,2604,PI 534096,7/29/2025,,
25_2605,14,59,2605,PI 656013,8/8/2025,,
25_2606,14,60,2606,PI 534133,8/1/2025,,
25_2607,14,61,2607,PI 34911,8/18/2025,,
25_2608,14,62,2608,SC1166,8/8/2025,,
25_2609,14,63,2609,PI 656121,8/1/2025,,
25_2610,14,64,2610,PI 534007,8/5/2025,,
25_2611,14,65,2611,PI 576328,8/12/2025,,
25_2612,14,66,2612,PI 533942,8/14/2025,,
25_2613,14,67,2613,PI 533792,8/9/2025,,
25_2614,14,68,2614,PI 533949,8/1/2025,,
25_2615,14,69,2615,PI 534051,8/11/2025,,
25_2616,14,70,2616,SC0685,7/30/2025,,
25_2617,14,71,2617,PI 576379,8/8/2025,,
25_2618,14,72,2618,PI 656100,8/16/2025,,
25_2619,14,73,2619,PI 533914,8/9/2025,,
25_2620,14,74,2620,SC0877,8/7/2025,,
25_2621,14,75,2621,SC0247,8/13/2025,,
25_2622,14,76,2622,SC0276,7/26/2025,,
25_2623,14,77,2623,PI 533819,8/1/2025,,
25_2624,14,78,2624,PI 576407,8/17/2025,,
25_2625,14,79,2625,PI 533774,7/30/2025,,
25_2626,14,80,2626,PI 576409,7/27/2025,,
25_2627,14,81,2627,PI 534058,7/28/2025,,
25_2628,14,82,2628,PI 653616,8/18/2025,,
25_2629,14,83,2629,PI 533796,8/5/2025,,
25_2630,14,84,2630,PI 533850,8/12/2025,,
25_2631,14,85,2631,PI 533749,8/15/2025,,
25_2632,14,86,2632,PI 533764,8/9/2025,,
25_2633,14,87,2633,PI 656085,7/29/2025,,
25_2634,14,88,2634,PI 597982,7/30/2025,,
25_2635,14,89,2635,PI 576359,8/15/2025,,
25_2636,14,90,2636,PI 533990,8/8/2025,,
25_2637,14,91,2637,Check,8/7/2025,,
25_2638,14,92,2638,PI 533746,7/30/2025,,
25_2639,14,93,2639,PI 533800,8/15/2025,,
25_2640,14,94,2640,PI 533943,8/16/2025,,dirs
25_2641,14,95,2641,Check,8/6/2025,,
25_2642,14,96,2642,PI 534075,8/2/2025,,
25_2643,14,97,2643,SC1058,8/18/2025,,
25_2644,14,98,2644,PI 534106,8/13/2025,,
25_2645,14,99,2645,PI 656052,8/20/2025,,
25_2646,14,100,2646,PI 595723,8/1/2025,,root lodging; 20%
25_2647,14,101,2647,PI 641824,8/20/2025,,
25_2648,14,102,2648,PI 534131,8/22/2025,,
25_2649,14,103,2649,PI 656077,7/30/2025,,root lodging; 10%
25_2650,14,104,2650,PI 534045,8/1/2025,,
25_9308,14,105,9308,Border,8/6/2025,,
25_9307,14,106,9307,Border,8/6/2025,,
25_9318,15,106,9318,Border,8/6/2025,,
25_9317,15,105,9317,Border,8/6/2025,,
25_2651,15,104,2651,PI 656063,8/7/2025,,
25_2652,15,103,2652,PI 329440,8/5/2025,,
25_2653,15,102,2653,PI 533768,7/31/2025,,
25_2654,15,101,2654,PI 597975,7/28/2025,,
25_2655,15,100,2655,PI 655988,8/12/2025,,
25_2656,15,99,2656,PI 533991,8/13/2025,,
25_2657,15,98,2657,PI 533952,8/7/2025,,
25_2658,15,97,2658,PI 656032,8/23/2025,,
25_2659,15,96,2659,PI 656053,8/11/2025,,
25_2660,15,95,2660,SC1193,8/15/2025,,
25_2661,15,94,2661,PI 595700,8/15/2025,,
25_2662,15,93,2662,PI 576356,8/10/2025,,
25_2663,15,92,2663,PI 656061,8/16/2025,,
25_2664,15,91,2664,PI 656057,8/18/2025,,
25_2665,15,90,2665,PI 533849,8/7/2025,,
25_2666,15,89,2666,PI 595717,8/12/2025,,
25_2667,15,88,2667,PI 533822,8/11/2025,,
25_2668,15,87,2668,PI 533829,8/12/2025,,
25_2669,15,86,2669,PI 656025,8/5/2025,,
25_2670,15,85,2670,PI 534023,8/18/2025,,
25_2671,15,84,2671,PI 533862,7/21/2025,,
25_2672,15,83,2672,Check,8/6/2025,,
25_2673,15,82,2673,PI 561472,8/14/2025,,
25_2674,15,81,2674,PI 534047,7/28/2025,,
25_2675,15,80,2675,PI 576365,8/7/2025,,
25_2676,15,79,2676,Check,8/6/2025,,
25_2677,15,78,2677,PI 597969,8/6/2025,,
25_2678,15,77,2678,PI 595708,8/2/2025,,
25_2679,15,76,2679,PI 533865,8/16/2025,,
25_2680,15,75,2680,PI 534092,8/14/2025,,
25_2681,15,74,2681,PI 656007,8/15/2025,,
25_2682,15,73,2682,PI 533995,7/29/2025,,
25_2683,15,72,2683,PI 595746,8/16/2025,,
25_2684,15,71,2684,PI 595729,7/30/2025,,
25_2685,15,70,2685,PI 534035,8/16/2025,,
25_2686,15,69,2686,PI 656088,8/4/2025,,
25_2687,15,68,2687,PI 576358,8/16/2025,,
25_2688,15,67,2688,SC0041,8/15/2025,,
25_2689,15,66,2689,Check,8/6/2025,,
25_2690,15,65,2690,PI 597980,7/30/2025,,
25_2691,15,64,2691,PI 576435,8/10/2025,,
25_2692,15,63,2692,PI 576389,8/11/2025,,
25_2693,15,62,2693,SC0249,8/6/2025,,
25_2694,15,61,2694,PI 534056,8/5/2025,,
25_2695,15,60,2695,PI 534132,8/17/2025,,
25_2696,15,59,2696,PI 656113,8/3/2025,,
25_2697,15,58,2697,SC0448,8/18/2025,,
25_2698,15,57,2698,PI 595703,8/13/2025,,
25_2699,15,56,2699,PI 597974,7/27/2025,,
25_2700,15,55,2700,PI 597964,NA,,
25_2701,16,55,2701,SC1216,8/11/2025,,
25_2702,16,56,2702,Check,8/8/2025,,
25_2703,16,57,2703,PI 533873,8/8/2025,,
25_2704,16,58,2704,PI 655977,8/8/2025,,
25_2705,16,59,2705,PI 659696,8/9/2025,,
25_2706,16,60,2706,PI 533807,8/12/2025,,
25_2707,16,61,2707,PI 534080,7/30/2025,,
25_2708,16,62,2708,PI 642793,8/11/2025,,
25_2709,16,63,2709,PI 533811,8/4/2025,,
25_2710,16,64,2710,PI 533781,7/29/2025,,
25_2711,16,65,2711,PI 533968,8/1/2025,,
25_2712,16,66,2712,PI 533830,7/28/2025,,
25_2713,16,67,2713,PI 534098,8/15/2025,,
25_2714,16,68,2714,PI 656047,8/16/2025,,
25_2715,16,69,2715,PI 533782,7/20/2025,,root lodging; 45%
25_2716,16,70,2716,PI 597972,7/31/2025,,
25_2717,16,71,2717,SC0409,8/2/2025,,
25_2718,16,72,2718,PI 534067,8/8/2025,,
25_2719,16,73,2719,SC0848,8/8/2025,,
25_2720,16,74,2720,Check,8/5/2025,,
25_2721,16,75,2721,PI 576375,8/16/2025,,
25_2722,16,76,2722,SC0551,8/9/2025,,
25_2723,16,77,2723,PI 534082,8/4/2025,,
25_2724,16,78,2724,PI 656024,8/15/2025,,
25_2725,16,79,2725,PI 533762,8/1/2025,,
25_2726,16,80,2726,PI 561071,8/15/2025,,
25_2727,16,81,2727,SC0999,8/14/2025,,
25_2728,16,82,2728,PI 655981,8/13/2025,,
25_2729,16,83,2729,PI 534090,7/28/2025,,
25_2730,16,84,2730,PI 533857,8/15/2025,,
25_2731,16,85,2731,PI 576399,8/8/2025,,
25_2732,16,86,2732,Check,8/9/2025,,
25_2733,16,87,2733,PI 534100,8/9/2025,,
25_2734,16,88,2734,PI 534120,8/17/2025,,
25_2735,16,89,2735,PI 576429,7/31/2025,,
25_2736,16,90,2736,PI 595722,8/13/2025,,
25_2737,16,91,2737,PI 576361,8/7/2025,,
25_2738,16,92,2738,PI 533747,7/30/2025,,
25_2739,16,93,2739,PI 533759,8/2/2025,,
25_2740,16,94,2740,SC0864,7/30/2025,,root lodging; 80%
25_2741,16,95,2741,PI 598070,8/20/2025,,
25_2742,16,96,2742,PI 576405,8/18/2025,,
25_2743,16,97,2743,SC0540,8/2/2025,,
25_2744,16,98,2744,PI 533984,8/5/2025,,
25_2745,16,99,2745,PI 597955,8/5/2025,,
25_2746,16,100,2746,Check,8/7/2025,,
25_2747,16,101,2747,PI 534122,8/15/2025,,
25_2748,16,102,2748,PI 595731,8/4/2025,,
25_2749,16,103,2749,PI 576415,7/27/2025,,
25_2750,16,104,2750,PI 656010,8/16/2025,,
25_9320,16,105,9320,Border,8/7/2025,,
25_9319,16,106,9319,Border,8/7/2025,,
25_9330,17,106,9330,Border,8/7/2025,,
25_9329,17,105,9329,Border,8/7/2025,,
25_2751,17,104,2751,PI 533996,8/2/2025,,
25_2752,17,103,2752,PI 534113,8/12/2025,,
25_2753,17,102,2753,Check,8/7/2025,,
25_2754,17,101,2754,PI 595718,7/31/2025,,
25_2755,17,100,2755,PI 533929,8/8/2025,,
25_2756,17,99,2756,PI 656055,8/18/2025,,dirs
25_2757,17,98,2757,PI 534121,8/18/2025,,
25_2758,17,97,2758,PI 534137,8/7/2025,,
25_2759,17,96,2759,PI 533851,8/8/2025,,
25_2760,17,95,2760,PI 576369,8/12/2025,,
25_2761,17,94,2761,SC0463,8/9/2025,,
25_2762,17,93,2762,PI 533852,8/7/2025,,
25_2763,17,92,2763,PI 534072,8/2/2025,,
25_2764,17,91,2764,PI 655986,8/13/2025,,
25_2765,17,90,2765,PI 533930,8/8/2025,,
25_2766,17,89,2766,PI 533788,7/31/2025,,
25_2767,17,88,2767,PI 597956,8/16/2025,,
25_2768,17,87,2768,PI 595734,8/11/2025,,
25_2769,17,86,2769,PI 576427,7/31/2025,,
25_2770,17,85,2770,PI 533837,8/18/2025,,dirs
25_2771,17,84,2771,PI 533745,8/1/2025,,
25_2772,17,83,2772,PI 533963,8/8/2025,,
25_2773,17,82,2773,PI 533912,7/28/2025,,
25_2774,17,81,2774,PI 533918,8/8/2025,,
25_2775,17,80,2775,PI 656086,8/7/2025,,
25_2776,17,79,2776,Check,8/5/2025,,
25_2777,17,78,2777,PI 576330,8/18/2025,,
25_2778,17,77,2778,PI 656006,8/15/2025,,
25_2779,17,76,2779,PI 534001,8/18/2025,,
25_2780,17,75,2780,PI 564165,8/16/2025,,
25_2781,17,74,2781,PI 576368,8/12/2025,,
25_2782,17,73,2782,PI 533946,8/12/2025,,
25_2783,17,72,2783,PI 533869,8/13/2025,,
25_2784,17,71,2784,SC0847,8/5/2025,,
25_2785,17,70,2785,PI 534054,8/13/2025,,
25_2786,17,69,2786,PI 533989,NA,,
25_2787,17,68,2787,PI 534118,8/17/2025,,
25_2788,17,67,2788,PI 656040,8/18/2025,,
25_2789,17,66,2789,PI 534147,8/5/2025,,
25_2790,17,65,2790,PI 597979,8/2/2025,,
25_2791,17,64,2791,PI 533771,8/1/2025,,
25_2792,17,63,2792,PI 533858,8/16/2025,,
25_2793,17,62,2793,PI 656027,8/15/2025,,
25_2794,17,61,2794,PI 534136,8/15/2025,,
25_2795,17,60,2795,Check,8/13/2025,,
25_2796,17,59,2796,SC0150,8/14/2025,,
25_2797,17,58,2797,PI 576337,8/6/2025,,
25_2798,17,57,2798,SC1119,7/31/2025,,
25_2799,17,56,2799,PI 534039,8/5/2025,,
25_2800,17,55,2800,Check,8/17/2025,,
25_2801,18,55,2801,PI 533986,8/13/2025,,
25_2802,18,56,2802,PI 656012,8/22/2025,,
25_2803,18,57,2803,PI 656016,8/6/2025,,
25_2804,18,58,2804,SC0895,8/8/2025,,stem snap; 40%
25_2805,18,59,2805,SC0631,8/8/2025,,
25_2806,18,60,2806,Check,8/8/2025,,
25_2807,18,61,2807,PI 597957,8/8/2025,,
25_2808,18,62,2808,PI 655994,8/7/2025,,
25_2809,18,63,2809,PI 598069,,,
25_2810,18,64,2810,PI 655972,8/7/2025,,
25_2811,18,65,2811,PI 656044,8/14/2025,,
25_2812,18,66,2812,PI 533978,8/6/2025,,
25_2813,18,67,2813,PI 533752,8/10/2025,,
25_2814,18,68,2814,PI 597950,8/11/2025,,
25_2815,18,69,2815,Check,8/6/2025,,
25_2816,18,70,2816,PI 533820,8/8/2025,,
25_2817,18,71,2817,PI 534115,8/13/2025,,
25_2818,18,72,2818,PI 656054,8/28/2025,,root lodging; 10%
25_2819,18,73,2819,PI 655983,8/17/2025,,
25_2820,18,74,2820,PI 533878,8/16/2025,,
25_2821,18,75,2821,PI 655971,8/7/2025,,
25_2822,18,76,2822,PI 655975,8/13/2025,,
25_2823,18,77,2823,PI 656056,8/14/2025,,
25_2824,18,78,2824,PI 576331,8/18/2025,,
25_2825,18,79,2825,PI 533928,8/7/2025,,stem snap; 25%
25_2826,18,80,2826,PI 597971,8/4/2025,,
25_2827,18,81,2827,PI 534036,8/16/2025,,
25_2828,18,82,2828,PI 533965,8/15/2025,,
25_2829,18,83,2829,PI 533921,8/7/2025,,
25_2830,18,84,2830,PI 533853,8/7/2025,,
25_2831,18,85,2831,PI 595719,8/18/2025,,
25_2832,18,86,2832,PI 533790,7/29/2025,,
25_2833,18,87,2833,PI 533907,8/22/2025,,
25_2834,18,88,2834,PI 533805,8/6/2025,,
25_2835,18,89,2835,PI 534066,8/2/2025,,
25_2836,18,90,2836,SC0871,8/13/2025,,
25_2837,18,91,2837,PI 533985,8/8/2025,,
25_2838,18,92,2838,PI 576341,8/1/2025,,
25_2839,18,93,2839,Check,8/8/2025,,
25_2840,18,94,2840,PI 534154,8/20/2025,,"dirs, back date Aug 11"
25_2841,18,95,2841,SC0314,8/7/2025,,
25_2842,18,96,2842,PI 595699,8/15/2025,,dirs
25_2843,18,97,2843,PI 576367,8/11/2025,,
25_2844,18,98,2844,PI 534006,8/20/2025,,
25_2845,18,99,2845,PI 656117,8/11/2025,,
25_2846,18,100,2846,PI 533988,8/4/2025,,
25_2847,18,101,2847,PI 533756,8/6/2025,,
25_2848,18,102,2848,SC0458,8/20/2025,,
25_2849,18,103,2849,PI 533936,8/7/2025,,
25_2850,18,104,2850,PI 576344,8/13/2025,,
25_9332,18,105,9332,Border,8/7/2025,,
25_9331,18,106,9331,Border,8/7/2025,,
25_9342,19,106,9342,Border,8/7/2025,,
25_9341,19,105,9341,Border,8/7/2025,,
25_2851,19,104,2851,PI 656119,7/29/2025,,
25_2852,19,103,2852,PI 655999,8/22/2025,,
25_2853,19,102,2853,PI 656002,8/15/2025,,
25_2854,19,101,2854,PI 576339,8/5/2025,,
25_2855,19,100,2855,PI 533923,8/4/2025,,
25_2856,19,99,2856,PI 533765,8/7/2025,,
25_2857,19,98,2857,PI 576403,8/9/2025,,
25_2858,19,97,2858,PI 534112,8/12/2025,,
25_2859,19,96,2859,SC0921,8/13/2025,,
25_2860,19,95,2860,Check,8/6/2025,,
25_2861,19,94,2861,SC0092,8/18/2025,,
25_2862,19,93,2862,PI 595728,8/18/2025,,
25_2863,19,92,2863,PI 534083,8/3/2025,,
25_2864,19,91,2864,PI 534125,8/18/2025,,
25_2865,19,90,2865,PI 597965,8/1/2025,,
25_2866,19,89,2866,SC0556,8/9/2025,,
25_2867,19,88,2867,PI 540816,8/16/2025,,
25_2868,19,87,2868,PI 533964,8/15/2025,,
25_2869,19,86,2869,Check,8/10/2025,,
25_2870,19,85,2870,SC0266,7/31/2025,,
25_2871,19,84,2871,PI 534091,7/29/2025,,
25_2872,19,83,2872,PI 656059,8/13/2025,,
25_2873,19,82,2873,Check,8/10/2025,,
25_2874,19,81,2874,SC0547,7/30/2025,,
25_2875,19,80,2875,PI 655974,8/20/2025,,
25_2876,19,79,2876,PI 534094,8/7/2025,,
25_2877,19,78,2877,PI 534024,8/20/2025,,
25_2878,19,77,2878,PI 533818,8/2/2025,,
25_2879,19,76,2879,PI 533962,8/16/2025,,"dirs, back date Aug 11"
25_2880,19,75,2880,PI 595721,8/3/2025,,
25_2881,19,74,2881,PI 534126,8/22/2025,,
25_2882,19,73,2882,PI 533993,8/5/2025,,
25_2883,19,72,2883,PI 533755,8/15/2025,,
25_2884,19,71,2884,PI 534059,8/2/2025,,
25_2885,19,70,2885,Check,8/11/2025,,
25_2886,19,69,2886,PI 595748,8/15/2025,,
25_2887,19,68,2887,PI 533970,8/6/2025,,
25_2888,19,67,2888,PI 534026,8/8/2025,,
25_2889,19,66,2889,PI 576347,7/29/2025,,
25_2890,19,65,2890,PI 595702,8/2/2025,,
25_2891,19,64,2891,PI 533872,7/31/2025,,
25_2892,19,63,2892,PI 533842,8/17/2025,,
25_2893,19,62,2893,PI 534166,7/30/2025,,
25_2894,19,61,2894,PI 597949,8/20/2025,,
25_2895,19,60,2895,PI 597970,8/9/2025,,
25_2896,19,59,2896,PI 561073,8/20/2025,,
25_2897,19,58,2897,PI 655979,8/5/2025,,
25_2898,19,57,2898,PI 597967,8/15/2025,,
25_2899,19,56,2899,PI 597981,7/28/2025,,
25_2900,19,55,2900,PI 655973,8/18/2025,,
25_2901,20,55,2901,PI 533908,8/20/2025,,
25_2902,20,56,2902,Check,8/7/2025,,
25_2903,20,57,2903,PI 534117,7/30/2025,,
25_2904,20,58,2904,PI 595716,8/2/2025,,
25_2905,20,59,2905,PI 534076,8/3/2025,,
25_2906,20,60,2906,PI 642998,8/12/2025,,
25_2907,20,61,2907,PI 534028,8/7/2025,,
25_2908,20,62,2908,PI 533999,8/8/2025,,
25_2909,20,63,2909,PI 534005,8/8/2025,,
25_2910,20,64,2910,Check,8/7/2025,,
25_2911,20,65,2911,PI 597960,8/5/2025,,
25_2912,20,66,2912,Check,8/7/2025,,
25_2913,20,67,2913,PI 656116,7/28/2025,,
25_2914,20,68,2914,PI 534027,8/12/2025,,
25_2915,20,69,2915,PI 533906,8/18/2025,,
25_2916,20,70,2916,PI 576422,8/8/2025,,
25_2917,20,71,2917,PI 597968,8/4/2025,,
25_2918,20,72,2918,PI 533838,7/27/2025,,
25_2919,20,73,2919,Check,8/4/2025,,
25_2920,20,74,2920,PI 533750,8/22/2025,,
25_2921,20,75,2921,PI 595744,8/5/2025,,
25_2922,20,76,2922,PI 656093,8/16/2025,,
25_2923,20,77,2923,SC0343,8/4/2025,,
25_2924,20,78,2924,PI 576426,8/16/2025,,
25_2925,20,79,2925,Check,8/6/2025,,
25_2926,20,80,2926,PI 534070,7/29/2025,,
25_2927,20,81,2927,PI 595724,8/7/2025,,
25_2928,20,82,2928,Check,8/6/2025,,
25_2929,20,83,2929,PI 533972,8/18/2025,,
25_2930,20,84,2930,PI 533758,8/8/2025,,
25_2931,20,85,2931,PI 534138,8/5/2025,,
25_2932,20,86,2932,PI 534104,8/11/2025,,
25_2933,20,87,2933,PI 595739,8/20/2025,,"dirs, back date ~Aug 10"
25_2934,20,88,2934,PI 533960,8/7/2025,,
25_2935,20,89,2935,PI 576400,8/15/2025,,
25_2936,20,90,2936,PI 17548,8/2/2025,,
25_2937,20,91,2937,SC0400,7/26/2025,,
25_2938,20,92,2938,SC1023,8/5/2025,,
25_2939,20,93,2939,PI 533987,8/1/2025,,
25_2940,20,94,2940,PI 533913,8/7/2025,,
25_2941,20,95,2941,Check,8/6/2025,,
25_2942,20,96,2942,PI 533828,7/30/2025,,
25_2943,20,97,2943,PI 22326,8/17/2025,,
25_2944,20,98,2944,SC0287,7/23/2025,,root lpdging; 80%
25_2945,20,99,2945,PI 534017,8/8/2025,,
25_2946,20,100,2946,PI 533769,8/4/2025,,
25_2947,20,101,2947,SC0582,8/18/2025,,
25_2948,20,102,2948,PI 533834,8/17/2025,,dirs back date Aug 12
25_2949,20,103,2949,PI 533969,8/16/2025,,
25_2950,20,104,2950,PI 576338,8/12/2025,,
25_9344,20,105,9344,Border,8/4/2025,,
25_9343,20,106,9343,Border,8/5/2025,,
25_9356,21,106,9356,Border,8/5/2025,,
25_9355,21,105,9355,Border,8/6/2025,,
25_2951,21,104,2951,PI 534061,8/6/2025,,
25_2952,21,103,2952,PI 533997,8/7/2025,,
25_2953,21,102,2953,PI 534128,8/16/2025,,
25_2954,21,101,2954,PI 656098,7/29/2025,,
25_2955,21,100,2955,Check,8/9/2025,,
25_2956,21,99,2956,PI 655997,8/12/2025,,
25_2957,21,98,2957,PI 534139,8/6/2025,,
25_2958,21,97,2958,PI 576393,8/7/2025,,
25_2959,21,96,2959,PI 576418,8/17/2025,,
25_2960,21,95,2960,PI 576329,8/12/2025,,
25_2961,21,94,2961,PI 533955,8/4/2025,,
25_2962,21,93,2962,PI 576336,7/29/2025,,
25_2963,21,92,2963,PI 576430,7/28/2025,,
25_2964,21,91,2964,Check,8/7/2025,,
25_2965,21,90,2965,PI 533998,7/29/2025,,
25_2966,21,89,2966,SC0191,8/7/2025,,
25_2967,21,88,2967,Check,8/5/2025,,
25_2968,21,87,2968,PI 533847,8/7/2025,,
25_2969,21,86,2969,PI 533931,8/9/2025,,
25_2970,21,85,2970,PI 576402,8/18/2025,,
25_2971,21,84,2971,PI 656079,8/7/2025,,
25_2972,21,83,2972,BTx645,8/11/2025,,
25_2973,21,82,2973,PI 595710,8/17/2025,,
25_2974,21,81,2974,PI 534093,7/28/2025,,
25_2975,21,80,2975,SC0236,8/11/2025,,
25_2976,21,79,2976,PI 533797,8/20/2025,,
25_2977,21,78,2977,PI 533803,7/28/2025,,
25_2978,21,77,2978,PI 533871,8/5/2025,,
25_2979,21,76,2979,PI 533909,8/4/2025,,
25_2980,21,75,2980,PI 533856,8/8/2025,,
25_2981,21,74,2981,PI 656033,8/18/2025,,
25_2982,21,73,2982,PI 534031,8/16/2025,,
25_2983,21,72,2983,PI 576362,8/11/2025,,
25_2984,21,71,2984,PI 534079,7/30/2025,,
25_2985,21,70,2985,PI 533967,7/31/2025,,
25_2986,21,69,2986,PI 534141,8/18/2025,,
25_2987,21,68,2987,PI 534101,8/5/2025,,
25_2988,21,67,2988,PI 576390,7/31/2025,,
25_2989,21,66,2989,SC0521,7/29/2025,,
