Unique_ID,Range,Row,Plot ID,Genotype,FLOWERING,Notes,Stand Count
25_1493,11,10,1493,PI 534125,8/17/2025,,3
25_1494,11,9,1494,SC1133,7/29/2025,,
25_1495,11,8,1495,SC0550,8/13/2025,,2
25_1496,11,7,1496,Check,8/10/2025,,
25_1497,11,6,1497,PI 659695,8/16/2025,,
25_1498,11,5,1498,PI 533929,8/7/2025,,
25_9292,11,4,9292,Mixed,,,
25_9291,11,3,9291,Mixed,,,
25_9290,11,2,9290,Border,,,
25_9289,11,1,9289,Border,,,
25_9300,12,1,9300,Border,,,
25_9299,12,2,9299,Border,,,
25_9298,12,3,9298,Mixed,,,
25_9297,12,4,9297,Mixed,,,
25_1503,12,5,1503,PI 533769,8/1/2025,,
25_1504,12,6,1504,PI 656112,8/12/2025,,
25_1505,12,7,1505,PI 656033,8/19/2025,,
25_1506,12,8,1506,PI 576373,8/20/2025,,1
25_1507,12,9,1507,PI 656116,8/2/2025,,
25_1508,12,10,1508,SC0201,8/16/2025,,
25_1509,12,11,1509,PI 576404,7/27/2025,,
25_1510,12,12,1510,PI 629040,8/11/2025,,
25_1511,12,13,1511,SC0517,7/30/2025,,
25_1512,12,14,1512,PI 534050,8/9/2025,missed to capture in time,
25_1513,12,15,1513,PI 534099,8/9/2025,,
25_1514,12,16,1514,PI 597962,8/20/2025,,
25_1515,12,17,1515,SC0003,8/5/2025,,
25_1516,12,18,1516,PI 656002,8/16/2025,,
25_1517,12,19,1517,Check,8/5/2025,,
25_1518,12,20,1518,PI 533914,8/11/2025,,
25_1519,12,21,1519,PI 656044,8/13/2025,,
25_1520,12,22,1520,PI 576394,8/15/2025,,
25_1521,12,23,1521,PI 533880,8/4/2025,,2
25_1522,12,24,1522,Check,8/7/2025,,
25_1523,12,25,1523,PI 533833,8/6/2025,,
25_1524,12,26,1524,SC1120,8/5/2025,,
25_1525,12,27,1525,PI 576359,8/15/2025,,
25_1526,12,28,1526,PI 656095,7/31/2025,,
25_1527,12,29,1527,Check,8/7/2025,,
25_1528,12,30,1528,PI 656013,8/7/2025,,
25_1529,12,31,1529,PI 533965,8/4/2025,,
25_1530,12,32,1530,PI 656107,8/15/2025,chlorosis,
25_1531,12,33,1531,PI 534028,8/14/2025,,
25_1532,12,34,1532,PI 576390,8/1/2025,,
25_1533,12,35,1533,PI 534070,7/30/2025,,
25_1534,12,36,1534,PI 533786,8/13/2025,,1
25_1535,12,37,1535,PI 534031,8/17/2025,,
25_1536,12,38,1536,PI 576412,8/18/2025,,2
25_1537,12,39,1537,PI 533762,8/4/2025,,
25_1538,12,40,1538,PI 533791,7/29/2025,,
25_1539,12,41,1539,PI 533787,8/1/2025,,
25_1540,12,42,1540,PI 533773,8/5/2025,,
25_1541,12,43,1541,PI 595723,8/5/2025,50%root lodging,
25_1542,12,44,1542,PI 656025,8/1/2025,,
25_1543,12,45,1543,PI 576355,8/3/2025,,
25_1544,12,46,1544,PI 534111,8/6/2025,,
25_1545,12,47,1545,PI 656120,8/5/2025,,
25_1546,12,48,1546,PI 576331,8/14/2025,,
25_1547,12,49,1547,SC0814,8/13/2025,,
25_1548,12,50,1548,SC0276,7/29/2025,,
25_1549,12,51,1549,PI 533864,7/28/2025,,
25_1550,12,52,1550,PI 533824,8/17/2025,,
25_1501,12,53,1501,PI 534139,8/8/2025,,
25_1502,12,54,1502,SC1193,8/11/2025,,
25_1599,13,54,1599,PI 534164,8/14/2025,difficult to capture the right stagey7,
25_1600,13,53,1600,PI 656063,8/17/2025,,5
25_1551,13,52,1551,Check,8/10/2025,,
25_1552,13,51,1552,PI 576430,7/29/2025,,
25_1553,13,50,1553,PI 597973,8/18/2025,,
25_1554,13,49,1554,PI 533885,7/29/2025,,
25_1555,13,48,1555,PI 597954,8/6/2025,,
25_1556,13,47,1556,PI 533926,7/28/2025,,
25_1557,13,46,1557,PI 576370,8/12/2025,,
25_1558,13,45,1558,PI 534037,8/4/2025,,
25_1559,13,44,1559,PI 533887,7/31/2025,100%root lodging,
25_1560,13,43,1560,PI 576353,8/15/2025,,
25_1561,13,42,1561,PI 534107,8/5/2025,,
25_1562,13,41,1562,PI 576426,8/18/2025,,
25_1563,13,40,1563,PI 656114,8/8/2025,,
25_1564,13,39,1564,SC0713,7/29/2025,,
