"Variety Name","Plot Number","Block","LeafPhotoA","LeafPhotoNotesA"
"SC 968","10826","1",,"missing"
"SC 1277","10827","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10827_LeafPhotoA_2025-10-24%2009_46_58.546-05_00.jpg",
"KA 21 Gajerar Kaura","10901","1",,"missing"
"Mashica","10902","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10902_LeafPhotoA_2025-10-24%2010_20_53.805-05_00.jpg",
"SAP-294","10903","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10903_LeafPhotoA_2025-10-24%2010_23_23.369-05_00.jpg",
"SAP-137","10904","1",,"missing"
"80M","10905","1",,"missing"
"Town","10906","1",,"missing"
"SC 170-6-17","10907","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10907_LeafPhotoA_2025-10-24%2010_27_09.582-05_00.jpg",
"96CD635","10908","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10908_LeafPhotoA_2025-10-24%2010_29_14.039-05_00.jpg",
"Check","10909","1",,"missinf"
"Check","10910","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10910_LeafPhotoA_2025-10-24%2010_31_25.158-05_00.jpg",
"K.3 Perimanjial Irungu Cholam","10911","1",,"missing"
"MN 1592 (preconverted)","10912","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10912_LeafPhotoA_2025-10-24%2010_32_54.084-05_00.jpg",
"SAP-149","10913","1",,"missing"
"Lambas","10914","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10914_LeafPhotoA_2025-10-24%2010_35_24.879-05_00.jpg",
"SAP-312","10915","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10915_LeafPhotoA_2025-10-24%2010_36_52.306-05_00.jpg",
"BTx615","10916","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10916_LeafPhotoA_2025-10-24%2010_39_56.584-05_00.jpg",
"Check","10917","1",,"missing"
"RTx2910","10918","1",,"missing"
"Tuery 11","10919","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10919_LeafPhotoA_2025-10-24%2010_42_30.112-05_00.jpg",
"Barking 119","10920","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10920_LeafPhotoA_2025-10-24%2010_44_26.491-05_00.jpg",
"Chanan Singoo","10921","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10921_LeafPhotoA_2025-10-24%2010_46_53.369-05_00.jpg",
"Check","10922","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10922_LeafPhotoA_2025-10-24%2010_48_38.249-05_00.jpg",
"Check","10923","1",,"missing"
"BTx623_(XK: fromBIllRooney_TAMU_2024)","10924","1",,"missing"
"WILEY","10925","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10925_LeafPhotoA_2025-10-24%2010_50_32.120-05_00.jpg",
"SAP-50","10926","1",,"n/a"
"SC 1484","10927","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F10927_LeafPhotoA_2025-10-24%2010_52_18.114-05_00.jpg",
"Jonar Tamargundi","11001","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11001_LeafPhotoA_2025-10-24%2010_58_55.760-05_00.jpg",
"ICSV 745","11002","1",,"n/a"
"F.C.I. 4201","11003","1",,"n/a"
"Check","11004","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11004_LeafPhotoA_2025-10-24%2011_02_17.058-05_00.jpg",
"Check","11005","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11005_LeafPhotoA_2025-10-24%2011_04_29.986-05_00.jpg",
"DEER","11006","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11006_LeafPhotoA_2025-10-24%2011_06_11.491-05_00.jpg",
"SC 702","11007","1",,"n/a"
"SC 1451","11008","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11008_LeafPhotoA_2025-10-24%2011_09_03.749-05_00.jpg",
"SC 25","11009","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11009_LeafPhotoA_2025-10-24%2011_11_24.832-05_00.jpg",
"Huria White 621","11010","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11010_LeafPhotoA_2025-10-24%2011_14_42.424-05_00.jpg",
"BA45 Faria Bonkum","11011","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11011_LeafPhotoA_2025-10-24%2011_16_40.485-05_00.jpg","labeled as 10 "
"BE 25","11012","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11012_LeafPhotoA_2025-10-24%2011_19_46.925-05_00.jpg",
"SAP-150","11013","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11013_LeafPhotoA_2025-10-24%2011_21_52.021-05_00.jpg",
"RTx437","11014","1",,"n/a"
"Chari Uri","11015","1",,"n/a"
"M35-1","11016","1",,"n/a"
"Check","11017","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11017_LeafPhotoA_2025-10-24%2011_23_56.458-05_00.jpg",
"BTx623_(XK: fromBillRooney_TAMU_2024)","11018","1",,"n/a"
"54.K.94(Witchweed res.)","11019","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11019_LeafPhotoA_2025-10-24%2011_26_34.441-05_00.jpg",
"KA 12 Janjari","11020","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11020_LeafPhotoA_2025-10-24%2011_28_23.498-05_00.jpg",
"RED AMBER","11021","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11021_LeafPhotoA_2025-10-24%2011_30_11.572-05_00.jpg",
"SAP-264","11022","1",,"n/a"
"SAN CHI SAN","11023","1",,"n/a"
"TEXAS BLACKHULL KAFIR","11024","1",,"n/a"
"SC 695","11025","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11025_LeafPhotoA_2025-10-24%2011_32_47.811-05_00.jpg",
"Check","11026","1",,"n/a"
"SC 610","11027","1",,"n/a"
"SB-283","11101","1",,"n/a"
"IS 12661","11102","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11102_LeafPhotoA_2025-10-24%2011_41_58.550-05_00.jpg",
"Check","11103","1",,"n/a"
"Mashica","11104","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11104_LeafPhotoA_2025-10-24%2011_43_49.288-05_00.jpg",
"ICSV 400","11105","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11105_LeafPhotoA_2025-10-24%2011_44_40.988-05_00.jpg",
"SAP-131","11106","1",,"n/a"
"MR732","11107","1",,"n/a"
"SC 498","11108","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11108_LeafPhotoA_2025-10-24%2011_45_47.821-05_00.jpg",
"SC 1271","11109","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11109_LeafPhotoA_2025-10-24%2011_46_36.628-05_00.jpg",
"P 3742","11110","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11110_LeafPhotoA_2025-10-24%2011_47_32.744-05_00.jpg",
"Kokla","11111","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11111_LeafPhotoA_2025-10-24%2011_48_31.412-05_00.jpg",
"Maja Abiad Q2/2/68","11112","1",,"n/a"
"SAP-151","11113","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11113_LeafPhotoA_2025-10-24%2011_50_17.882-05_00.jpg",
"SAP-139","11114","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11114_LeafPhotoA_2025-10-24%2011_51_16.450-05_00.jpg",
"EC 21361 G30","11115","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11115_LeafPhotoA_2025-10-24%2011_52_27.808-05_00.jpg",
"Check","11116","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11116_LeafPhotoA_2025-10-24%2011_53_22.715-05_00.jpg",
"N250B","11117","1",,"n/a"
"Check","11118","1",,"n/a"
"Budy","11119","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11119_LeafPhotoA_2025-10-24%2011_55_01.394-05_00.jpg",
"No. 59 Bekedjie, Kembolcha Ethiopia","11120","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11120_LeafPhotoA_2025-10-24%2011_55_48.789-05_00.jpg",
"No. 5 Gambela","11121","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11121_LeafPhotoA_2025-10-24%2011_56_45.645-05_00.jpg",
"SAP-336","11122","1",,"n/a"
"Tx2741","11123","1",,"n/a"
"MN 708 (preconverted)","11124","1",,"n/a"
"Check","11125","1",,"n/a"
"Check","11126","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11126_LeafPhotoA_2025-10-24%2011_59_24.692-05_00.jpg",
"SC 1494","11127","1",,"n/a"
"WHITE KAFIR","11201","1",,"n/a"
"Kodilib","11202","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11202_LeafPhotoA_2025-10-24%2012_04_03.844-05_00.jpg",
"Check","11203","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11203_LeafPhotoA_2025-10-24%2012_06_23.899-05_00.jpg",
"Segaolane","11204","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11204_LeafPhotoA_2025-10-24%2012_09_25.705-05_00.jpg",
"RIO","11205","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11205_LeafPhotoA_2025-10-24%2012_12_12.865-05_00.jpg",
"Check","11206","1",,"n/a"
"SC 1074","11207","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11207_LeafPhotoA_2025-10-24%2012_14_09.438-05_00.jpg",
"Check","11208","1",,"n/a"
"Check","11209","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11209_LeafPhotoA_2025-10-24%2012_15_42.568-05_00.jpg",
"255 Tirter","11210","1",,"n/a"
"Sinidyil 177","11211","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11211_LeafPhotoA_2025-10-24%2012_18_53.319-05_00.jpg",
"Check","11212","1",,"n/a"
"Marupantse","11213","1",,"n/a"
"EC 21428 SB 63","11214","1",,"n/a"
"SAP-323","11215","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11215_LeafPhotoA_2025-10-24%2012_20_59.823-05_00.jpg",
"SC 391","11216","1",,"n/a"
"SC 373","11217","1",,"n/a"
"SC 1465","11218","1",,"n/a"
"Check","11219","1",,"n/a"
"Framiola DL/59/1539","11220","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11220_LeafPhotoA_2025-10-24%2012_22_23.547-05_00.jpg",
"SAP-263","11221","1",,"n/a"
"SAP-157","11222","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11222_LeafPhotoA_2025-10-24%2012_23_55.814-05_00.jpg",
"KS 115","11223","1",,"n/a"
"Black Spanish","11224","1",,"n/a"
"SC 59","11225","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11225_LeafPhotoA_2025-10-24%2012_24_51.853-05_00.jpg",
"TX 378 (REDLAN) B LINE","11226","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11226_LeafPhotoA_2025-10-24%2012_25_43.877-05_00.jpg",
"LianTang Ai","11227","1",,"n/a"
"Check","11301","1",,"n/a"
"J.A.T.S. #67","11302","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11302_LeafPhotoA_2025-10-24%2013_05_57.995-05_00.jpg",
"Bonkum","11303","1",,"n/a"
"Check","11304","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11304_LeafPhotoA_2025-10-24%2013_07_30.728-05_00.jpg",
"SEPON82","11305","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11305_LeafPhotoA_2025-10-24%2013_09_13.282-05_00.jpg",
"SAP-166","11306","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11306_LeafPhotoA_2025-10-24%2013_11_18.629-05_00.jpg",
"SC 971","11307","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11307_LeafPhotoA_2025-10-24%2013_13_21.050-05_00.jpg",
"COMBINE KAFIR-60","11308","1",,"n/a"
"Check","11309","1",,"n/a"
"Nebraska 6350","11310","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11310_LeafPhotoA_2025-10-24%2013_17_46.645-05_00.jpg",
"No. 755 Muzeba","11311","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11311_LeafPhotoA_2025-10-24%2013_15_36.746-05_00.jpg",
"6428 Sian","11312","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11312_LeafPhotoA_2025-10-24%2013_22_07.309-05_00.jpg",
"SAP-168","11313","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11313_LeafPhotoA_2025-10-24%2013_23_28.172-05_00.jpg",
"Check","11314","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11314_LeafPhotoA_2025-10-24%2013_24_52.528-05_00.jpg",
"SAP-395","11315","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11315_LeafPhotoA_2025-10-24%2013_26_32.678-05_00.jpg",
"SC 301","11316","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11316_LeafPhotoA_2025-10-24%2013_27_53.504-05_00.jpg",
"Check","11317","1",,"n/a"
"TX 399(DALHART RES WHTLND)B LN","11318","1",,"n/a"
"PL 47","11319","1",,"n/a"
"2033Z-3","11320","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11320_LeafPhotoA_2025-10-24%2013_31_04.814-05_00.jpg",
"EC 21360 G29","11321","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11321_LeafPhotoA_2025-10-24%2013_32_50.025-05_00.jpg",
"Check","11322","1",," n/a"
"SAP-286","11323","1",,"n/a"
"SPUR FETERITA","11324","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11324_LeafPhotoA_2025-10-24%2013_35_41.914-05_00.jpg",
"Check","11325","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11325_LeafPhotoA_2025-10-24%2013_37_38.156-05_00.jpg",
"SAP-380","11326","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11326_LeafPhotoA_2025-10-24%2013_38_52.451-05_00.jpg",
"Check","11327","1",,"n/a"
"BTx638","11401","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11401_LeafPhotoA_2025-10-24%2013_43_49.280-05_00.jpg",
"Check","11402","1",,"n/a"
"SAP-404","11403","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11403_LeafPhotoA_2025-10-24%2013_45_23.261-05_00.jpg",
"RCV","11404","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11404_LeafPhotoA_2025-10-24%2013_46_45.045-05_00.jpg",
"Standard Blackhull Kafir","11405","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11405_LeafPhotoA_2025-10-24%2013_47_53.889-05_00.jpg",
"SAP-386","11406","1",,"n/a"
"Marupantse","11407","1",,"n/a"
"IS 8525(J)","11408","1",,"n/a"
"Check","11409","1",,"n/a"
"Culum Brick","11410","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11410_LeafPhotoA_2025-10-24%2013_49_49.229-05_00.jpg",
"Check","11411","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11411_LeafPhotoA_2025-10-24%2013_51_03.867-05_00.jpg",
"Mugbash 56/56","11412","1",,"n/a"
"BTx2928","11413","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11413_LeafPhotoA_2025-10-24%2013_52_28.446-05_00.jpg",
"Check","11414","1",,"n/a"
"SAP-170","11415","1",,"n/a"
"REDBINE-60","11416","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11416_LeafPhotoA_2025-10-24%2013_54_40.544-05_00.jpg",
"STANDARD WHITE MILO","11417","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11417_LeafPhotoA_2025-10-24%2013_56_02.914-05_00.jpg",
"SC 1416","11418","1",,"n/a"
"KA 15 Yazgar Giwa","11419","1",,"n/a"
"Feterita Geshaish","11420","1",,"n/a"
"M 1","11421","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11421_LeafPhotoA_2025-10-24%2013_58_25.217-05_00.jpg",
"WACONIA","11422","1",,"n/a"
"SAP-158","11423","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11423_LeafPhotoA_2025-10-24%2013_59_59.013-05_00.jpg",
"TAM2566","11424","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11424_LeafPhotoA_2025-10-24%2014_01_48.762-05_00.jpg",
"Check","11425","1",,"n/a"
"KAT83369","11426","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11426_LeafPhotoA_2025-10-24%2014_03_33.906-05_00.jpg",
"Tx2785","11427","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11427_LeafPhotoA_2025-10-24%2014_05_54.868-05_00.jpg",
"Check","11501","1",,"n/a"
"DWARF YELLOW MILO","11502","1",,"n/a"
"SURENO","11503","1","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2F2025%20Sorghum_Update_073125-XK_Index%2FLeafPhotoA%2F11503_LeafPhotoA_2025-10-24%2014_09_35.158-05_00.jpg",
