trait,n_significant_loci,cluster_jaccard_similarity_ge_0_25,cluster_jaccard_similarity_ge_0_50,cluster025,human_score,percentUnhealthy,max_abs_severity_r,severity_r_ge_0_4,severity_r_ge_0_5,n_loci,has_validated_locus,has_proposed_locus,has_new_annotation_locus,candidate_loci,reported_candidate_genes,has_validated_or_proposed_locus,has_any_reported_candidate_locus
embedding_mean_903,4,71,109,71,0.1454731470745933,0.2562628556230837,0.2562628556230837,False,False,4,True,True,True,1:8148280-8148280;4:39427905-40735252;4:41660724-42295420;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_904,1,17,25,17,0.133733072615405,0.1523865242072924,0.1523865242072924,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_mean_907,1,61,92,61,0.2648430947365431,0.3280895224943699,0.3280895224943699,False,False,1,False,False,False,4:59819846-59985751,,False,False
embedding_mean_908,1,104,157,104,0.0660661901766231,0.0211150201407156,0.0660661901766231,False,False,1,False,False,False,3:8691957-8856682,,False,False
embedding_mean_910,1,160,213,160,0.2556007228628082,0.2428287316132266,0.2556007228628082,False,False,1,False,False,False,3:80073263-80073263,,False,False
embedding_mean_911,1,161,214,161,0.3427513395606985,0.3522724769784417,0.3522724769784417,False,False,1,False,False,False,1:1996062-1996062,,False,False
embedding_mean_912,1,162,215,162,0.1957926005917721,0.2248027083335164,0.2248027083335164,False,False,1,False,False,False,3:9851001-9851001,,False,False
embedding_mean_925,1,10,15,10,0.1433256292533606,0.172657221671725,0.172657221671725,False,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_927,1,67,103,67,0.1182454629626175,0.0658342436987714,0.1182454629626175,False,False,1,False,False,False,2:3420187-3493505,,False,False
embedding_mean_932,1,20,30,20,0.1641804989784117,0.1417897488175615,0.1641804989784117,False,False,1,False,False,False,8:12848341-12901525,,False,False
embedding_mean_933,1,61,92,61,0.4011879387216637,0.4944648744743581,0.4944648744743581,True,False,1,False,False,False,4:59819846-59985751,,False,False
embedding_mean_937,1,72,111,72,0.4458215508727174,0.4511130413254641,0.4511130413254641,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_938,1,72,111,72,0.3551898764934061,0.4461179457720789,0.4461179457720789,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_942,5,33,50,33,0.3469875758365929,0.2682407926780996,0.3469875758365929,False,False,5,False,False,False,4:62394873-62394873;4:62625776-62743420;4:64445411-65094100;4:65405896-65526687;6:57881583-58658248,,False,False
embedding_mean_946,2,17,25,17,0.3231249774138491,0.398393417677601,0.398393417677601,False,False,2,False,False,False,2:64295086-64450048;6:50027105-50468236,,False,False
embedding_mean_952,1,31,44,31,0.5354705265427042,0.5443502593586569,0.5443502593586569,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_953,3,9,13,9,0.2103184847518081,0.1206036042291074,0.2103184847518081,False,False,3,False,True,False,6:55121607-55132253;6:56219322-56493085;7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_967,1,72,111,72,0.2163999240990091,0.2527900652792695,0.2527900652792695,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_968,1,72,111,72,0.5787173986324887,0.5772405857374271,0.5787173986324887,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_970,1,163,216,163,0.0344610401775335,0.0830255138716842,0.0830255138716842,False,False,1,False,False,False,7:4080413-4096272,,False,False
embedding_mean_973,1,66,101,66,0.2719097402980077,0.3099247252458629,0.3099247252458629,False,False,1,False,False,False,9:56304397-56327209,,False,False
embedding_mean_978,2,62,94,62,0.2438255306468519,0.2856149663604787,0.2856149663604787,False,False,2,False,False,False,1:15780080-15922053;1:9361968-9383332,,False,False
embedding_mean_979,1,31,44,31,0.24103948532859,0.1399979339735536,0.24103948532859,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_mean_983,1,25,36,25,0.347667680365757,0.1998962592414289,0.347667680365757,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_mean_984,1,164,217,164,0.574036707417099,0.626082397407353,0.626082397407353,True,True,1,False,False,False,5:46404276-46404276,,False,False
embedding_mean_986,2,41,59,41,0.4522101828919564,0.5283833667564041,0.5283833667564041,True,True,2,True,False,False,3:68986686-69061733;5:60007887-60022551,Sobic.005G126200,True,True
embedding_mean_988,1,55,80,55,0.3520591405340811,0.2747051365838861,0.3520591405340811,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_mean_995,1,10,15,10,0.1821218205961924,0.0780776712366459,0.1821218205961924,False,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_mean_996,1,35,53,35,0.3055888130475971,0.2246047220197247,0.3055888130475971,False,False,1,False,False,False,8:61149182-61508991,,False,False
embedding_mean_997,1,35,53,35,0.397960093968927,0.3472899459216225,0.397960093968927,False,False,1,False,False,False,8:61149182-61508991,,False,False
embedding_mean_1003,6,46,67,46,0.4894918928726374,0.5289784918939898,0.5289784918939898,True,True,6,False,False,False,4:16842234-20745353;4:20981089-21349091;4:21598020-21986255;4:25773688-26708687;4:35047157-36569798;4:37381806-37802564,,False,False
embedding_mean_1013,1,72,111,72,0.1754308732851381,0.1482899743835706,0.1754308732851381,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_mean_1016,8,33,51,33,0.3091288803416195,0.2623757012304012,0.3091288803416195,False,False,8,False,False,False,1:13484979-13484987;2:58887135-58887135;4:53606456-53606456;4:59819846-59985751;4:60556616-60799936;4:64445411-65094100;4:65405896-65526687;6:57881583-58658248,,False,False
embedding_mean_1019,1,97,149,97,0.0716550860527883,0.0166064988295108,0.0716550860527883,False,False,1,False,False,False,8:60743526-60754162,,False,False
embedding_mean_1022,1,75,123,75,0.440440302231369,0.539400719823625,0.539400719823625,True,True,1,False,False,False,2:64714381-64783880,,False,False
embedding_std_0,1,31,44,31,0.5127451013953351,0.4719835219517675,0.5127451013953351,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_1,1,31,44,31,0.3394199490742999,0.424920683446416,0.424920683446416,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_2,1,55,80,55,0.3805796102683615,0.4151012606479629,0.4151012606479629,True,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_5,1,55,80,55,0.1885823488813596,0.2442559597189743,0.2442559597189743,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_7,1,165,218,165,0.2543798662170607,0.1480192985529228,0.2543798662170607,False,False,1,False,False,False,7:5771482-5771482,,False,False
embedding_std_16,2,56,87,56,0.1966862998254872,0.2216917498006818,0.2216917498006818,False,False,2,False,False,False,6:51617098-52404519;9:58400167-58549438,,False,False
embedding_std_18,1,83,132,83,0.2877623239018059,0.2707739939461909,0.2877623239018059,False,False,1,False,False,False,2:78220483-78266025,,False,False
embedding_std_27,1,166,219,166,0.505282096728442,0.5376145297636596,0.5376145297636596,True,True,1,False,False,False,8:64278022-64278022,,False,False
embedding_std_42,1,56,87,56,0.1526074810786407,0.2445108023233873,0.2445108023233873,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_std_48,1,55,80,55,0.0605385346865485,0.0323426738776578,0.0605385346865485,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_50,1,72,111,72,0.2256690072131933,0.3534753052712946,0.3534753052712946,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_63,1,72,111,72,0.0020224420020599,0.0157277412523622,0.0157277412523622,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_65,4,167,220,167,0.30252792116434,0.4375743923323376,0.4375743923323376,True,False,4,False,False,False,2:53091032-53091032;3:11167716-11167716;4:70018911-70023585;5:70684350-70684350,,False,False
embedding_std_67,1,10,15,10,0.3233216311105232,0.2607908608617046,0.3233216311105232,False,False,1,False,True,False,7:62853152-63323476,Sobic.007G163100,True,True
embedding_std_70,2,100,152,100,0.4198588979011041,0.3781704903141827,0.4198588979011041,True,False,2,False,False,False,1:75116681-75234437;2:5100802-5104395,,False,False
embedding_std_71,2,55,80,55,0.1473567724589083,0.2603096139390261,0.2603096139390261,False,False,2,True,True,True,6:43533465-44716389;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_74,1,168,221,168,0.1272123171107637,0.1620842400649716,0.1620842400649716,False,False,1,False,False,False,7:60910335-60913969,,False,False
embedding_std_76,2,33,49,33,0.5221919043597086,0.5697291463666836,0.5697291463666836,True,True,2,False,False,False,4:64445411-65094100;4:65405896-65526687,,False,False
embedding_std_77,1,5,7,5,0.2709554587102165,0.1822954953254461,0.2709554587102165,False,False,1,False,False,False,8:52187019-52322903,,False,False
embedding_std_80,1,72,111,72,0.1505554385635447,0.0285114252411778,0.1505554385635447,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_81,1,53,77,53,0.2392748712553618,0.2649154095353205,0.2649154095353205,False,False,1,False,False,False,8:52732042-52858077,,False,False
embedding_std_83,1,169,222,169,0.3616396602729426,0.3864260575151745,0.3864260575151745,False,False,1,False,False,False,4:57612957-57612957,,False,False
embedding_std_87,2,170,223,170,0.3470823054405347,0.365513965655961,0.365513965655961,False,False,2,False,False,False,4:10433247-10434783;9:54064520-54064520,,False,False
embedding_std_88,1,55,80,55,0.2032460085928829,0.1953970742604676,0.2032460085928829,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_89,2,63,96,63,0.5236187921862129,0.476421388673997,0.5236187921862129,True,True,2,False,False,False,1:19500196-19500196;5:11157872-11169959,,False,False
embedding_std_94,2,18,27,18,0.049490319055097,0.047719444155055,0.049490319055097,False,False,2,False,False,False,6:50027105-50468236;6:51104673-51374641,,False,False
embedding_std_98,2,40,58,40,0.4642172579361821,0.5507207430610142,0.5507207430610142,True,True,2,True,False,False,4:43861507-43902342;5:60007887-60022551,Sobic.005G126200,True,True
embedding_std_102,1,171,224,171,0.3473676053175346,0.351870744355661,0.351870744355661,False,False,1,False,False,False,5:32019245-32019245,,False,False
embedding_std_103,1,172,225,172,0.1189199095768279,0.1598100864682095,0.1598100864682095,False,False,1,False,False,False,8:48818619-48818619,,False,False
embedding_std_105,1,173,226,173,0.2874239119769297,0.1783109882252041,0.2874239119769297,False,False,1,False,False,False,10:55109878-55109878,,False,False
embedding_std_108,2,85,135,85,0.2085018794602503,0.2499148135921554,0.2499148135921554,False,False,2,False,False,False,7:14785049-14975447;7:15530179-15530179,,False,False
embedding_std_111,2,174,227,174,0.3750212079937307,0.4086527229261802,0.4086527229261802,True,False,2,False,False,False,1:2229056-2229056;6:40480094-40480094,,False,False
embedding_std_117,3,46,65,46,0.2929854753033186,0.2878399335193793,0.2929854753033186,False,False,3,False,False,False,4:21598020-21986255;4:25773688-26708687;4:26915110-28559506,,False,False
embedding_std_121,8,58,89,58,0.3524134508695604,0.3701442986965847,0.3701442986965847,False,False,8,True,True,True,10:11736237-11837294;10:12350947-12404276;10:16886003-16886003;10:18418548-18418548;10:32123681-32123681;10:35218155-35218155;10:46979362-46979362;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_123,1,31,44,31,0.1949975202774588,0.0545766711135361,0.1949975202774588,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_124,1,175,228,175,0.4019921016086596,0.3898046192051625,0.4019921016086596,True,False,1,False,False,False,4:51314275-51314275,,False,False
embedding_std_130,1,72,111,72,0.0760210832191008,0.1311861554053464,0.1311861554053464,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_132,1,31,44,31,0.5502382169954052,0.4548344985041928,0.5502382169954052,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_134,1,55,80,55,0.0512090433753615,0.0466761379827131,0.0512090433753615,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_140,1,99,151,99,0.2736282368653831,0.2544190419491931,0.2736282368653831,False,False,1,False,False,False,5:73964793-74157019,,False,False
embedding_std_142,2,72,114,72,0.0687161303602266,0.0927839361576194,0.0927839361576194,False,False,2,True,True,True,3:9516318-9516318;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_144,2,55,83,55,0.0097501133630757,0.0267218278601097,0.0267218278601097,False,False,2,False,False,False,6:43533465-44716389;6:44962538-45450658,,False,False
embedding_std_149,1,65,99,65,0.18787365607276,0.2904949600380051,0.2904949600380051,False,False,1,False,False,False,10:4212461-4334630,,False,False
embedding_std_150,1,56,87,56,0.3571797778302986,0.3415854143400488,0.3571797778302986,False,False,1,False,False,False,6:51617098-52404519,,False,False
embedding_std_156,2,104,157,104,0.4970697906001693,0.4316173606796091,0.4970697906001693,True,False,2,False,False,False,2:62930055-62930088;3:8691957-8856682,,False,False
embedding_std_158,1,68,105,68,0.0034780397274199,0.0597601529887175,0.0597601529887175,False,False,1,False,False,False,7:9288844-9364663,,False,False
embedding_std_161,2,72,115,72,0.2609491607762823,0.3712174797735943,0.3712174797735943,False,False,2,True,True,True,5:70994272-71005263;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_163,1,28,40,28,0.0162378295155283,0.0322464610001339,0.0322464610001339,False,False,1,False,False,False,4:68547834-68802030,,False,False
embedding_std_167,1,103,156,103,0.0671765468222482,0.0508979474203029,0.0671765468222482,False,False,1,False,False,False,7:65419286-65574115,,False,False
embedding_std_171,2,55,83,55,0.1699611141982371,0.1343908524515709,0.1699611141982371,False,False,2,False,False,False,6:43533465-44716389;6:44962538-45450658,,False,False
embedding_std_172,1,86,136,86,0.5036256691069243,0.4387794313275727,0.5036256691069243,True,True,1,False,False,False,1:19824965-19935070,,False,False
embedding_std_173,1,72,111,72,0.0827510474818603,0.1996946526489656,0.1996946526489656,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_175,6,18,28,18,0.1911972273781856,0.0963660852834894,0.1911972273781856,False,False,6,False,False,False,4:65405896-65526687;5:38653702-38653702;6:50027105-50468236;6:50673400-50815855;6:51104673-51374641;6:51617098-52404519,,False,False
embedding_std_177,1,102,155,102,0.0796755461348811,0.1237937626959048,0.1237937626959048,False,False,1,False,False,False,6:55609030-55744826,,False,False
embedding_std_184,1,9,14,9,0.2784345519052386,0.2229119763888872,0.2784345519052386,False,False,1,False,False,False,6:56219322-56493085,,False,False
embedding_std_185,1,72,111,72,0.3639296947211402,0.3135128304231047,0.3639296947211402,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_191,1,62,93,62,0.3224438221005314,0.4346868093878997,0.4346868093878997,True,False,1,False,False,False,1:15780080-15922053,,False,False
embedding_std_198,1,55,80,55,0.0516426545214533,0.0838133791302528,0.0838133791302528,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_200,1,176,229,176,0.2259113704161781,0.2477227027438872,0.2477227027438872,False,False,1,False,False,False,8:2614854-2614869,,False,False
embedding_std_210,1,55,80,55,0.0212473072856599,0.0006071690712055,0.0212473072856599,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_212,1,7,9,7,0.3945754444120407,0.4160344745177339,0.4160344745177339,True,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_std_215,2,25,37,25,0.2537783570288507,0.1147006976016718,0.2537783570288507,False,False,2,False,False,False,1:21063410-21361507;6:57881583-58658248,,False,False
embedding_std_219,1,177,230,177,0.032703916820441,0.1095227255810513,0.1095227255810513,False,False,1,False,False,False,4:67122929-67122929,,False,False
embedding_std_222,2,27,39,27,0.2884982849071487,0.3312139987624123,0.3312139987624123,False,False,2,False,False,False,3:7642773-7864559;4:4223438-4371839,,False,False
embedding_std_224,1,25,36,25,0.2499791848290153,0.1134357634451099,0.2499791848290153,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_std_228,1,7,9,7,0.3727392122251228,0.359658396453844,0.3727392122251228,False,False,1,False,False,False,4:4625898-4724594,,False,False
embedding_std_230,2,33,50,33,0.1729609705787129,0.2908265586347567,0.2908265586347567,False,False,2,False,False,False,4:64445411-65094100;6:57881583-58658248,,False,False
embedding_std_234,1,72,111,72,0.449484235201978,0.4105142019374541,0.449484235201978,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_239,1,55,80,55,0.0493187549441072,0.0202652416943336,0.0493187549441072,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_243,4,46,65,46,0.3988439676138979,0.4799449068628382,0.4799449068628382,True,False,4,False,False,False,4:21598020-21986255;4:25773688-26708687;4:26915110-28559506;4:35047157-36569798,,False,False
embedding_std_244,1,74,122,74,0.4359018330149456,0.5432506884444963,0.5432506884444963,True,True,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_245,3,56,86,56,0.1335717609438451,0.157517956548408,0.157517956548408,False,False,3,False,False,False,6:43533465-44716389;6:51104673-51374641;6:51617098-52404519,,False,False
embedding_std_251,1,178,231,178,0.1961529840863345,0.365630270911098,0.365630270911098,False,False,1,False,False,False,9:1769324-1769324,,False,False
embedding_std_252,1,41,59,41,0.3868226313466884,0.4453015239176026,0.4453015239176026,True,False,1,True,False,False,5:60007887-60022551,Sobic.005G126200,True,True
embedding_std_253,2,26,38,26,0.341775832406506,0.2377882051118064,0.341775832406506,False,False,2,False,False,False,3:7642773-7864559;4:64445411-65094100,,False,False
embedding_std_255,3,66,102,66,0.3815175232159863,0.4567874647631279,0.4567874647631279,True,False,3,True,True,True,9:56304397-56327209;9:59312854-62791172;9:63006136-63030312,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_259,1,72,111,72,0.3083926429689129,0.3513824394106983,0.3513824394106983,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_266,1,101,154,101,0.0549150876421438,0.0304785143052387,0.0549150876421438,False,False,1,False,False,False,5:68389789-68456427,,False,False
embedding_std_267,1,84,133,84,0.1785106825422432,0.1751151407490657,0.1785106825422432,False,False,1,False,False,False,7:14470357-14545299,,False,False
embedding_std_275,1,23,34,23,0.0486868817860501,0.002712433794703,0.0486868817860501,False,False,1,False,False,False,3:65689569-65844319,,False,False
embedding_std_280,1,72,111,72,0.1123212258759146,0.1645130346595542,0.1645130346595542,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_284,2,33,47,33,0.3136834605635075,0.3212181051251855,0.3212181051251855,False,False,2,False,False,False,1:70131883-70281131;4:65405896-65526687,,False,False
embedding_std_286,3,96,147,96,0.0544355611705607,0.0505977414734324,0.0544355611705607,False,False,3,False,False,False,1:30543496-30543496;1:50726729-50726729;5:6917086-6917086,,False,False
embedding_std_287,1,88,139,88,0.3449771143946573,0.3974948956098898,0.3974948956098898,False,False,1,False,False,False,5:57249776-57249776,,False,False
embedding_std_288,5,33,50,33,0.2439652522793145,0.1468699226098673,0.2439652522793145,False,False,5,False,True,False,4:57364240-57366320;4:64445411-65094100;4:65405896-65526687;6:57881583-58658248;7:62853152-63323476,Sobic.007G163100,True,True
embedding_std_291,1,33,46,33,0.2819081912282853,0.2571934294950559,0.2819081912282853,False,False,1,False,False,False,4:65405896-65526687,,False,False
embedding_std_292,1,100,153,100,0.1308553356479104,0.0894673890638108,0.1308553356479104,False,False,1,False,False,False,2:5100802-5104395,,False,False
embedding_std_298,3,16,24,16,0.009918192552609,0.0012212271507514,0.009918192552609,False,False,3,False,False,False,4:12508103-12527917;4:50898627-50898638;4:51708912-51708912,,False,False
embedding_std_301,1,31,44,31,0.2999337056867093,0.1596327029541406,0.2999337056867093,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_303,2,72,116,72,0.2795717156077767,0.2916060137594927,0.2916060137594927,False,False,2,True,True,True,7:1092260-1218148;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_305,1,65,99,65,0.1449597027787985,0.147724869502644,0.147724869502644,False,False,1,False,False,False,10:4212461-4334630,,False,False
embedding_std_308,1,31,44,31,0.2965415553216462,0.1567065442672194,0.2965415553216462,False,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_309,1,55,83,55,0.2396693320978029,0.2428984160621657,0.2428984160621657,False,False,1,False,False,False,6:44962538-45450658,,False,False
embedding_std_312,1,179,232,179,0.107929276126119,0.0224255204564674,0.107929276126119,False,False,1,False,False,False,2:61091339-61091339,,False,False
embedding_std_314,1,42,60,42,0.0459514988308928,0.0238415327969191,0.0459514988308928,False,False,1,False,False,False,3:68986686-69061733,,False,False
embedding_std_315,1,72,111,72,0.3615849257528056,0.4369060604952283,0.4369060604952283,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_317,1,180,233,180,0.3440816707773217,0.3499098885258394,0.3499098885258394,False,False,1,False,False,False,1:71800475-71800475,,False,False
embedding_std_322,6,181,234,181,0.1894005244060645,0.2201176688596338,0.2201176688596338,False,False,6,False,False,False,9:18892422-18892422;9:22782176-22782176;9:24395908-24395908;9:26710817-26710817;9:33957165-33957165;9:37528748-37528748,,False,False
embedding_std_326,1,72,111,72,0.5343506280089423,0.584716694433404,0.584716694433404,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_331,1,52,76,52,0.3295876910063557,0.3899744985001364,0.3899744985001364,False,False,1,False,False,False,2:63491317-63517587,,False,False
embedding_std_335,1,92,143,92,0.3127175817587765,0.3099365697430291,0.3127175817587765,False,False,1,False,False,False,4:3791570-3796270,,False,False
embedding_std_336,2,52,76,52,0.2421830456517919,0.2511499370693482,0.2511499370693482,False,False,2,False,False,False,2:63491317-63517587;6:43533465-44716389,,False,False
embedding_std_338,1,72,111,72,0.2463708038261875,0.3182768163100348,0.3182768163100348,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_340,1,33,46,33,0.2169338235336842,0.153352486218772,0.2169338235336842,False,False,1,False,False,False,4:65405896-65526687,,False,False
embedding_std_344,1,92,143,92,0.3437705810677098,0.4255261691387434,0.4255261691387434,True,False,1,False,False,False,4:3791570-3796270,,False,False
embedding_std_346,1,31,44,31,0.4741520244919217,0.3616289198812386,0.4741520244919217,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_349,1,72,111,72,0.1810118445777384,0.1871425211431372,0.1871425211431372,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_352,2,62,93,62,0.1541953597981942,0.0856951938992186,0.1541953597981942,False,False,2,True,True,True,1:15780080-15922053;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_356,2,55,81,55,0.2482723227573115,0.2315874519721527,0.2482723227573115,False,False,2,False,False,False,2:58338481-58338481;6:43533465-44716389,,False,False
embedding_std_357,1,24,35,24,0.0460882166210249,0.048424600750192,0.048424600750192,False,False,1,False,False,False,3:79695901-79830390,,False,False
embedding_std_358,1,26,38,26,0.2411434120100071,0.2741935989822386,0.2741935989822386,False,False,1,False,False,False,3:7642773-7864559,,False,False
embedding_std_359,1,98,150,98,0.0148947854082093,0.0071264289875409,0.0148947854082093,False,False,1,False,False,False,9:54489925-54489925,,False,False
embedding_std_362,1,99,151,99,0.1267886764347098,0.1260237157661412,0.1267886764347098,False,False,1,False,False,False,5:73964793-74157019,,False,False
embedding_std_363,1,25,36,25,0.2379822002669652,0.2511921837946862,0.2511921837946862,False,False,1,False,False,False,6:57881583-58658248,,False,False
embedding_std_364,1,61,92,61,0.4666127513037902,0.5376941657535969,0.5376941657535969,True,True,1,False,False,False,4:59819846-59985751,,False,False
embedding_std_365,1,72,111,72,0.5400175553059918,0.5675894230803683,0.5675894230803683,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_371,1,17,25,17,0.1756952262651563,0.1828149698218843,0.1828149698218843,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_std_374,3,65,100,65,0.299845509662819,0.4416131224859598,0.4416131224859598,True,False,3,True,True,True,10:4212461-4334630;2:2096443-2301513;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_375,1,62,93,62,0.4129352283924567,0.5200566075020963,0.5200566075020963,True,True,1,False,False,False,1:15780080-15922053,,False,False
embedding_std_377,1,72,111,72,0.4516121909271128,0.497371343036852,0.497371343036852,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_378,1,182,235,182,0.1275443709210014,0.0848289839172415,0.1275443709210014,False,False,1,False,False,False,1:27714662-27714662,,False,False
embedding_std_380,1,72,111,72,0.1038627114118026,0.130607482085029,0.130607482085029,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_385,1,31,44,31,0.4869579468172039,0.4948988887603631,0.4948988887603631,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_388,2,93,144,93,0.1594554504172587,0.1897841448560369,0.1897841448560369,False,False,2,False,False,False,3:69383820-69505132;3:79132661-79132786,,False,False
embedding_std_389,1,72,111,72,0.1694072182644459,0.2040902084205585,0.2040902084205585,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_392,1,21,31,21,0.2001863384876042,0.0696657627575611,0.2001863384876042,False,False,1,False,False,False,4:60556616-60799936,,False,False
