trait,n_significant_loci,cluster_jaccard_similarity_ge_0_25,cluster_jaccard_similarity_ge_0_50,cluster025,human_score,percentUnhealthy,max_abs_severity_r,severity_r_ge_0_4,severity_r_ge_0_5,n_loci,has_validated_locus,has_proposed_locus,has_new_annotation_locus,candidate_loci,reported_candidate_genes,has_validated_or_proposed_locus,has_any_reported_candidate_locus
embedding_std_915,3,55,85,55,0.1239475426842699,0.1180467680511455,0.1239475426842699,False,False,3,False,False,False,4:51936919-51937475;4:52181572-52181984;6:43533465-44716389,,False,False
embedding_std_920,2,72,118,72,0.1933869529977177,0.2290802653302576,0.2290802653302576,False,False,2,True,True,True,3:13351472-13351472;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_922,1,88,139,88,0.296080990163447,0.3129702246783479,0.3129702246783479,False,False,1,False,False,False,5:57249776-57249776,,False,False
embedding_std_925,1,19,29,19,0.3369958065756446,0.3304054292957547,0.3369958065756446,False,False,1,False,False,False,2:64295086-64450048,,False,False
embedding_std_927,2,65,100,65,0.2101048546640049,0.3044173484294785,0.3044173484294785,False,False,2,True,True,True,10:4212461-4334630;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_929,3,87,138,87,0.1187654848643418,0.0975641000592292,0.1187654848643418,False,False,3,False,False,False,2:3891566-3920922;9:2677845-2684064;9:2965859-2965859,,False,False
embedding_std_932,1,74,122,74,0.3969747935329107,0.4200486131425648,0.4200486131425648,True,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_935,1,86,136,86,0.2058566782265209,0.199017876875235,0.2058566782265209,False,False,1,False,False,False,1:19824965-19935070,,False,False
embedding_std_937,2,33,49,33,0.3822718153268995,0.3561120951854079,0.3822718153268995,False,False,2,False,False,False,4:64445411-65094100;4:65405896-65526687,,False,False
embedding_std_938,3,84,134,84,0.0833244227371675,0.1083794037174549,0.1083794037174549,False,False,3,False,False,False,7:13900378-14121287;7:14470357-14545299;7:14785049-14975447,,False,False
embedding_std_939,1,28,40,28,0.1138111586225102,0.0722702507267768,0.1138111586225102,False,False,1,False,False,False,4:68547834-68802030,,False,False
embedding_std_944,1,33,46,33,0.24321471519967,0.2460945069183829,0.2460945069183829,False,False,1,False,False,False,4:65405896-65526687,,False,False
embedding_std_957,2,56,86,56,0.2094185463046146,0.2357495994876579,0.2357495994876579,False,False,2,False,False,False,6:51104673-51374641;6:51617098-52404519,,False,False
embedding_std_962,1,83,132,83,0.2266179442537887,0.2915027530005214,0.2915027530005214,False,False,1,False,False,False,2:78220483-78266025,,False,False
embedding_std_963,1,31,44,31,0.5845946108155065,0.571995836307697,0.5845946108155065,True,True,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_966,1,55,80,55,0.1446886122635486,0.2552725758854015,0.2552725758854015,False,False,1,False,False,False,6:43533465-44716389,,False,False
embedding_std_968,1,82,131,82,0.6204592372125909,0.6073894991907274,0.6204592372125909,True,True,1,False,False,False,1:11791459-11910978,,False,False
embedding_std_969,1,52,76,52,0.0370759845034496,0.0274071726407799,0.0370759845034496,False,False,1,False,False,False,2:63491317-63517587,,False,False
embedding_std_974,1,74,122,74,0.2442130659055969,0.2866563964780468,0.2866563964780468,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_977,2,70,107,70,0.2766754033697746,0.3647851099256547,0.3647851099256547,False,False,2,True,True,True,2:10949210-11137298;9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_983,1,72,111,72,0.5585975772218696,0.6203982691890487,0.6203982691890487,True,True,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_984,1,17,25,17,0.074575918042221,0.0550682245064944,0.074575918042221,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_std_986,1,209,262,209,0.1490157691327594,0.1798282500586985,0.1798282500586985,False,False,1,False,False,False,4:56361306-56361306,,False,False
embedding_std_987,2,56,86,56,0.045303666226362,0.0553588541233216,0.0553588541233216,False,False,2,False,False,False,6:51104673-51374641;6:51617098-52404519,,False,False
embedding_std_989,1,72,111,72,0.1495117615513995,0.1802854226352532,0.1802854226352532,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_995,1,210,263,210,0.2231748564897634,0.211350310536079,0.2231748564897634,False,False,1,False,False,False,1:4360586-4360586,,False,False
embedding_std_998,1,72,111,72,0.2713296531083673,0.2598746835974469,0.2713296531083673,False,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_1000,1,73,121,73,0.3464133301361551,0.3675924720919106,0.3675924720919106,False,False,1,False,False,False,5:18509856-18799569,,False,False
embedding_std_1005,1,35,53,35,0.0262021157366756,0.0067057634228,0.0262021157366756,False,False,1,False,False,False,8:61149182-61508991,,False,False
embedding_std_1006,1,211,264,211,0.4548444559495356,0.4111507625334487,0.4548444559495356,True,False,1,False,False,False,9:53042648-53042648,,False,False
embedding_std_1007,1,31,44,31,0.4032313039117959,0.255466668117933,0.4032313039117959,True,False,1,False,False,False,4:64445411-65094100,,False,False
embedding_std_1008,1,74,122,74,0.0477549295786497,0.0198231384009888,0.0477549295786497,False,False,1,False,False,False,2:65274344-65906142,,False,False
embedding_std_1011,1,212,265,212,0.4517157684219676,0.5762230474309238,0.5762230474309238,True,True,1,False,False,False,5:13649360-13672234,,False,False
embedding_std_1018,1,17,25,17,0.0653641174325732,0.0969486966286923,0.0969486966286923,False,False,1,False,False,False,6:50027105-50468236,,False,False
embedding_std_1020,1,72,111,72,0.3411751282831723,0.4221186350785465,0.4221186350785465,True,False,1,True,True,True,9:59312854-62791172,"Sobic.009G217900;Sobic.009G217900, Sobic.009G221266;Sobic.009G221000;Sobic.009G249100",True,True
embedding_std_1021,2,55,83,55,0.4080805832240324,0.3789594338817114,0.4080805832240324,True,False,2,False,False,False,6:43533465-44716389;6:44962538-45450658,,False,False
embedding_std_1022,1,75,123,75,0.0548886135480124,0.0521497931370738,0.0548886135480124,False,False,1,False,False,False,2:64714381-64783880,,False,False
