feature,avg_fi,stat,embedding_num
1803,2.48693644081664e-4,std,779
1787,2.48167361396982e-4,std,763
1359,2.47697861269186e-4,std,335
1107,2.47383582987292e-4,std,83
507,2.47188329844948e-4,mean,507
1241,2.46559325717274e-4,std,217
422,2.46544099306618e-4,mean,422
273,2.4648179879952e-4,mean,273
826,2.46468646061672e-4,mean,826
1429,2.45835553320168e-4,std,405
635,2.45719158100554e-4,mean,635
2045,2.45379194526664e-4,std,1021
337,2.45184085433864e-4,mean,337
1401,2.45113363129976e-4,std,377
114,2.44716156779336e-4,mean,114
140,2.445505824237e-4,mean,140
215,2.44446063056248e-4,mean,215
1478,2.43324277907508e-4,std,454
447,2.4330291108771e-4,mean,447
767,2.42437484489328e-4,mean,767
858,2.42022452337894e-4,mean,858
1985,2.41706937688616e-4,std,961
1426,2.4032763887070602e-4,std,402
1986,2.400780857354955e-4,std,962
176,2.3806929399203199e-4,mean,176
78,2.37515560438688e-4,mean,78
1610,2.3749327989505144e-4,std,586
1656,2.37445344797656e-4,std,632
1805,2.37283560417322e-4,std,781
1773,2.3701366993058e-4,std,749
1856,2.36945754051538e-4,std,832
89,2.3656105738788e-4,mean,89
1795,2.36438166084274e-4,std,771
736,2.3623243376357e-4,mean,736
842,2.3622909223994002e-4,mean,842
931,2.36181349616642e-4,mean,931
265,2.3616944112429635e-4,mean,265
1413,2.36037340335994e-4,std,389
462,2.36001713907442e-4,mean,462
1261,2.35885454272268e-4,std,237
997,2.35153158475394e-4,mean,997
1156,2.34883370644972e-4,std,132
226,2.3373408157143798e-4,mean,226
1210,2.33289487895054e-4,std,186
203,2.329951929380743e-4,mean,203
1939,2.32510227515532e-4,std,915
1509,2.32331747454716e-4,std,485
1026,2.32081810587928e-4,std,2
812,2.3121186786706304e-4,mean,812
894,2.308794581130063e-4,mean,894
1775,2.30627025911804e-4,std,751
1347,2.30526925645658e-4,std,323
97,2.30236405609304e-4,mean,97
1329,2.301608622996267e-4,std,305
17,2.29101234504832e-4,mean,17
751,2.29066434363554e-4,mean,751
367,2.2889959583310602e-4,mean,367
477,2.27871677216908e-4,mean,477
626,2.27727105375264e-4,mean,626
205,2.2745967414371972e-4,mean,205
631,2.2601699843191202e-4,mean,631
620,2.2550665012028e-4,mean,620
951,2.2510978388660428e-4,mean,951
475,2.2493828257777798e-4,mean,475
1543,2.24413991037702e-4,std,519
358,2.23858739380966e-4,mean,358
1872,2.22993099981638e-4,std,848
458,2.22961218897876e-4,mean,458
1516,2.22807366200474e-4,std,492
1115,2.2252876750078802e-4,std,91
349,2.21988598997422e-4,mean,349
388,2.21974205569826e-4,mean,388
387,2.214671301865e-4,mean,387
524,2.2136450797141798e-4,mean,524
864,2.2122792940954e-4,mean,864
1601,2.20548305003708e-4,std,577
1239,2.202808369323569e-4,std,215
585,2.1996157575829213e-4,mean,585
266,2.19568026474068e-4,mean,266
707,2.1936353837419e-4,mean,707
1342,2.19324208430604e-4,std,318
1480,2.1881168475939e-4,std,456
818,2.1830491873131e-4,mean,818
175,2.1801804738673597e-4,mean,175
1703,2.17812436851408e-4,std,679
1420,2.17811618150946e-4,std,396
854,2.1703097361638e-4,mean,854
1676,2.16893237027468e-4,std,652
363,2.16667817166458e-4,mean,363
1784,2.16428167003614e-4,std,760
527,2.16286933657694e-4,mean,527
1749,2.16128374347944e-4,std,725
764,2.14739621113046e-4,mean,764
1919,2.1432158573313e-4,std,895
1019,2.14272482344142e-4,mean,1019
558,2.14226875846178e-4,mean,558
488,2.1409203757737799e-4,mean,488
526,2.140382999996401e-4,mean,526
116,2.13775253785366e-4,mean,116
1569,2.13190964649502e-4,std,545
1184,2.1311899603341998e-4,std,160
336,2.1298085216404e-4,mean,336
607,2.12862036975462e-4,mean,607
1799,2.12732853725324e-4,std,775
160,2.11901924453334e-4,mean,160
1109,2.11794006780196e-4,std,85
584,2.11058898341368e-4,mean,584
211,2.105943939021627e-4,mean,211
55,2.10356689501478e-4,mean,55
697,2.1010272373096601e-4,mean,697
1020,2.09605286164264e-4,mean,1020
1741,2.0894800599194303e-4,std,717
1071,2.0845567978976202e-4,std,47
170,2.08407064258986e-4,mean,170
1730,2.08210513857492e-4,std,706
1843,2.07897350199744e-4,std,819
1398,2.0734834649839198e-4,std,374
329,2.07122464176428e-4,mean,329
1018,2.06824640119348e-4,mean,1018
376,2.0624879935061198e-4,mean,376
1137,2.06185858822052e-4,std,113
313,2.05058638342256e-4,mean,313
1218,2.04586363455392e-4,std,194
1626,2.0447115367716e-4,std,602
1102,2.0393630344563e-4,std,78
1592,2.0351880468306e-4,std,568
452,2.0346493047461e-4,mean,452
221,2.033748815889444e-4,mean,221
740,2.03225556230088e-4,mean,740
1540,2.0298501281239365e-4,std,516
38,2.02964800023318e-4,mean,38
1101,2.02756431509692e-4,std,77
1671,2.0259107180741e-4,std,647
763,2.0238695458369444e-4,mean,763
1555,2.0198913392877402e-4,std,531
1465,2.01900268126602e-4,std,441
302,2.01829441597548e-4,mean,302
225,2.00520130585042e-4,mean,225
1767,2.00409575897024e-4,std,743
1181,2.0040698075123205e-4,std,157
1981,2.00249911283716e-4,std,957
623,2.0019128407165857e-4,mean,623
1755,2.0018875264141126e-4,std,731
1138,2.00043028542354e-4,std,114
1869,1.9973436926117e-4,std,845
1473,1.99433527551214e-4,std,449
682,1.9909810629979e-4,mean,682
2027,1.988048947987e-4,std,1003
523,1.98729775466036e-4,mean,523
899,1.98629002425568e-4,mean,899
494,1.98516802680888e-4,mean,494
829,1.98508977688918e-4,mean,829
1099,1.9749532877523396e-4,std,75
1849,1.97363469278402e-4,std,825
23,1.9723627168016523e-4,mean,23
643,1.9689409094587754e-4,mean,643
1050,1.9637262419163642e-4,std,26
30,1.96185545578668e-4,mean,30
1727,1.9591832168847632e-4,std,703
354,1.955550173314701e-4,mean,354
1183,1.953715068932336e-4,std,159
324,1.9523256416492999e-4,mean,324
1410,1.9520178895283402e-4,std,386
798,1.95173012947506e-4,mean,798
701,1.94930199733348e-4,mean,701
1623,1.945022348988072e-4,std,599
2009,1.94002679166292e-4,std,985
1665,1.9379027754576575e-4,std,641
1126,1.9370206496855996e-4,std,102
1906,1.93518014354722e-4,std,882
1768,1.93334211956716e-4,std,744
614,1.93157692662268e-4,mean,614
624,1.9292843077924125e-4,mean,624
950,1.9287761591379492e-4,mean,950
946,1.9268913256278801e-4,mean,946
923,1.9235482056737e-4,mean,923
350,1.92048667566982e-4,mean,350
735,1.91921379703248e-4,mean,735
833,1.91693687184686e-4,mean,833
749,1.9114904388155198e-4,mean,749
1119,1.9088434251425e-4,std,95
884,1.9073768046792863e-4,mean,884
255,1.90707580024668e-4,mean,255
1304,1.90346340659396e-4,std,280
1233,1.90269394059816e-4,std,209
961,1.89495798797436e-4,mean,961
1451,1.890811701621718e-4,std,427
1265,1.8897735742167e-4,std,241
1989,1.8891338603122402e-4,std,965
1361,1.8882623699299e-4,std,337
924,1.8858877098448e-4,mean,924
143,1.88039490651958e-4,mean,143
1870,1.87715090644218e-4,std,846
162,1.87639509616476e-4,mean,162
15,1.87424097425062e-4,mean,15
1327,1.8732592553520199e-4,std,303
917,1.8710752718555668e-4,mean,917
1339,1.8675010689732377e-4,std,315
1614,1.8667092727780066e-4,std,590
450,1.862920579670458e-4,mean,450
1269,1.8577517269723434e-4,std,245
724,1.85756830733408e-4,mean,724
509,1.8550161012724e-4,mean,509
1146,1.85344828154106e-4,std,122
1476,1.8530474775934816e-4,std,452
318,1.85015828521706e-4,mean,318
278,1.8468932934133757e-4,mean,278
540,1.84573755690778e-4,mean,540
383,1.83894286555046e-4,mean,383
2039,1.83771817415738e-4,std,1015
104,1.83675962357038e-4,mean,104
535,1.8363555029638e-4,mean,535
904,1.8345174385894645e-4,mean,904
1273,1.8289286631948e-4,std,249
634,1.8283235225676e-4,mean,634
1098,1.82606735778136e-4,std,74
1670,1.8242781387895602e-4,std,646
855,1.81976093291606e-4,mean,855
1288,1.81841088900888e-4,std,264
471,1.81469111742148e-4,mean,471
537,1.81288377045524e-4,mean,537
2043,1.8120998295242252e-4,std,1019
362,1.81182660189248e-4,mean,362
1163,1.8046492530459e-4,std,139
1194,1.80435039580262e-4,std,170
928,1.80423215416318e-4,mean,928
1455,1.8030570633140628e-4,std,431
960,1.7989931381801998e-4,mean,960
985,1.79279572240656e-4,mean,985
995,1.7908522878381e-4,mean,995
1934,1.7842572801894001e-4,std,910
236,1.78377666506954e-4,mean,236
1534,1.77596668518758e-4,std,510
466,1.77594410311714e-4,mean,466
1180,1.7721781811592399e-4,std,156
869,1.76970109955254e-4,mean,869
515,1.7693542516233172e-4,mean,515
919,1.7625319488453496e-4,mean,919
1434,1.7579387860245266e-4,std,410
14,1.7537123857844282e-4,mean,14
958,1.75322303137726e-4,mean,958
1379,1.7528137853638e-4,std,355
853,1.7526495370910882e-4,mean,853
467,1.7514268261233445e-4,mean,467
220,1.7491737294138e-4,mean,220
1464,1.74618335910608e-4,std,440
1822,1.74567417204634e-4,std,798
1085,1.74538753084236e-4,std,61
1187,1.7444014622836743e-4,std,163
1378,1.744207877561454e-4,std,354
434,1.74287544083686e-4,mean,434
1447,1.740203020767669e-4,std,423
52,1.73931070906434e-4,mean,52
1326,1.735929550238139e-4,std,302
1603,1.7337607185027e-4,std,579
34,1.73292659288768e-4,mean,34
1333,1.7215330566370754e-4,std,309
1030,1.7210147144167595e-4,std,6
263,1.71928328940758e-4,mean,263
895,1.71028398775718e-4,mean,895
231,1.7082406648994e-4,mean,231
1446,1.7072571461704015e-4,std,422
1765,1.7072283917489488e-4,std,741
252,1.7070269760573601e-4,mean,252
1419,1.7051034217750198e-4,std,395
1501,1.7005263581325037e-4,std,477
1323,1.69560723016108e-4,std,299
232,1.6955728623332876e-4,mean,232
1977,1.6950745827896607e-4,std,953
1014,1.69479492443062e-4,mean,1014
857,1.6944929231929747e-4,mean,857
814,1.694387339653681e-4,mean,814
65,1.6875989923764278e-4,mean,65
85,1.6848601184595748e-4,mean,85
1519,1.680939129886189e-4,std,495
40,1.6795630276737e-4,mean,40
1227,1.6753126895649692e-4,std,203
908,1.67046701457286e-4,mean,908
1654,1.666200967237808e-4,std,630
897,1.6657732658877537e-4,mean,897
1267,1.6643712162219503e-4,std,243
1910,1.6597823965949044e-4,std,886
1086,1.6578055996542e-4,std,62
159,1.65727297693852e-4,mean,159
959,1.6570517117776097e-4,mean,959
722,1.65556325283164e-4,mean,722
862,1.6522630773360217e-4,mean,862
1279,1.64800610665848e-4,std,255
1531,1.64471576075468e-4,std,507
944,1.64313152837042e-4,mean,944
1411,1.64086794530806e-4,std,387
285,1.6393093439592618e-4,mean,285
1143,1.6329871960126395e-4,std,119
209,1.6328642182565119e-4,mean,209
109,1.63168477453164e-4,mean,109
671,1.6304129892966528e-4,mean,671
1492,1.628563594428141e-4,std,468
1494,1.6275548767615843e-4,std,470
2013,1.61768848446054e-4,std,989
1655,1.61646053231368e-4,std,631
758,1.6147182541582155e-4,mean,758
661,1.61311356157178e-4,mean,661
1463,1.6102490443891377e-4,std,439
794,1.6095929499865172e-4,mean,794
1450,1.60947714257168e-4,std,426
1707,1.60778097971244e-4,std,683
16,1.6060192770649874e-4,mean,16
575,1.6042192310072504e-4,mean,575
111,1.6020111853014464e-4,mean,111
819,1.60129523325626e-4,mean,819
557,1.5965044229423848e-4,mean,557
706,1.5955251932044822e-4,mean,706
1177,1.5931722182827e-4,std,153
856,1.58975867341874e-4,mean,856
979,1.5889527117273307e-4,mean,979
689,1.58037242649924e-4,mean,689
1886,1.5800659836334377e-4,std,862
1615,1.57880420251782e-4,std,591
1582,1.5762741924404999e-4,std,558
484,1.5758955359247568e-4,mean,484
595,1.5744548862445582e-4,mean,595
963,1.57370366851154e-4,mean,963
1961,1.569152523759353e-4,std,937
1922,1.568464471445233e-4,std,898
50,1.5678111266934056e-4,mean,50
1597,1.5669420575885684e-4,std,573
1753,1.56349654516136e-4,std,729
846,1.56341639493392e-4,mean,846
2038,1.5617497396917606e-4,std,1014
315,1.55761162123316e-4,mean,315
72,1.5564792518708273e-4,mean,72
717,1.55568317813422e-4,mean,717
916,1.5542027305905312e-4,mean,916
975,1.5525995743631105e-4,mean,975
2002,1.55243567928568e-4,std,978
1912,1.5521298631958759e-4,std,888
1081,1.5443583267709524e-4,std,57
401,1.54193500163518e-4,mean,401
1955,1.5398256148649824e-4,std,931
1712,1.5377392448528423e-4,std,688
410,1.53360210195252e-4,mean,410
1878,1.5323908236243583e-4,std,854
1770,1.5308773736642144e-4,std,746
972,1.5306979210133074e-4,mean,972
934,1.5305349576201518e-4,mean,934
124,1.5285674462850302e-4,mean,124
941,1.5285225190219236e-4,mean,941
900,1.5277850110931792e-4,mean,900
681,1.5254233926948163e-4,mean,681
1226,1.5250668716218716e-4,std,202
695,1.5238087752371605e-4,mean,695
1547,1.52274989401594e-4,std,523
684,1.5183002139667432e-4,mean,684
1058,1.51489852964202e-4,std,34
164,1.5142966029793318e-4,mean,164
1853,1.51379813915908e-4,std,829
101,1.5131630691827568e-4,mean,101
385,1.5095874105886358e-4,mean,385
1491,1.509559927886049e-4,std,467
6,1.5094633986972313e-4,mean,6
201,1.5089262105161594e-4,mean,201
79,1.507392328491509e-4,mean,79
1372,1.50435374678744e-4,std,348
1049,1.501271595610567e-4,std,25
303,1.5000298837924283e-4,mean,303
1798,1.4984580622419145e-4,std,774
867,1.4959627318633967e-4,mean,867
339,1.4855622893961254e-4,mean,339
1212,1.4802161594990444e-4,std,188
2036,1.48011016433628e-4,std,1012
518,1.4767608163483278e-4,mean,518
1042,1.4734452135451998e-4,std,18
835,1.4732288463002765e-4,mean,835
1645,1.46991244759387e-4,std,621
1461,1.468844085978478e-4,std,437
386,1.4673487911527e-4,mean,386
1035,1.463207838016055e-4,std,11
384,1.4554544574105517e-4,mean,384
1318,1.4543435779070419e-4,std,294
522,1.4539099548234013e-4,mean,522
1456,1.45291782557548e-4,std,432
788,1.45145697403134e-4,mean,788
632,1.450123453167625e-4,mean,632
74,1.4438048306365721e-4,mean,74
309,1.4423683396091812e-4,mean,309
967,1.440445627440473e-4,mean,967
317,1.4380094989377505e-4,mean,317
1824,1.4361582969415e-4,std,800
891,1.434977083156546e-4,mean,891
1844,1.4334394624139604e-4,std,820
892,1.432351936032747e-4,mean,892
783,1.4289513687325801e-4,mean,783
77,1.4278397457340782e-4,mean,77
19,1.42705549854574e-4,mean,19
754,1.42524754863826e-4,mean,754
1669,1.425134918806332e-4,std,645
1532,1.4240068682929555e-4,std,508
1705,1.4217840365963422e-4,std,681
1621,1.4166265901867999e-4,std,597
1199,1.4133485981105673e-4,std,175
217,1.4100230295562233e-4,mean,217
915,1.4098600433023851e-4,mean,915
287,1.4071691615373627e-4,mean,287
753,1.3977188798226225e-4,mean,753
1672,1.396702762629978e-4,std,648
909,0.00013959120243871659,mean,909
645,1.3956193269452295e-4,mean,645
1691,1.3949376160168208e-4,std,667
463,1.3940884214705434e-4,mean,463
1380,1.393771653275774e-4,std,356
993,1.393202982544952e-4,mean,993
1344,1.3914050744239689e-4,std,320
549,1.39045905781096e-4,mean,549
39,1.3893231795338604e-4,mean,39
1580,1.3892952319385799e-4,std,556
1337,1.3888929612013612e-4,std,313
53,1.381740994276217e-4,mean,53
570,1.3789857315821136e-4,mean,570
1452,1.3783551912459327e-4,std,428
32,1.3753610592682797e-4,mean,32
1857,1.3731160676402155e-4,std,833
107,1.3729870023877484e-4,mean,107
1790,1.3725767272288153e-4,std,766
1292,1.3684427575467211e-4,std,268
1521,1.3672307284622e-4,std,497
1219,1.3669905469925698e-4,std,195
738,1.366286586020028e-4,mean,738
502,1.3639363117227726e-4,mean,502
902,1.363756636949409e-4,mean,902
87,1.3632759428262747e-4,mean,87
319,1.36069103155539e-4,mean,319
168,1.3595839856743366e-4,mean,168
1558,1.3555372052350133e-4,std,534
508,1.3554025324309917e-4,mean,508
1946,1.3525619530102058e-4,std,922
1678,1.35240943712316e-4,std,654
1276,1.3521179412280467e-4,std,252
1565,1.3497315221234278e-4,std,541
1899,1.3466380355366998e-4,std,875
1031,1.346064967626151e-4,std,7
153,1.341686025622202e-4,mean,153
531,1.3415812901697036e-4,mean,531
144,1.3392381366905725e-4,mean,144
332,1.3389386671736888e-4,mean,332
1673,1.3299855084394568e-4,std,649
1990,1.326934142118719e-4,std,966
1404,1.326781523886374e-4,std,380
510,1.32651688229788e-4,mean,510
424,1.3261565477297137e-4,mean,424
1255,1.3260214906116521e-4,std,231
1710,1.320578353276143e-4,std,686
1034,1.3162567493352429e-4,std,10
1174,1.3119032890944706e-4,std,150
1120,1.3116574846125734e-4,std,96
149,1.3093371753941644e-4,mean,149
611,1.3071777885882656e-4,mean,611
1975,1.297055795069785e-4,std,951
312,1.296295093637239e-4,mean,312
1442,1.2951586495067027e-4,std,418
664,1.2934101089227495e-4,mean,664
1647,1.2927896224319764e-4,std,623
942,1.2926670945606131e-4,mean,942
782,1.291646359680849e-4,mean,782
1211,1.289585090749973e-4,std,187
1834,1.2893362262615373e-4,std,810
1949,1.288004400599683e-4,std,925
700,1.2865098546810554e-4,mean,700
731,1.2855295034948e-4,mean,731
910,1.2840800617592576e-4,mean,910
971,1.283475346909275e-4,mean,971
1266,1.2822321730302755e-4,std,242
1505,1.281626582486759e-4,std,481
990,1.2784547204875118e-4,mean,990
506,1.2738471174060422e-4,mean,506
1631,1.2731048620678016e-4,std,607
640,1.2714948987738365e-4,mean,640
1150,1.2690311218284083e-4,std,126
868,1.2679883052033576e-4,mean,868
705,1.2665225426030028e-4,mean,705
280,1.2643496987714287e-4,mean,280
1901,1.2635213833609146e-4,std,877
75,1.2631949942959206e-4,mean,75
1328,1.2627544606543643e-4,std,304
294,1.25788068320118e-4,mean,294
1724,1.257845531308455e-4,std,700
1653,1.2568722621795887e-4,std,629
1752,1.2530575862421708e-4,std,728
1439,1.2501178415058378e-4,std,415
413,1.2499636026016566e-4,mean,413
94,1.2492436910551349e-4,mean,94
271,1.248673563609035e-4,mean,271
1612,1.2445309268794668e-4,std,588
2047,1.2419410127410908e-4,std,1023
291,1.2398773948027e-4,mean,291
1182,1.230586918717159e-4,std,158
432,1.22452790706691e-4,mean,432
366,1.223586931917005e-4,mean,366
1403,1.222261495792603e-4,std,379
728,1.2209847956925826e-4,mean,728
859,1.22036736521346e-4,mean,859
1111,1.2199720086230885e-4,std,87
1537,1.2165110588705244e-4,std,513
1338,1.2153055181740921e-4,std,314
1889,1.213970082765182e-4,std,865
1157,1.213924381558526e-4,std,133
1746,1.2129281459693612e-4,std,722
1356,1.2126998198611861e-4,std,332
389,1.209720544509373e-4,mean,389
978,1.2095063246198712e-4,mean,978
1693,1.2089363834110977e-4,std,669
1804,1.2089362891834211e-4,std,780
1441,1.2077430835762335e-4,std,417
1284,1.2072455705995756e-4,std,260
1648,1.2069345714844875e-4,std,624
1043,1.2069310659345907e-4,std,19
801,1.2050644503772691e-4,mean,801
1200,1.2049269241490788e-4,std,176
737,1.2036094549943251e-4,mean,737
1316,1.20334818533668e-4,std,292
1272,1.1999531570412616e-4,std,248
1160,1.1998946718273605e-4,std,136
547,1.1973695489772069e-4,mean,547
1781,1.1973028295215795e-4,std,757
982,1.1969686498864892e-4,mean,982
305,1.1946205709040588e-4,mean,305
335,1.1928048705492799e-4,mean,335
1363,1.1927255534462087e-4,std,339
1508,1.1925874267371411e-4,std,484
243,1.1918920351165204e-4,mean,243
1596,1.1917917843818145e-4,std,572
2037,1.1908006488954246e-4,std,1013
743,1.1901246715784525e-4,mean,743
1633,1.1889967590274254e-4,std,609
1188,1.1888740810765825e-4,std,164
1548,1.1879077392586127e-4,std,524
1454,1.1864514817409692e-4,std,430
929,1.1861400434688723e-4,mean,929
1469,1.1833931935472288e-4,std,445
1213,1.179554890237017e-4,std,189
2022,1.178775180179727e-4,std,998
1090,1.17834111358054e-4,std,66
298,1.1781385073211655e-4,mean,298
1962,1.1769664897320175e-4,std,938
480,1.1767427354662773e-4,mean,480
493,1.1750173948016978e-4,mean,493
394,1.1732162470909605e-4,mean,394
347,1.1731193427701043e-4,mean,347
994,1.1724646148432365e-4,mean,994
1523,1.1717844908528833e-4,std,499
402,1.1705563186936945e-4,mean,402
1453,1.170452393297955e-4,std,429
1702,1.1700013335378328e-4,std,678
625,1.1672631931137046e-4,mean,625
277,1.163661654282261e-4,mean,277
565,1.1605066472191162e-4,mean,565
529,1.1589377743331922e-4,mean,529
943,1.157912030132903e-4,mean,943
1846,1.1577514448773644e-4,std,822
1972,1.1564173165665406e-4,std,948
1789,1.1562304298883883e-4,std,765
1512,1.155303946084343e-4,std,488
1737,1.1542571090082375e-4,std,713
0,1.1540736036979104e-4,mean,0
680,1.1534667764260924e-4,mean,680
1112,1.1503250825886102e-4,std,88
1373,1.1501620629200629e-4,std,349
790,1.1501153173388782e-4,mean,790
1686,1.1478000089243688e-4,std,662
1635,1.1473266342750029e-4,std,611
7,1.1456398029089488e-4,mean,7
757,1.1450576388336824e-4,mean,757
179,1.1449505288483237e-4,mean,179
721,1.1445762655271614e-4,mean,721
27,1.1382105888614284e-4,mean,27
301,1.1354433658200978e-4,mean,301
1675,1.1350607314532806e-4,std,651
269,1.1328683889817936e-4,mean,269
1743,1.1281684490942919e-4,std,719
133,1.1277026977194771e-4,mean,133
1394,1.1270904863561783e-4,std,370
439,1.1270016770752689e-4,mean,439
1433,1.126994670166409e-4,std,409
927,1.1251805249841155e-4,mean,927
2030,1.1247747200179365e-4,std,1006
1123,1.1245159297044774e-4,std,99
1801,1.1215176249420603e-4,std,777
610,1.1198691858999271e-4,mean,610
805,1.1193428740808589e-4,mean,805
326,1.119322032406261e-4,mean,326
1862,1.1177362642241531e-4,std,838
1321,1.1174404995144538e-4,std,297
1502,1.1135780354711621e-4,std,478
1114,1.1111145082027415e-4,std,90
18,1.1090019561412676e-4,mean,18
970,1.1088455041425445e-4,mean,970
816,1.1084727695850355e-4,mean,816
1850,1.1079259978180637e-4,std,826
1774,1.1074173771498567e-4,std,750
83,1.1042321870727318e-4,mean,83
1695,1.1038189806884338e-4,std,671
96,1.099079253765544e-4,mean,96
777,1.0986500282490271e-4,mean,777
1477,1.0977578933518559e-4,std,453
1583,1.0971094791528884e-4,std,559
1260,1.0966818325807651e-4,std,236
1525,1.0966679419546414e-4,std,501
1495,1.0951332347489164e-4,std,471
648,1.0932001045597002e-4,mean,648
1861,1.0930131196192166e-4,std,837
2017,1.0912975265675283e-4,std,993
1012,1.0904910852599835e-4,mean,1012
60,1.0899228408373457e-4,mean,60
1,1.0878808890627626e-4,mean,1
1602,1.087596443211728e-4,std,578
264,1.0855522337170902e-4,mean,264
299,1.0848255253821219e-4,mean,299
26,1.0823552700251607e-4,mean,26
1309,1.0822861153036963e-4,std,285
1091,1.081222594052637e-4,std,67
1520,1.0804618607535073e-4,std,496
1959,1.078178495446683e-4,std,935
1887,1.0760825796442133e-4,std,863
42,1.0760490802459728e-4,mean,42
1840,1.0749581861072593e-4,std,816
1167,1.0749223391188888e-4,std,143
57,1.0748412539014166e-4,mean,57
24,1.0732231267394903e-4,mean,24
1748,1.0727432361897781e-4,std,724
127,1.0725436179942823e-4,mean,127
69,1.0718648957785457e-4,mean,69
887,1.0708101605893957e-4,mean,887
1530,1.069761468023815e-4,std,506
449,1.065896464539767e-4,mean,449
918,1.0642051173338347e-4,mean,918
279,1.0621099059640723e-4,mean,279
1967,1.0612134717076865e-4,std,943
940,1.0595346351850702e-4,mean,940
1663,1.0591681378029053e-4,std,639
1037,1.0577901799436855e-4,std,13
1884,1.0572624398303435e-4,std,860
903,1.055743043407809e-4,mean,903
1617,1.0556137140068546e-4,std,593
1228,1.0536342809333704e-4,std,204
617,1.0508354186932966e-4,mean,617
1470,1.0493824596046268e-4,std,446
1573,1.0491302568605488e-4,std,549
487,1.048350202292203e-4,mean,487
824,1.0482802593433308e-4,mean,824
815,1.0476906023667894e-4,mean,815
1694,1.0473091115200983e-4,std,670
84,1.0458771355061687e-4,mean,84
1197,1.0446220681601871e-4,std,173
460,1.0433840826983033e-4,mean,460
1075,1.0382365676899719e-4,std,51
773,1.0374045716538421e-4,mean,773
123,1.0353457642382935e-4,mean,123
1493,1.0333866451206058e-4,std,469
1161,1.0320568727687115e-4,std,137
579,1.0316916473062686e-4,mean,579
2018,1.0315239182693481e-4,std,994
1575,1.0309558006408772e-4,std,551
1661,1.0294655668637075e-4,std,637
1500,1.0280765373287123e-4,std,476
1214,1.0279726323385058e-4,std,190
1016,1.0256630530928163e-4,mean,1016
169,1.023869475984451e-4,mean,169
1880,1.0236275886177747e-4,std,856
1076,1.023318445184824e-4,std,52
1080,1.022660483528885e-4,std,56
194,1.0195004865539403e-4,mean,194
1159,1.0192885904830271e-4,std,135
1357,1.019287409115466e-4,std,333
1313,1.0187787049667297e-4,std,289
1430,1.0182412281626153e-4,std,406
1437,1.017201391595409e-4,std,413
134,1.01592579968414e-4,mean,134
1130,1.0149001165220786e-4,std,106
1263,1.0144336195207973e-4,std,239
896,1.014429900462494e-4,mean,896
1297,1.013252365296292e-4,std,273
307,1.0124375897081798e-4,mean,307
2023,1.0122027795664207e-4,std,999
1471,1.0121474288103095e-4,std,447
1563,1.0113344612380067e-4,std,539
992,1.0090743953574881e-4,mean,992
1692,1.0074966211249816e-4,std,668
693,1.0069545750525736e-4,mean,693
1776,1.0058469189367838e-4,std,752
669,1.0053589143966683e-4,mean,669
1243,1.0043224461796785e-4,std,219
1609,1.0040380111727567e-4,std,585
2008,1.0036079981232548e-4,std,984
444,1.0022664338909153e-4,mean,444
710,1.0001797018637858e-4,mean,710
1466,1.0001756550355398e-4,std,442
2012,9.984416706288974e-5,std,988
1982,9.981404237893289e-5,std,958
658,9.970176255863507e-5,mean,658
2011,9.96996141222978e-5,std,987
177,9.960428859891381e-5,mean,177
1877,9.929913861059357e-5,std,853
1234,9.926320128506876e-5,std,210
748,9.9177023280343e-5,mean,748
1393,9.897085203807357e-5,std,369
1425,9.86983969006966e-5,std,401
2015,9.868348883143084e-5,std,991
618,9.852369723261789e-5,mean,618
1196,9.852279542581376e-5,std,172
1758,9.839880190307841e-5,std,734
996,9.827978818255217e-5,mean,996
677,9.81449837996991e-5,mean,677
785,9.80884030306166e-5,mean,785
1021,9.802352865092012e-5,mean,1021
1351,9.79196311681008e-5,std,327
1506,9.790498859464002e-5,std,482
580,9.78979917296239e-5,mean,580
1307,9.788257113245866e-5,std,283
438,9.779549225458695e-5,mean,438
965,9.777385158898009e-5,mean,965
1467,9.774734833437875e-5,std,443
987,9.774082546881794e-5,mean,987
2040,9.717338099397339e-5,std,1016
1815,9.712381706739364e-5,std,791
511,9.688874067423215e-5,mean,511
1649,9.68857725341048e-5,std,625
898,9.685192502978066e-5,mean,898
1291,9.678351728242062e-5,std,267
248,9.67081981401034e-5,mean,248
628,9.664118801757296e-5,mean,628
500,9.662301985234374e-5,mean,500
1546,9.660944830910304e-5,std,522
1000,9.653305942793422e-5,mean,1000
1763,9.650501740240392e-5,std,739
1189,9.62529138714818e-5,std,165
1242,9.617340717252054e-5,std,218
1584,9.616087392296065e-5,std,560
1698,9.614283349910902e-5,std,674
752,9.599505735303899e-5,mean,752
212,9.590307531062385e-5,mean,212
1128,9.56732723165729e-5,std,104
880,9.562785371162456e-5,mean,880
21,9.555402773096225e-5,mean,21
448,9.544491079405887e-5,mean,448
105,9.528759543162032e-5,mean,105
497,9.52823811960095e-5,mean,497
608,9.506221767022416e-5,mean,608
12,9.496700219132362e-5,mean,12
745,9.495336422847718e-5,mean,745
364,9.492216019124022e-5,mean,364
242,9.485072922647352e-5,mean,242
1281,9.476088165738612e-5,std,257
1578,9.455415614442832e-5,std,554
182,9.448589430540133e-5,mean,182
1738,9.405686023620984e-5,std,714
